common,strat_id,psu_id,YEAR,ST,MODE_FX,AREA_X,ID_CODE,SUB_REG,WAVE,kod,SP_CODE,CLAIM,RELEASE,HARVEST,CLAIM_UNADJ,HARVEST_UNADJ,RELEASE_UNADJ,tot_len_a,wgt_a,tot_len_b1,wgt_b1,region,month,wp_int,fl_reg,wp_catch,tot_cat,wgt_ab1,tot_len,landing,var_id,arx_method,alt_flag,date_published
HAIRY BLENNY,2020021265weS:8AM-8PM,2.02011E+21,2020,12,5,5,1.58382E+15,6,1,we,8842090307,0,1,0,0,0,1,0,0,0,0,6,2,389.0149896,4,389.0149896,1,0,0,0,2020021265weS:8AM-8PM,,0,5/4/21
SKATE GENUS,2020021265weS:8AM-8PM,2.02011E+21,2020,12,5,5,1.58382E+15,6,1,we,8713040100,0,1,0,0,0,1,0,0,0,0,6,2,194.5074948,4,194.5074948,1,0,0,0,2020021265weS:8AM-8PM,,0,5/4/21
MUTTON SNAPPER,2020021265weS:8AM-8PM,2.02011E+21,2020,12,5,5,1.58382E+15,6,1,we,8835360103,0,1,0,0,0,1,0,0,0,0,6,2,194.5074948,4,194.5074948,1,0,0,0,2020021265weS:8AM-8PM,,0,5/4/21
PUFFER FAMILY,2020021265weS:8AM-8PM,2.02011E+21,2020,12,5,5,1.58382E+15,6,1,we,8861010000,0,1,0,0,0,1,0,0,0,0,6,2,194.5074948,4,194.5074948,1,0,0,0,2020021265weS:8AM-8PM,,0,5/4/21
SPANISH MACKEREL,2020021265weS:8AM-8PM,2.02011E+21,2020,12,5,5,1.58382E+15,6,1,we,8850030502,0,1,0,0,0,1,0,0,0,0,6,2,194.5074948,4,194.5074948,1,0,0,0,2020021265weS:8AM-8PM,,0,5/4/21
MUTTON SNAPPER,2020021265weS:8AM-8PM,2.02011E+21,2020,12,5,5,1.58382E+15,6,1,we,8835360103,0,1,0,0,0,1,0,0,0,0,6,2,194.5074948,4,194.5074948,1,0,0,0,2020021265weS:8AM-8PM,,0,5/4/21
PUFFER FAMILY,2020021265weS:8AM-8PM,2.02011E+21,2020,12,5,5,1.58382E+15,6,1,we,8861010000,0,1,0,0,0,1,0,0,0,0,6,2,194.5074948,4,194.5074948,1,0,0,0,2020021265weS:8AM-8PM,,0,5/4/21
,2020021265weS:8AM-8PM,2.02011E+21,2020,12,5,5,1.58382E+15,6,1,we,,0,0,0,0,0,0,0,0,0,0,6,2,194.5074948,4,194.5074948,0,0,0,0,2020021265weS:8AM-8PM,,0,5/4/21
MUTTON SNAPPER,2020011257weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.53472E+15,6,1,we,8835360103,0,1,0,0,0,1,0,0,0,0,5,1,1640.891665,8,1640.891665,1,0,0,0,2020011257weS:8AM-8PM,,0,5/4/21
LIZARDFISH FAMILY,2020011257weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.53472E+15,6,1,we,8762020000,0,2,0,0,0,2,0,0,0,0,5,1,929.045502,8,929.045502,2,0,0,0,2020011257weS:8AM-8PM,,0,5/4/21
GREAT BARRACUDA,2020011257weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.53472E+15,6,1,we,8837010104,0,1,0,0,0,1,0,0,0,0,5,1,929.045502,8,929.045502,1,0,0,0,2020011257weS:8AM-8PM,,0,5/4/21
,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.54372E+15,6,1,wd,,0,0,0,0,0,0,0,0,0,0,5,1,7868.019808,8,7868.019808,0,0,0,0,2020011257wdS:8AM-8PM,,0,5/4/21
,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.54372E+15,6,1,wd,,0,0,0,0,0,0,0,0,0,0,5,1,7868.019808,8,7868.019808,0,0,0,0,2020011257wdS:8AM-8PM,,0,5/4/21
BLUE RUNNER,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.54372E+15,6,1,wd,8835280306,0,2,0,0,0,2,0,0,0,0,5,1,7868.019808,8,7868.019808,2,0,0,0,2020011257wdS:8AM-8PM,,0,5/4/21
,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.54372E+15,6,1,wd,,0,0,0,0,0,0,0,0,0,0,5,1,7868.019808,8,7868.019808,0,0,0,0,2020011257wdS:8AM-8PM,,0,5/4/21
BLUE RUNNER,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.54372E+15,6,1,wd,8835280306,0,2,0,0,0,2,0,0,0,0,5,1,7868.019808,8,7868.019808,2,0,0,0,2020011257wdS:8AM-8PM,,0,5/4/21
PERMIT,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.54372E+15,6,1,wd,8835280902,0,1,0,0,0,1,0,0,0,0,5,1,7868.019808,8,7868.019808,1,0,0,0,2020011257wdS:8AM-8PM,,0,5/4/21
SPANISH MACKEREL,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.54372E+15,6,1,wd,8850030502,0,1,10,0,10,1,0,0,5614,16.12,5,1,7868.019808,8,7868.019808,11,16.12,5614,10,2020011257wdS:8AM-8PM,,0,5/4/21
BLUE RUNNER,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.54372E+15,6,1,wd,8835280306,0,3,0,0,0,3,0,0,0,0,5,1,7868.019808,8,7868.019808,3,0,0,0,2020011257wdS:8AM-8PM,,0,5/4/21
SPANISH MACKEREL,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.54372E+15,6,1,wd,8850030502,0,1,10,0,10,1,0,0,4728,8.96,5,1,7868.019808,8,7868.019808,11,8.96,4728,10,2020011257wdS:8AM-8PM,,0,5/4/21
BLUE RUNNER,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.54372E+15,6,1,wd,8835280306,0,3,0,0,0,3,0,0,0,0,5,1,7868.019808,8,7868.019808,3,0,0,0,2020011257wdS:8AM-8PM,,0,5/4/21
SPANISH MACKEREL,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.54372E+15,6,1,wd,8850030502,0,0,10,0,10,0,0,0,4530,10.12,5,1,7868.019808,8,7868.019808,10,10.12,4530,10,2020011257wdS:8AM-8PM,,0,5/4/21
SCORPIONFISH FAMILY,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.54372E+15,6,1,wd,8826010000,0,1,0,0,0,1,0,0,0,0,5,1,5540.60542,8,5540.60542,1,0,0,0,2020011257wdS:8AM-8PM,,0,5/4/21
MUTTON SNAPPER,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.54372E+15,6,1,wd,8835360103,1.000059936,2,0,1,0,2,441.0264319,1.780106687,0,0,5,1,5540.60542,8,5540.60542,3.000059936,1.780106687,441.0264319,1.000059936,2020011257wdS:8AM-8PM,,0,5/4/21
YELLOWTAIL SNAPPER,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.54372E+15,6,1,wd,8835360401,1.000059936,1,0,1,0,1,228.0136655,0.300017981,0,0,5,1,5540.60542,8,5540.60542,2.000059936,0.300017981,228.0136655,1.000059936,2020011257wdS:8AM-8PM,,0,5/4/21
YELLOWTAIL SNAPPER,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.54372E+15,6,1,wd,8835360401,1.000059936,0,0,1,0,0,247.0148043,0.280016782,0,0,5,1,5540.60542,8,5540.60542,1.000059936,0.280016782,247.0148043,1.000059936,2020011257wdS:8AM-8PM,,0,5/4/21
PORGY FAMILY,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.54372E+15,6,1,wd,8835430000,0,3,0,0,0,3,0,0,0,0,5,1,5540.60542,8,5540.60542,3,0,0,0,2020011257wdS:8AM-8PM,,0,5/4/21
PARROTFISH FAMILY,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.54372E+15,6,1,wd,8839030000,0,2,0,0,0,2,0,0,0,0,5,1,5540.60542,8,5540.60542,2,0,0,0,2020011257wdS:8AM-8PM,,0,5/4/21
NURSE SHARK,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.54372E+15,6,1,wd,8707020101,0,1,0,0,0,1,0,0,0,0,5,1,5540.60542,8,5540.60542,1,0,0,0,2020011257wdS:8AM-8PM,,0,5/4/21
BULL SHARK,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.54372E+15,6,1,wd,8708020502,0,1,0,0,0,1,0,0,0,0,5,1,5540.60542,8,5540.60542,1,0,0,0,2020011257wdS:8AM-8PM,,0,5/4/21
BLACK SEA BASS,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.54372E+15,6,1,wd,8835020301,0,6,0,0,0,6,0,0,0,0,5,1,5540.60542,8,5540.60542,6,0,0,0,2020011257wdS:8AM-8PM,,0,5/4/21
VERMILION SNAPPER,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.54372E+15,6,1,wd,8835360501,0,6,0,0,0,6,0,0,0,0,5,1,5540.60542,8,5540.60542,6,0,0,0,2020011257wdS:8AM-8PM,,0,5/4/21
GRAY TRIGGERFISH,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.54372E+15,6,1,wd,8860020201,0,3,0,0,0,3,0,0,0,0,5,1,5540.60542,8,5540.60542,3,0,0,0,2020011257wdS:8AM-8PM,,0,5/4/21
BLACK SEA BASS,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.54372E+15,6,1,wd,8835020301,0,6,0,0,0,6,0,0,0,0,5,1,5540.60542,8,5540.60542,6,0,0,0,2020011257wdS:8AM-8PM,,0,5/4/21
ALMACO JACK,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.54372E+15,6,1,wd,8835280803,0,1,0,0,0,1,0,0,0,0,5,1,5540.60542,8,5540.60542,1,0,0,0,2020011257wdS:8AM-8PM,,0,5/4/21
LANE SNAPPER,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.54372E+15,6,1,wd,8835360112,0,2,0,0,0,2,0,0,0,0,5,1,5540.60542,8,5540.60542,2,0,0,0,2020011257wdS:8AM-8PM,,0,5/4/21
VERMILION SNAPPER,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.54372E+15,6,1,wd,8835360501,0,6,0,0,0,6,0,0,0,0,5,1,5540.60542,8,5540.60542,6,0,0,0,2020011257wdS:8AM-8PM,,0,5/4/21
GRAY TRIGGERFISH,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.54372E+15,6,1,wd,8860020201,0,3,0,0,0,3,0,0,0,0,5,1,5540.60542,8,5540.60542,3,0,0,0,2020011257wdS:8AM-8PM,,0,5/4/21
SPANISH MACKEREL,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.54372E+15,6,1,wd,8850030502,10.00059936,6,0,10,0,6,3412.204503,4.020240944,0,0,5,1,5540.60542,8,5540.60542,16.00059936,4.020240944,3412.204503,10.00059936,2020011257wdS:8AM-8PM,,0,5/4/21
LIONFISH,2020021257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.55422E+15,6,1,wd,8826011401,3.000179809,0,0,3,0,0,813.0487282,0.820049148,0,0,5,2,1783.87236,8,1783.87236,3.000179809,0.820049148,813.0487282,3.000179809,2020021257wdS:8AM-8PM,,0,5/4/21
GRAY SNAPPER,2020021257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.55422E+15,6,1,wd,8835360102,1.000059936,0,0,1,0,0,302.0181008,0.400023975,0,0,5,2,1783.87236,8,1783.87236,1.000059936,0.400023975,302.0181008,1.000059936,2020021257wdS:8AM-8PM,,0,5/4/21
DOG SNAPPER,2020021257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.55422E+15,6,1,wd,8835360109,1.000059936,0,0,1,0,0,318.0190597,0.520031167,0,0,5,2,1783.87236,8,1783.87236,1.000059936,0.520031167,318.0190597,1.000059936,2020021257wdS:8AM-8PM,,0,5/4/21
SHEEPSHEAD,2020021257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.55422E+15,6,1,wd,8835430301,7.000419554,0,0,7,0,0,2377.342481,6.608396059,0,0,5,2,1783.87236,8,1783.87236,7.000419554,6.608396059,2377.342481,7.000419554,2020021257wdS:8AM-8PM,,0,5/4/21
,2020021257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.55422E+15,6,1,wd,,0,0,0,0,0,0,0,0,0,0,5,2,1783.87236,8,1783.87236,0,0,0,0,2020021257wdS:8AM-8PM,,0,5/4/21
,2020021257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.55422E+15,6,1,wd,,0,0,0,0,0,0,0,0,0,0,5,2,1783.87236,8,1783.87236,0,0,0,0,2020021257wdS:8AM-8PM,,0,5/4/21
REMORA FAMILY,2020021257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.55422E+15,6,1,wd,8835270000,0,5,0,0,0,5,0,0,0,0,5,2,1783.87236,8,1783.87236,5,0,0,0,2020021257wdS:8AM-8PM,,0,5/4/21
GRAY SNAPPER,2020021257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.55422E+15,6,1,wd,8835360102,4.000239745,0,0,4,0,0,1198.071804,1.580094699,0,0,5,2,1783.87236,8,1783.87236,4.000239745,1.580094699,1198.071804,4.000239745,2020021257wdS:8AM-8PM,,0,5/4/21
GRUNT FAMILY,2020021257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.55422E+15,6,1,wd,8835400000,0,1,0,0,0,1,0,0,0,0,5,2,1783.87236,8,1783.87236,1,0,0,0,2020021257wdS:8AM-8PM,,0,5/4/21
REMORA FAMILY,2020021257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.55422E+15,6,1,wd,8835270000,0,1,0,0,0,1,0,0,0,0,5,2,1783.87236,8,1783.87236,1,0,0,0,2020021257wdS:8AM-8PM,,0,5/4/21
GRUNT FAMILY,2020021257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.55422E+15,6,1,wd,8835400000,0,1,0,0,0,1,0,0,0,0,5,2,1783.87236,8,1783.87236,1,0,0,0,2020021257wdS:8AM-8PM,,0,5/4/21
REMORA FAMILY,2020021257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.55422E+15,6,1,wd,8835270000,0,1,0,0,0,1,0,0,0,0,5,2,1783.87236,8,1783.87236,1,0,0,0,2020021257wdS:8AM-8PM,,0,5/4/21
GRUNT FAMILY,2020021257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.55422E+15,6,1,wd,8835400000,0,1,0,0,0,1,0,0,0,0,5,2,1783.87236,8,1783.87236,1,0,0,0,2020021257wdS:8AM-8PM,,0,5/4/21
LADYFISH,2020011267weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.56272E+15,6,1,we,8738010101,0,1,0,0,0,1,0,0,0,0,6,1,1430.828141,8,1430.828141,1,0,0,0,2020011267weS:8AM-8PM,,0,5/4/21
COMMON SNOOK,2020011267weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.56272E+15,6,1,we,8835010105,0,1,0,0,0,1,0,0,0,0,6,1,1430.828141,8,1430.828141,1,0,0,0,2020011267weS:8AM-8PM,,0,5/4/21
BLUE RUNNER,2020011267weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.56272E+15,6,1,we,8835280306,0,2,0,0,0,2,0,0,0,0,6,1,1430.828141,8,1430.828141,2,0,0,0,2020011267weS:8AM-8PM,,0,5/4/21
GRAY SNAPPER,2020011267weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.56272E+15,6,1,we,8835360102,0,1,0,0,0,1,0,0,0,0,6,1,1430.828141,8,1430.828141,1,0,0,0,2020011267weS:8AM-8PM,,0,5/4/21
SPANISH MACKEREL,2020011267weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.56272E+15,6,1,we,8850030502,10.13183819,6,0,10,0,6,5236.133977,12.522952,0,0,6,1,1430.828141,8,1430.828141,16.13183819,12.522952,5236.133977,10.13183819,2020011267weS:8AM-8PM,,0,5/4/21
,2020021257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.56362E+15,6,1,wd,,0,0,0,0,0,0,0,0,0,0,5,2,4245.519384,8,4245.519384,0,0,0,0,2020021257wdS:8AM-8PM,,0,5/4/21
,2020021257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.56362E+15,6,1,wd,,0,0,0,0,0,0,0,0,0,0,5,2,4245.519384,8,4245.519384,0,0,0,0,2020021257wdS:8AM-8PM,,0,5/4/21
,2020021257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.56362E+15,6,1,wd,,0,0,0,0,0,0,0,0,0,0,5,2,4245.519384,8,4245.519384,0,0,0,0,2020021257wdS:8AM-8PM,,0,5/4/21
,2020021257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.56362E+15,6,1,wd,,0,0,0,0,0,0,0,0,0,0,5,2,5384.127109,8,5384.127109,0,0,0,0,2020021257wdS:8AM-8PM,,0,5/4/21
,2020021257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.56362E+15,6,1,wd,,0,0,0,0,0,0,0,0,0,0,5,2,5384.127109,8,5384.127109,0,0,0,0,2020021257wdS:8AM-8PM,,0,5/4/21
,2020021257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.56362E+15,6,1,wd,,0,0,0,0,0,0,0,0,0,0,5,2,5384.127109,8,5384.127109,0,0,0,0,2020021257wdS:8AM-8PM,,0,5/4/21
BLACK SEA BASS,2020021257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.56362E+15,6,1,wd,8835020301,0,1,0,0,0,1,0,0,0,0,5,2,4245.519384,8,4245.519384,1,0,0,0,2020021257wdS:8AM-8PM,,0,5/4/21
RED GROUPER,2020021257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.56362E+15,6,1,wd,8835020408,0,1,0,0,0,1,0,0,0,0,5,2,4245.519384,8,4245.519384,1,0,0,0,2020021257wdS:8AM-8PM,,0,5/4/21
MUTTON SNAPPER,2020021257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.56362E+15,6,1,wd,8835360103,1.000059936,0,0,1,0,0,635.0380595,4.800287694,0,0,5,2,4245.519384,8,4245.519384,1.000059936,4.800287694,635.0380595,1.000059936,2020021257wdS:8AM-8PM,,0,5/4/21
TOMTATE,2020021257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.56362E+15,6,1,wd,8835400101,0,6,0,0,0,6,0,0,0,0,5,2,4245.519384,8,4245.519384,6,0,0,0,2020021257wdS:8AM-8PM,,0,5/4/21
WHITE GRUNT,2020021257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.56362E+15,6,1,wd,8835400102,0,3,0,0,0,3,0,0,0,0,5,2,4245.519384,8,4245.519384,3,0,0,0,2020021257wdS:8AM-8PM,,0,5/4/21
,2020021257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.56362E+15,6,1,wd,,0,0,0,0,0,0,0,0,0,0,5,2,4496.883548,8,4496.883548,0,0,0,0,2020021257wdS:8AM-8PM,,0,5/4/21
,2020021257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.56362E+15,6,1,wd,,0,0,0,0,0,0,0,0,0,0,5,2,4496.883548,8,4496.883548,0,0,0,0,2020021257wdS:8AM-8PM,,0,5/4/21
,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.57932E+15,6,1,wd,,0,0,0,0,0,0,0,0,0,0,5,1,4255.300476,8,4255.300476,0,0,0,0,2020011257wdS:8AM-8PM,,0,5/4/21
,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.57932E+15,6,1,wd,,0,0,0,0,0,0,0,0,0,0,5,1,3628.32381,8,3628.32381,0,0,0,0,2020011257wdS:8AM-8PM,,0,5/4/21
,2020011257wdS:8AM-8PM,2.02011E+21,2020,12,7,1,1.57932E+15,6,1,wd,,0,0,0,0,0,0,0,0,0,0,5,1,3628.32381,8,3628.32381,0,0,0,0,2020011257wdS:8AM-8PM,,0,5/4/21
DOLPHIN,2020011257weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.57932E+15,6,1,we,8835290101,1.006464362,0,0,1,0,0,583.74933,1.509696543,0,0,5,1,3865.102718,8,3865.102718,1.006464362,1.509696543,583.74933,1.006464362,2020011257weS:8AM-8PM,,0,5/4/21
MUTTON SNAPPER,2020011257weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.57932E+15,6,1,we,8835360103,0,1,0,0,0,1,0,0,0,0,5,1,3865.102718,8,3865.102718,1,0,0,0,2020011257weS:8AM-8PM,,0,5/4/21
YELLOWTAIL SNAPPER,2020011257weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.57932E+15,6,1,we,8835360401,12.07757235,4,6,12,6,4,3594.587469,6.412884787,1785.75,3.185847919,5,1,3865.102718,8,3865.102718,22.07757235,9.598732705,5380.337469,18.07757235,2020011257weS:8AM-8PM,,0,5/4/21
YELLOWTAIL SNAPPER,2020011257weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.57932E+15,6,1,we,8835360401,0,4,6,0,6,4,0,0,1921.2,3.579915659,5,1,3865.102718,8,3865.102718,10,3.579915659,1921.2,6,2020011257weS:8AM-8PM,,0,5/4/21
,2020011257weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.57932E+15,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,1,3942.603292,8,3942.603292,0,0,0,0,2020011257weS:8AM-8PM,,0,5/4/21
,2020011257weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.57932E+15,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,1,3942.603292,8,3942.603292,0,0,0,0,2020011257weS:8AM-8PM,,0,5/4/21
,2020011257weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.57932E+15,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,1,3942.603292,8,3942.603292,0,0,0,0,2020011257weS:8AM-8PM,,0,5/4/21
ATLANTIC SHARPNOSE SHARK,2020011257weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.57932E+15,6,1,we,8708020301,0,1,0,0,0,1,0,0,0,0,5,1,3942.603292,8,3942.603292,1,0,0,0,2020011257weS:8AM-8PM,,0,5/4/21
MUTTON SNAPPER,2020011257weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.57932E+15,6,1,we,8835360103,1.006386724,0,0,1,0,0,655.1577574,5.07218909,0,0,5,1,3942.603292,8,3942.603292,1.006386724,5.07218909,655.1577574,1.006386724,2020011257weS:8AM-8PM,,0,5/4/21
MUTTON SNAPPER,2020011257weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.57932E+15,6,1,we,8835360103,0,1,0,0,0,1,0,0,0,0,5,1,3942.603292,8,3942.603292,1,0,0,0,2020011257weS:8AM-8PM,,0,5/4/21
ATLANTIC SHARPNOSE SHARK,2020011257weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.57932E+15,6,1,we,8708020301,0,1,0,0,0,1,0,0,0,0,5,1,3942.603292,8,3942.603292,1,0,0,0,2020011257weS:8AM-8PM,,0,5/4/21
,2020011257weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.57932E+15,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,1,2466.695836,8,2466.695836,0,0,0,0,2020011257weS:8AM-8PM,,0,5/4/21
,2020011257weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.57932E+15,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,1,6965.688831,8,6965.688831,0,0,0,0,2020011257weS:8AM-8PM,,0,5/4/21
GAG,2020011257weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.57932E+15,6,1,we,8835020501,0,1,0,0,0,1,0,0,0,0,5,1,4009.343888,8,4009.343888,1,0,0,0,2020011257weS:8AM-8PM,,0,5/4/21
,2020011257weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.57932E+15,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,1,4009.343888,8,4009.343888,0,0,0,0,2020011257weS:8AM-8PM,,0,5/4/21
SNAPPER FAMILY,2020011257weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.57932E+15,6,1,we,8835360000,0,1,0,0,0,1,0,0,0,0,5,1,4009.343888,8,4009.343888,1,0,0,0,2020011257weS:8AM-8PM,,0,5/4/21
,2020011257weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.57932E+15,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,1,4009.343888,8,4009.343888,0,0,0,0,2020011257weS:8AM-8PM,,0,5/4/21
WHITE GRUNT,2020011257weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.57932E+15,6,1,we,8835400102,0,1,0,0,0,1,0,0,0,0,5,1,4009.343888,8,4009.343888,1,0,0,0,2020011257weS:8AM-8PM,,0,5/4/21
,2020011257weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.57932E+15,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,1,4009.343888,8,4009.343888,0,0,0,0,2020011257weS:8AM-8PM,,0,5/4/21
GREAT BARRACUDA,2020011257weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.57932E+15,6,1,we,8837010104,0,2,0,0,0,2,0,0,0,0,5,1,4009.343888,8,4009.343888,2,0,0,0,2020011257weS:8AM-8PM,,0,5/4/21
,2020021257weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.57932E+15,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,2,3615.041153,8,3615.041153,0,0,0,0,2020021257weS:8AM-8PM,,0,5/4/21
SNAPPER FAMILY,2020021257weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.57932E+15,6,1,we,8835360000,0,1,0,0,0,1,0,0,0,0,5,2,8875.795771,8,8875.795771,1,0,0,0,2020021257weS:8AM-8PM,,0,5/4/21
QUEEN TRIGGERFISH,2020021257weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.57932E+15,6,1,we,8860020202,0,2,0,0,0,2,0,0,0,0,5,2,8875.795771,8,8875.795771,2,0,0,0,2020021257weS:8AM-8PM,,0,5/4/21
ATLANTIC CROAKER,2020011267weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.58132E+15,6,1,we,8835440702,0,1,0,0,0,1,0,0,0,0,6,1,3786.694453,8,3786.694453,1,0,0,0,2020011267weS:8AM-8PM,,0,5/4/21
KINGFISH GENUS,2020011267weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.58132E+15,6,1,we,8835440600,0,1,0,0,0,1,0,0,0,0,6,1,3786.694453,8,3786.694453,1,0,0,0,2020011267weS:8AM-8PM,,0,5/4/21
KINGFISH GENUS,2020011267weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.58132E+15,6,1,we,8835440600,0,1,0,0,0,1,0,0,0,0,6,1,2552.277803,8,2552.277803,1,0,0,0,2020011267weS:8AM-8PM,,0,5/4/21
KINGFISH GENUS,2020011267weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.58132E+15,6,1,we,8835440600,0,1,0,0,0,1,0,0,0,0,6,1,2552.277803,8,2552.277803,1,0,0,0,2020011267weS:8AM-8PM,,0,5/4/21
KINGFISH GENUS,2020011267weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.58132E+15,6,1,we,8835440600,0,1,0,0,0,1,0,0,0,0,6,1,2552.277803,8,2552.277803,1,0,0,0,2020011267weS:8AM-8PM,,0,5/4/21
SPANISH SARDINE,2020011267weS:8AM-8PM,2.02011E+21,2020,12,7,1,1.58132E+15,6,1,we,8747011003,0,0,15,0,15,0,0,0,0,0,6,1,4215.823545,8,4215.823545,15,0,0,15,2020011267weS:8AM-8PM,,0,5/4/21
