common,strat_id,psu_id,YEAR,ST,MODE_FX,AREA_X,ID_CODE,SUB_REG,WAVE,kod,SP_CODE,CLAIM,RELEASE,HARVEST,CLAIM_UNADJ,HARVEST_UNADJ,RELEASE_UNADJ,tot_len_a,wgt_a,tot_len_b1,wgt_b1,region,month,wp_int,fl_reg,wp_catch,tot_cat,wgt_ab1,tot_len,landing,var_id,arx_method,alt_flag,date_published
GRUNT FAMILY,2020021257weS:8AM-8PM,2020112571579320200202,2020,12,7,5,1579320200202001,6,1,we,8835400000,0,4,0,0,0,4,0,0,0,0,5,02,2482.427215,8,2482.427215,4,0,0,0,2020021257weS:8AM-8PM,,0,05/04/2021
PINFISH,2020021257weS:8AM-8PM,2020112571579320200202,2020,12,7,5,1579320200202001,6,1,we,8835430201,0,0,1,0,1,0,0,0,227,0.36,5,02,2482.427215,8,2482.427215,1,0.36,227,1,2020021257weS:8AM-8PM,,0,05/04/2021
ATLANTIC SHARPNOSE SHARK,2020021257weS:8AM-8PM,2020112571579320200202,2020,12,7,5,1579320200202004,6,1,we,8708020301,0,1,0,0,0,1,0,0,0,0,5,02,1916.120246,8,1916.120246,1,0,0,0,2020021257weS:8AM-8PM,,0,05/04/2021
GRAYSBY,2020021257weS:8AM-8PM,2020112571579320200202,2020,12,7,5,1579320200202004,6,1,we,8835021801,0,1,0,0,0,1,0,0,0,0,5,02,1916.120246,8,1916.120246,1,0,0,0,2020021257weS:8AM-8PM,,0,05/04/2021
GRUNT FAMILY,2020021257weS:8AM-8PM,2020112571579320200202,2020,12,7,5,1579320200202004,6,1,we,8835400000,0,4,0,0,0,4,0,0,0,0,5,02,1916.120246,8,1916.120246,4,0,0,0,2020021257weS:8AM-8PM,,0,05/04/2021
ATLANTIC SHARPNOSE SHARK,2020021257weS:8AM-8PM,2020112571579320200202,2020,12,7,5,1579320200202005,6,1,we,8708020301,0,1,0,0,0,1,0,0,0,0,5,02,1916.120246,8,1916.120246,1,0,0,0,2020021257weS:8AM-8PM,,0,05/04/2021
GRUNT FAMILY,2020021257weS:8AM-8PM,2020112571579320200202,2020,12,7,5,1579320200202005,6,1,we,8835400000,0,5,0,0,0,5,0,0,0,0,5,02,1916.120246,8,1916.120246,5,0,0,0,2020021257weS:8AM-8PM,,0,05/04/2021
GRAY SNAPPER,2020021257weS:8AM-8PM,2020112571579320200209,2020,12,7,5,1579320200209001,6,1,we,8835360102,0,8,0,0,0,8,0,0,0,0,5,02,2207.8104269,8,2207.8104269,8,0,0,0,2020021257weS:8AM-8PM,,0,05/04/2021
,2020021257weS:8AM-8PM,2020112571579320200209,2020,12,7,5,1579320200209002,6,1,we,,0,0,0,0,0,0,0,0,0,0,5,02,4198.421515,8,4198.421515,0,0,0,0,2020021257weS:8AM-8PM,,0,05/04/2021
RED DRUM,2020011277weS:8AM-8PM,2020112771581320200118,2020,12,7,5,1581320200118001,6,1,we,8835440901,0,2,0,0,0,2,0,0,0,0,7,01,1322.3067088,8,1322.3067088,2,0,0,0,2020011277weS:8AM-8PM,,0,05/04/2021
RED DRUM,2020011277weS:8AM-8PM,2020112771581320200118,2020,12,7,5,1581320200118002,6,1,we,8835440901,0,1,0,0,0,1,0,0,0,0,7,01,1322.3067088,8,1322.3067088,1,0,0,0,2020011277weS:8AM-8PM,,0,05/04/2021
BLUEFISH,2020011267weS:8AM-8PM,2020112671581320200126,2020,12,7,5,1581320200126004,6,1,we,8835250101,0,2,0,0,0,2,0,0,0,0,6,01,3786.694453,8,3786.694453,2,0,0,0,2020011267weS:8AM-8PM,,0,05/04/2021
CREVALLE JACK,2020011267weS:8AM-8PM,2020112671581320200126,2020,12,7,5,1581320200126004,6,1,we,8835280303,0,8,0,0,0,8,0,0,0,0,6,01,3786.694453,8,3786.694453,8,0,0,0,2020011267weS:8AM-8PM,,0,05/04/2021
SPANISH MACKEREL,2020011267weS:8AM-8PM,2020112671581320200126,2020,12,7,5,1581320200126004,6,1,we,8850030502,0,1,0,0,0,1,0,0,0,0,6,01,3786.694453,8,3786.694453,1,0,0,0,2020011267weS:8AM-8PM,,0,05/04/2021
SEA BASS FAMILY,2020011267weS:8AM-8PM,2020112671581320200126,2020,12,7,5,1581320200126005,6,1,we,8835020000,0,1,0,0,0,1,0,0,0,0,6,01,3786.694453,8,3786.694453,1,0,0,0,2020011267weS:8AM-8PM,,0,05/04/2021
SPOTTED SEATROUT,2020011267weS:8AM-8PM,2020112671581320200126,2020,12,7,5,1581320200126005,6,1,we,8835440102,0,2,0,0,0,2,0,0,0,0,6,01,3786.694453,8,3786.694453,2,0,0,0,2020011267weS:8AM-8PM,,0,05/04/2021
SHEEPSHEAD,2020011267weS:8AM-8PM,2020112671581320200126,2020,12,7,5,1581320200126006,6,1,we,8835430301,2.0130922866,3,0,2,0,3,688.47756203,2.113746901,0,0,6,01,3786.694453,8,3786.694453,5.0130922866,2.113746901,688.47756203,2.0130922866,2020011267weS:8AM-8PM,,0,05/04/2021
KINGFISH GENUS,2020011267weS:8AM-8PM,2020112671581320200126,2020,12,7,5,1581320200126006,6,1,we,8835440600,0,2,0,0,0,2,0,0,0,0,6,01,3786.694453,8,3786.694453,2,0,0,0,2020011267weS:8AM-8PM,,0,05/04/2021
ATLANTIC CROAKER,2020011267weS:8AM-8PM,2020112671581320200126,2020,12,7,5,1581320200126006,6,1,we,8835440702,0,1,0,0,0,1,0,0,0,0,6,01,3786.694453,8,3786.694453,1,0,0,0,2020011267weS:8AM-8PM,,0,05/04/2021
SPANISH MACKEREL,2020011267weS:8AM-8PM,2020112671581320200126,2020,12,7,5,1581320200126006,6,1,we,8850030502,1.0065461433,0,0,1,0,0,327.12749658,0.3220947659,0,0,6,01,3786.694453,8,3786.694453,1.0065461433,0.3220947659,327.12749658,1.0065461433,2020011267weS:8AM-8PM,,0,05/04/2021
LEFTEYE FLOUNDER GENUS,2020011267weS:8AM-8PM,2020112671581320200126,2020,12,7,5,1581320200126006,6,1,we,8857030300,0,2,0,0,0,2,0,0,0,0,6,01,3786.694453,8,3786.694453,2,0,0,0,2020011267weS:8AM-8PM,,0,05/04/2021
SOUTHERN FLOUNDER,2020011267weS:8AM-8PM,2020112671581320200126,2020,12,7,5,1581320200126006,6,1,we,8857030304,1.0065461433,0,0,1,0,0,360.34351931,0.3824875345,0,0,6,01,3786.694453,8,3786.694453,1.0065461433,0.3824875345,360.34351931,1.0065461433,2020011267weS:8AM-8PM,,0,05/04/2021
SHEEPSHEAD,2020011267weS:8AM-8PM,2020112671581320200126,2020,12,7,5,1581320200126007,6,1,we,8835430301,0,1,0,0,0,1,0,0,0,0,6,01,3786.694453,8,3786.694453,1,0,0,0,2020011267weS:8AM-8PM,,0,05/04/2021
LEFTEYE FLOUNDER GENUS,2020011267weS:8AM-8PM,2020112671581320200126,2020,12,7,5,1581320200126007,6,1,we,8857030300,0,1,0,0,0,1,0,0,0,0,6,01,3786.694453,8,3786.694453,1,0,0,0,2020011267weS:8AM-8PM,,0,05/04/2021
PINFISH,2020011267weS:8AM-8PM,2020112671581320200126,2020,12,7,5,1581320200126008,6,1,we,8835430201,0,1,0,0,0,1,0,0,0,0,6,01,3786.694453,8,3786.694453,1,0,0,0,2020011267weS:8AM-8PM,,0,05/04/2021
BLACK DRUM,2020011267weS:8AM-8PM,2020112671581320200126,2020,12,7,5,1581320200126009,6,1,we,8835440801,0,1,0,0,0,1,0,0,0,0,6,01,3786.694453,8,3786.694453,1,0,0,0,2020011267weS:8AM-8PM,,0,05/04/2021
,2020011267weS:8AM-8PM,2020112671581320200126,2020,12,7,5,1581320200126010,6,1,we,,0,0,0,0,0,0,0,0,0,0,6,01,3786.694453,8,3786.694453,0,0,0,0,2020011267weS:8AM-8PM,,0,05/04/2021
CREVALLE JACK,2020011267weS:8AM-8PM,2020112671581320200126,2020,12,7,5,1581320200126011,6,1,we,8835280303,0,3,0,0,0,3,0,0,0,0,6,01,5571.44201,8,5571.44201,3,0,0,0,2020011267weS:8AM-8PM,,0,05/04/2021
SHEEPSHEAD,2020011267weS:8AM-8PM,2020112671581320200126,2020,12,7,5,1581320200126011,6,1,we,8835430301,0,1,0,0,0,1,0,0,0,0,6,01,5571.44201,8,5571.44201,1,0,0,0,2020011267weS:8AM-8PM,,0,05/04/2021
KINGFISH GENUS,2020011267weS:8AM-8PM,2020112671581320200126,2020,12,7,5,1581320200126011,6,1,we,8835440600,0,6,0,0,0,6,0,0,0,0,6,01,5571.44201,8,5571.44201,6,0,0,0,2020011267weS:8AM-8PM,,0,05/04/2021
CREVALLE JACK,2020011267weS:8AM-8PM,2020112671581320200126,2020,12,7,5,1581320200126012,6,1,we,8835280303,0,5,0,0,0,5,0,0,0,0,6,01,2318.7699566,8,2318.7699566,5,0,0,0,2020011267weS:8AM-8PM,,0,05/04/2021
KINGFISH GENUS,2020011267weS:8AM-8PM,2020112671581320200126,2020,12,7,5,1581320200126020,6,1,we,8835440600,0,6,0,0,0,6,0,0,0,0,6,01,1618.2464173,8,1618.2464173,6,0,0,0,2020011267weS:8AM-8PM,,0,05/04/2021
ATLANTIC CROAKER,2020011267weS:8AM-8PM,2020112671581320200126,2020,12,7,5,1581320200126022,6,1,we,8835440702,0,0,33,0,33,0,0,0,7827.6,6.336,6,01,3019.2934958,8,3019.2934958,33,6.336,7827.6,33,2020011267weS:8AM-8PM,,0,05/04/2021
SPOTTED SEATROUT,2020021277weS:8AM-8PM,2020112771581320200214,2020,12,7,5,1581320200214001,6,1,we,8835440102,0.8506558352,0,0,1,0,0,340.2623341,0.4763672677,0,0,7,02,12414.800218,8,12414.800218,0.8506558352,0.4763672677,340.2623341,0.8506558352,2020021277weS:8AM-8PM,,0,05/04/2021
,2020021277weS:8AM-8PM,2020112771581320200214,2020,12,7,5,1581320200214002,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,02,12414.800218,8,12414.800218,0,0,0,0,2020021277weS:8AM-8PM,,0,05/04/2021
STRIPED KILLIFISH,2020021277weS:8AM-8PM,2020112771581320200214,2020,12,7,5,1581320200214003,6,1,we,8804040205,0,0,150,0,150,0,0,0,0,0,7,02,9125.1864681,8,9125.1864681,150,0,0,150,2020021277weS:8AM-8PM,,0,05/04/2021
MULLET FAMILY,2020021277weS:8AM-8PM,2020112771581320200214,2020,12,7,5,1581320200214003,6,1,we,8836010000,0,1,0,0,0,1,0,0,0,0,7,02,9125.1864681,8,9125.1864681,1,0,0,0,2020021277weS:8AM-8PM,,0,05/04/2021
MULLET GENUS,2020021277weS:8AM-8PM,2020112771581320200214,2020,12,7,5,1581320200214003,6,1,we,8836010100,0,0,24,0,24,0,0,0,0,0,7,02,9125.1864681,8,9125.1864681,24,0,0,24,2020021277weS:8AM-8PM,,0,05/04/2021
RED DRUM,2020021277weS:8AM-8PM,2020112771581320200214,2020,12,7,5,1581320200214004,6,1,we,8835440901,0,2,0,0,0,2,0,0,0,0,7,02,9125.1864681,8,9125.1864681,2,0,0,0,2020021277weS:8AM-8PM,,0,05/04/2021
,2020021277weS:8AM-8PM,2020112771581320200222,2020,12,7,5,1581320200222003,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,02,10751.430405,8,10751.430405,0,0,0,0,2020021277weS:8AM-8PM,,0,05/04/2021
RED DRUM,2020011277weS:8AM-8PM,2020112771581420200103,2020,12,7,5,1581420200103001,6,1,we,8835440901,1.0074242459,0,0,1,0,0,644.75151737,2.9618272829,0,0,7,01,3109.410944,8,3109.410944,1.0074242459,2.9618272829,644.75151737,1.0074242459,2020011277weS:8AM-8PM,,0,05/04/2021
GULF FLOUNDER,2020011277weS:8AM-8PM,2020112771581420200103,2020,12,7,5,1581420200103002,6,1,we,8857030302,1.0074242459,0,0,1,0,0,348.56878908,0.5238606079,0,0,7,01,3109.410944,8,3109.410944,1.0074242459,0.5238606079,348.56878908,1.0074242459,2020011277weS:8AM-8PM,,0,05/04/2021
DRUM FAMILY,2020011277weS:8AM-8PM,2020112771581420200103,2020,12,7,5,1581420200103003,6,1,we,8835440000,0,1,0,0,0,1,0,0,0,0,7,01,3109.410944,8,3109.410944,1,0,0,0,2020011277weS:8AM-8PM,,0,05/04/2021
,2020011277weS:8AM-8PM,2020112771581420200103,2020,12,7,5,1581420200103004,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,01,3109.410944,8,3109.410944,0,0,0,0,2020011277weS:8AM-8PM,,0,05/04/2021
KINGFISH GENUS,2020011277weS:8AM-8PM,2020112771581420200103,2020,12,7,5,1581420200103005,6,1,we,8835440600,0,1,0,0,0,1,0,0,0,0,7,01,3109.410944,8,3109.410944,1,0,0,0,2020011277weS:8AM-8PM,,0,05/04/2021
LEFTEYE FLOUNDER FAMILY,2020011277weS:8AM-8PM,2020112771581420200103,2020,12,7,5,1581420200103005,6,1,we,8857030000,0,1,0,0,0,1,0,0,0,0,7,01,3109.410944,8,3109.410944,1,0,0,0,2020011277weS:8AM-8PM,,0,05/04/2021
,2020011277weS:8AM-8PM,2020112771581420200103,2020,12,7,5,1581420200103006,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,01,6001.6225492,8,6001.6225492,0,0,0,0,2020011277weS:8AM-8PM,,0,05/04/2021
BLACK SEA BASS,2020011277weS:8AM-8PM,2020112771581420200103,2020,12,7,5,1581420200103007,6,1,we,8835020301,0,5,0,0,0,5,0,0,0,0,7,01,3109.410944,8,3109.410944,5,0,0,0,2020011277weS:8AM-8PM,,0,05/04/2021
BLUEFISH,2020011277weS:8AM-8PM,2020112771581420200103,2020,12,7,5,1581420200103007,6,1,we,8835250101,1.0074242459,0,0,1,0,0,378.95578207,0.6649000023,0,0,7,01,3109.410944,8,3109.410944,1.0074242459,0.6649000023,378.95578207,1.0074242459,2020011277weS:8AM-8PM,,0,05/04/2021
SEATROUT GENUS,2020011277weS:8AM-8PM,2020112771581420200103,2020,12,7,5,1581420200103007,6,1,we,8835440100,0,5,0,0,0,5,0,0,0,0,7,01,3109.410944,8,3109.410944,5,0,0,0,2020011277weS:8AM-8PM,,0,05/04/2021
SAND SEATROUT,2020011277weS:8AM-8PM,2020112771581420200103,2020,12,7,5,1581420200103007,6,1,we,8835440106,1.0074242459,0,0,1,0,0,296.18272829,0.3022272738,0,0,7,01,3109.410944,8,3109.410944,1.0074242459,0.3022272738,296.18272829,1.0074242459,2020011277weS:8AM-8PM,,0,05/04/2021
,2020011277weS:8AM-8PM,2020112771581420200103,2020,12,7,5,1581420200103008,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,01,3109.410944,8,3109.410944,0,0,0,0,2020011277weS:8AM-8PM,,0,05/04/2021
,2020011277weS:8AM-8PM,2020112771581420200103,2020,12,7,5,1581420200103009,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,01,3109.410944,8,3109.410944,0,0,0,0,2020011277weS:8AM-8PM,,0,05/04/2021
,2020011277weS:8AM-8PM,2020112771581420200103,2020,12,7,5,1581420200103010,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,01,11786.04576,8,11786.04576,0,0,0,0,2020011277weS:8AM-8PM,,0,05/04/2021
REQUIEM SHARK FAMILY,2020021277wdS:8AM-8PM,2020112771581420200204,2020,12,7,5,1581420200204001,6,1,wd,8708020000,0,2,0,0,0,2,0,0,0,0,7,02,13532.642856,8,13532.642856,2,0,0,0,2020021277wdS:8AM-8PM,,0,05/04/2021
BLACK SEA BASS,2020021277wdS:8AM-8PM,2020112771581420200204,2020,12,7,5,1581420200204001,6,1,wd,8835020301,0,1,0,0,0,1,0,0,0,0,7,02,13532.642856,8,13532.642856,1,0,0,0,2020021277wdS:8AM-8PM,,0,05/04/2021
PUFFER GENUS,2020021277wdS:8AM-8PM,2020112771581420200204,2020,12,7,5,1581420200204001,6,1,wd,8861010200,0,1,0,0,0,1,0,0,0,0,7,02,13532.642856,8,13532.642856,1,0,0,0,2020021277wdS:8AM-8PM,,0,05/04/2021
REQUIEM SHARK FAMILY,2020021277wdS:8AM-8PM,2020112771581420200204,2020,12,7,5,1581420200204002,6,1,wd,8708020000,0,3,0,0,0,3,0,0,0,0,7,02,13532.642856,8,13532.642856,3,0,0,0,2020021277wdS:8AM-8PM,,0,05/04/2021
BLACK SEA BASS,2020021277wdS:8AM-8PM,2020112771581420200204,2020,12,7,5,1581420200204004,6,1,wd,8835020301,0,1,0,0,0,1,0,0,0,0,7,02,14474.964469,8,14474.964469,1,0,0,0,2020021277wdS:8AM-8PM,,0,05/04/2021
SEATROUT GENUS,2020021277wdS:8AM-8PM,2020112771581420200204,2020,12,7,5,1581420200204004,6,1,wd,8835440100,0,1,0,0,0,1,0,0,0,0,7,02,14474.964469,8,14474.964469,1,0,0,0,2020021277wdS:8AM-8PM,,0,05/04/2021
STINGRAY FAMILY,2020021277wdS:8AM-8PM,2020112771581420200204,2020,12,7,5,1581420200204005,6,1,wd,8713050000,0,1,0,0,0,1,0,0,0,0,7,02,14474.964469,8,14474.964469,1,0,0,0,2020021277wdS:8AM-8PM,,0,05/04/2021
BLACK SEA BASS,2020021277wdS:8AM-8PM,2020112771581420200204,2020,12,7,5,1581420200204005,6,1,wd,8835020301,0,1,0,0,0,1,0,0,0,0,7,02,14474.964469,8,14474.964469,1,0,0,0,2020021277wdS:8AM-8PM,,0,05/04/2021
,2020021277wdS:8AM-8PM,2020112771581420200204,2020,12,7,5,1581420200204006,6,1,wd,,0,0,0,0,0,0,0,0,0,0,7,02,14474.964469,8,14474.964469,0,0,0,0,2020021277wdS:8AM-8PM,,0,05/04/2021
,2020021277wdS:8AM-8PM,2020112771581420200204,2020,12,7,5,1581420200204007,6,1,wd,,0,0,0,0,0,0,0,0,0,0,7,02,14474.964469,8,14474.964469,0,0,0,0,2020021277wdS:8AM-8PM,,0,05/04/2021
,2020021277weS:8AM-8PM,2020112771581420200217,2020,12,7,5,1581420200217001,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,02,12414.800218,8,12414.800218,0,0,0,0,2020021277weS:8AM-8PM,,0,05/04/2021
BLUEFISH,2020021277weS:8AM-8PM,2020112771581420200217,2020,12,7,5,1581420200217002,6,1,we,8835250101,0,1,0,0,0,1,0,0,0,0,7,02,12414.800218,8,12414.800218,1,0,0,0,2020021277weS:8AM-8PM,,0,05/04/2021
STINGRAY GENUS,2020021277weS:8AM-8PM,2020112771581420200217,2020,12,7,5,1581420200217003,6,1,we,8713050100,0,1,0,0,0,1,0,0,0,0,7,02,8651.8876314,8,8651.8876314,1,0,0,0,2020021277weS:8AM-8PM,,0,05/04/2021
HARDHEAD CATFISH,2020021277weS:8AM-8PM,2020112771581420200217,2020,12,7,5,1581420200217003,6,1,we,8777180202,0,1,0,0,0,1,0,0,0,0,7,02,8651.8876314,8,8651.8876314,1,0,0,0,2020021277weS:8AM-8PM,,0,05/04/2021
SPOTTED SEATROUT,2020021277weS:8AM-8PM,2020112771581420200217,2020,12,7,5,1581420200217003,6,1,we,8835440102,0,1,0,0,0,1,0,0,0,0,7,02,8651.8876314,8,8651.8876314,1,0,0,0,2020021277weS:8AM-8PM,,0,05/04/2021
SPOTTED SEATROUT,2020021277weS:8AM-8PM,2020112771581420200217,2020,12,7,5,1581420200217004,6,1,we,8835440102,0,1,0,0,0,1,0,0,0,0,7,02,8651.8876314,8,8651.8876314,1,0,0,0,2020021277weS:8AM-8PM,,0,05/04/2021
ATLANTIC CROAKER,2020021277weS:8AM-8PM,2020112771581420200217,2020,12,7,5,1581420200217004,6,1,we,8835440702,0,6,0,0,0,6,0,0,0,0,7,02,8651.8876314,8,8651.8876314,6,0,0,0,2020021277weS:8AM-8PM,,0,05/04/2021
SPOTTED SEATROUT,2020021277weS:8AM-8PM,2020112771581420200217,2020,12,7,5,1581420200217005,6,1,we,8835440102,0,1,0,0,0,1,0,0,0,0,7,02,8651.8876314,8,8651.8876314,1,0,0,0,2020021277weS:8AM-8PM,,0,05/04/2021
KINGFISH GENUS,2020021277weS:8AM-8PM,2020112771581420200217,2020,12,7,5,1581420200217005,6,1,we,8835440600,0,2,0,0,0,2,0,0,0,0,7,02,8651.8876314,8,8651.8876314,2,0,0,0,2020021277weS:8AM-8PM,,0,05/04/2021
PUFFER GENUS,2020021277weS:8AM-8PM,2020112771581420200217,2020,12,7,5,1581420200217006,6,1,we,8861010200,0,1,0,0,0,1,0,0,0,0,7,02,12414.800218,8,12414.800218,1,0,0,0,2020021277weS:8AM-8PM,,0,05/04/2021
LEFTEYE FLOUNDER FAMILY,2020021277weS:8AM-8PM,2020112771581420200223,2020,12,7,5,1581420200223003,6,1,we,8857030000,0,1,0,0,0,1,0,0,0,0,7,02,12414.800218,8,12414.800218,1,0,0,0,2020021277weS:8AM-8PM,,0,05/04/2021
,2020021277weS:8AM-8PM,2020112771581420200223,2020,12,7,5,1581420200223004,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,02,12414.800218,8,12414.800218,0,0,0,0,2020021277weS:8AM-8PM,,0,05/04/2021
,2020021277weS:8AM-8PM,2020112771581420200223,2020,12,7,5,1581420200223005,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,02,12414.800218,8,12414.800218,0,0,0,0,2020021277weS:8AM-8PM,,0,05/04/2021
BLUEFISH,2020021277weS:8AM-8PM,2020112771581420200223,2020,12,7,5,1581420200223006,6,1,we,8835250101,1.0040182268,0,0,1,0,0,304.21752272,0.4417680198,0,0,7,02,10153.659255,8,10153.659255,1.0040182268,0.4417680198,304.21752272,1.0040182268,2020021277weS:8AM-8PM,,0,05/04/2021
SEATROUT GENUS,2020021277weS:8AM-8PM,2020112771581420200223,2020,12,7,5,1581420200223006,6,1,we,8835440100,0,1,0,0,0,1,0,0,0,0,7,02,10153.659255,8,10153.659255,1,0,0,0,2020021277weS:8AM-8PM,,0,05/04/2021
SPOTTED SEATROUT,2020021277weS:8AM-8PM,2020112771581420200223,2020,12,7,5,1581420200223006,6,1,we,8835440102,2.0080364536,0,0,2,0,0,790.16234448,1.385545153,0,0,7,02,10153.659255,8,10153.659255,2.0080364536,1.385545153,790.16234448,2.0080364536,2020021277weS:8AM-8PM,,0,05/04/2021
SAND SEATROUT,2020021277weS:8AM-8PM,2020112771581420200223,2020,12,7,5,1581420200223006,6,1,we,8835440106,1.0040182268,0,0,1,0,0,298.19341335,0.3413661971,0,0,7,02,10153.659255,8,10153.659255,1.0040182268,0.3413661971,298.19341335,1.0040182268,2020021277weS:8AM-8PM,,0,05/04/2021
SEATROUT GENUS,2020021277weS:8AM-8PM,2020112771581420200223,2020,12,7,5,1581420200223007,6,1,we,8835440100,0,1,0,0,0,1,0,0,0,0,7,02,10153.659255,8,10153.659255,1,0,0,0,2020021277weS:8AM-8PM,,0,05/04/2021
SPOTTED SEATROUT,2020021277weS:8AM-8PM,2020112771581420200223,2020,12,7,5,1581420200223007,6,1,we,8835440102,0,2,0,0,0,2,0,0,0,0,7,02,10153.659255,8,10153.659255,2,0,0,0,2020021277weS:8AM-8PM,,0,05/04/2021
SEATROUT GENUS,2020021277weS:8AM-8PM,2020112771581420200223,2020,12,7,5,1581420200223008,6,1,we,8835440100,0,1,0,0,0,1,0,0,0,0,7,02,10153.659255,8,10153.659255,1,0,0,0,2020021277weS:8AM-8PM,,0,05/04/2021
SPOTTED SEATROUT,2020021277weS:8AM-8PM,2020112771581420200223,2020,12,7,5,1581420200223008,6,1,we,8835440102,0,1,0,0,0,1,0,0,0,0,7,02,10153.659255,8,10153.659255,1,0,0,0,2020021277weS:8AM-8PM,,0,05/04/2021
SOUTHERN FLOUNDER,2020021277weS:8AM-8PM,2020112771581420200223,2020,12,7,5,1581420200223009,6,1,we,8857030304,4.9269221164,0,0,6,0,0,1595.501612,1.2809997503,0,0,7,02,12414.800218,8,12414.800218,4.9269221164,1.2809997503,1595.501612,4.9269221164,2020021277weS:8AM-8PM,,0,05/04/2021
,2020021277weS:8AM-8PM,2020112771581420200223,2020,12,7,5,1581420200223010,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,02,12414.800218,8,12414.800218,0,0,0,0,2020021277weS:8AM-8PM,,0,05/04/2021
,2020021277weS:8AM-8PM,2020112771581420200223,2020,12,7,5,1581420200223011,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,02,10153.659255,8,10153.659255,0,0,0,0,2020021277weS:8AM-8PM,,0,05/04/2021
,2020021277weS:8AM-8PM,2020112771581420200223,2020,12,7,5,1581420200223012,6,1,we,,0,0,0,0,0,0,0,0,0,0,7,02,10153.659255,8,10153.659255,0,0,0,0,2020021277weS:8AM-8PM,,0,05/04/2021
REQUIEM SHARK FAMILY,2020011267wdS:8AM-8PM,2020112671583820200102,2020,12,7,5,1583820200102001,6,1,wd,8708020000,0,1,0,0,0,1,0,0,0,0,6,01,19183.383896,8,19183.383896,1,0,0,0,2020011267wdS:8AM-8PM,,0,05/04/2021
,2020011267wdS:8AM-8PM,2020112671583820200102,2020,12,7,5,1583820200102002,6,1,wd,,0,0,0,0,0,0,0,0,0,0,6,01,19183.383896,8,19183.383896,0,0,0,0,2020011267wdS:8AM-8PM,,0,05/04/2021
,2020011267wdS:8AM-8PM,2020112671583820200102,2020,12,7,5,1583820200102003,6,1,wd,,0,0,0,0,0,0,0,0,0,0,6,01,19183.383896,8,19183.383896,0,0,0,0,2020011267wdS:8AM-8PM,,0,05/04/2021
,2020011267wdS:8AM-8PM,2020112671583820200102,2020,12,7,5,1583820200102004,6,1,wd,,0,0,0,0,0,0,0,0,0,0,6,01,19183.383896,8,19183.383896,0,0,0,0,2020011267wdS:8AM-8PM,,0,05/04/2021
HARDHEAD CATFISH,2020011267wdS:8AM-8PM,2020112671583820200102,2020,12,7,5,1583820200102005,6,1,wd,8777180202,0,1,0,0,0,1,0,0,0,0,6,01,19183.383896,8,19183.383896,1,0,0,0,2020011267wdS:8AM-8PM,,0,05/04/2021
GRAY SNAPPER,2020011267wdS:8AM-8PM,2020112671583820200102,2020,12,7,5,1583820200102005,6,1,wd,8835360102,0,6,0,0,0,6,0,0,0,0,6,01,19183.383896,8,19183.383896,6,0,0,0,2020011267wdS:8AM-8PM,,0,05/04/2021
SPOTTED SEATROUT,2020011267wdS:8AM-8PM,2020112671583820200102,2020,12,7,5,1583820200102005,6,1,wd,8835440102,2.0001198725,20,0,2,0,20,795.04764934,1.1000659299,0,0,6,01,19183.383896,8,19183.383896,22.000119873,1.1000659299,795.04764934,2.0001198725,2020011267wdS:8AM-8PM,,0,05/04/2021
MULLET GENUS,2020011267wdS:8AM-8PM,2020112671583820200102,2020,12,7,5,1583820200102005,6,1,wd,8836010100,0,0,25,0,25,0,0,0,0,0,6,01,19183.383896,8,19183.383896,25,0,0,25,2020011267wdS:8AM-8PM,,0,05/04/2021
BLUEFISH,2020011267weS:8AM-8PM,2020112671583820200105,2020,12,7,5,1583820200105003,6,1,we,8835250101,0,1,0,0,0,1,0,0,0,0,6,01,5918.2941982,8,5918.2941982,1,0,0,0,2020011267weS:8AM-8PM,,0,05/04/2021
,2020011267weS:8AM-8PM,2020112671583820200105,2020,12,7,5,1583820200105004,6,1,we,,0,0,0,0,0,0,0,0,0,0,6,01,2408.7812831,8,2408.7812831,0,0,0,0,2020011267weS:8AM-8PM,,0,05/04/2021
,2020011267weS:8AM-8PM,2020112671583820200105,2020,12,7,5,1583820200105005,6,1,we,,0,0,0,0,0,0,0,0,0,0,6,01,2408.7812831,8,2408.7812831,0,0,0,0,2020011267weS:8AM-8PM,,0,05/04/2021
BLUEFISH,2020011267weS:8AM-8PM,2020112671583820200105,2020,12,7,5,1583820200105006,6,1,we,8835250101,0,5,0,0,0,5,0,0,0,0,6,01,2408.7812831,8,2408.7812831,5,0,0,0,2020011267weS:8AM-8PM,,0,05/04/2021
