prim2_common,prim1_common,strat_id,psu_id,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,BOAT_HRS,NUM_TYP9,telefon,COASTAL,kod,ASG_CODE,MODE_ASG,new_list,PRT_CODE,CELLTYPE,region,strat_interval,month,fshinsp_a,num_fish_a,COUNTY,TIME,tsn1,tsn2,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,GENDER,AGE,REEF,date1,DIST,prim1,prim2,MODE2001,TURTLE,REEFCODE,AREA_NC,ART_REEF,muni_res,muni_trp,wp_int,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,ZIP,date_published
,SHEEPSHEAD,2020021263wdS:8AM-8PM,2020112631583820200203,2020,5,36,79,12,9,75,1,3,5,5,5.5,0.00,10,10,1,2,0,0,0,,,1583820200203011,6,1,2,,,,,O,wd,1583820200203,1,,1583820200203011,2,6,S:8AM-8PM,02,0,2,PUTNAM,1347,169189,,8,1,,8,2,8,1,69,2,16MAR202011:01,8,8835430301,,,,,,,,,54773.79662,2020021263wdS:8AM-8PM,,0,1583820200203011,10537,05/04/2021
PIGFISH,PINFISH,2020021263wdS:8AM-8PM,2020112631583820200203,2020,6,12,9,12,9,75,2,3,5,5,3,,200,40,1,0,0,0,0,,,1583820200203012,6,1,2,,,,,Y,wd,1583820200203,1,,1583820200203012,,6,S:8AM-8PM,02,,,BREVARD,1357,169187,169077,8,1,,8,1,8,1,40,2,16MAR202011:01,8,8835430201,8835400201,,,,,,,,54773.79662,2020021263wdS:8AM-8PM,,0,1583820200203012,32935,05/04/2021
PIGFISH,PINFISH,2020021263wdS:8AM-8PM,2020112631583820200203,2020,6,12,9,12,9,75,2,3,5,5,3,,150,30,1,0,0,0,0,,,1583820200203013,6,1,2,,,,,Y,wd,1583820200203,1,,1583820200203013,,6,S:8AM-8PM,02,,,BREVARD,1358,169187,169077,8,1,,8,1,8,1,37,2,16MAR202011:01,8,8835430201,8835400201,,,,,,,,54773.79662,2020021263wdS:8AM-8PM,,0,1583820200203013,32937,05/04/2021
,,2020021263wdS:8AM-8PM,2020112631583820200203,2020,6,12,61,12,9,75,2,3,5,5,2,,25,5,1,0,0,0,0,,,1583820200203014,6,1,2,,,,,Y,wd,1583820200203,1,,1583820200203014,,6,S:8AM-8PM,02,,,INDIAN RIVER,1412,,,8,1,,8,2,8,1,51,2,16MAR202011:01,8,,,,,,,,,,55442.729481,2020021263wdS:8AM-8PM,,0,1583820200203014,32958,05/04/2021
,COMMON SNOOK,2020021263wdS:8AM-8PM,2020112631583820200203,2020,6,12,9,12,9,75,2,3,5,5,3,,30,10,1,0,0,0,0,,,1583820200203015,6,1,2,,,,,Y,wd,1583820200203,1,,1583820200203015,,6,S:8AM-8PM,02,,,BREVARD,1425,167648,,8,1,,8,2,8,1,79,2,16MAR202011:01,8,8835010105,,,,,,,,,55442.729481,2020021263wdS:8AM-8PM,,0,1583820200203015,32951,05/04/2021
,FLORIDA POMPANO,2020021263wdS:8AM-8PM,2020112631583820200203,2020,6,12,9,12,9,75,2,3,5,5,1.5,,6,6,1,0,0,0,0,,,1583820200203016,6,1,2,,,,,Y,wd,1583820200203,1,,1583820200203016,,6,S:8AM-8PM,02,,,BREVARD,1429,168708,,8,1,,8,1,8,1,47,2,16MAR202011:01,8,8835280901,,,,,,,,,55442.729481,2020021263wdS:8AM-8PM,,0,1583820200203016,32904,05/04/2021
,FLORIDA POMPANO,2020021263wdS:8AM-8PM,2020112631583820200203,2020,7,48,339,12,9,75,2,3,5,5,1.5,,2,2,1,0,0,0,0,,,1583820200203017,6,1,2,,,,,O,wd,1583820200203,1,,1583820200203017,,6,S:8AM-8PM,02,,,,1430,168708,,8,1,,8,2,8,1,21,2,16MAR202011:01,8,8835280901,,,,,,,,,55442.729481,2020021263wdS:8AM-8PM,,0,1583820200203017,77386,05/04/2021
,,2020021263wdS:8AM-8PM,2020112631583820200203,2020,6,12,9,12,9,75,2,3,5,5,9,0.00,125,8,1,2,3,0,0,,,1583820200203018,6,1,1,,,,,Y,wd,1583820200203,1,,1583820200203018,2,6,S:8AM-8PM,02,5,0,BREVARD,1517,,,8,1,,8,2,1,1,38,2,16MAR202011:01,8,,,,,,,,,,55442.729481,2020021263wdS:8AM-8PM,,0,1583820200203018,32907,05/04/2021
,,2020021263wdS:8AM-8PM,2020112631583820200203,2020,6,12,9,12,9,75,2,3,5,5,9,0.00,125,8,1,1,3,0,0,,,1583820200203019,6,1,1,,,,,Y,wd,1583820200203,1,,1583820200203019,2,6,S:8AM-8PM,02,5,0,BREVARD,1518,,,8,1,,8,2,1,1,15,2,16MAR202011:01,8,,,,,,,,,,55442.729481,2020021263wdS:8AM-8PM,,0,1583820200203019,99998,05/04/2021
,COMMON SNOOK,2020021263wdS:8AM-8PM,2020112631583820200203,2020,0,47,35,12,9,75,2,3,5,5,4,0.00,1,1,1,3,0,0,0,,,1583820200203020,6,1,2,,,,,O,wd,1583820200203,1,,1583820200203020,2,6,S:8AM-8PM,02,,,,1520,167648,,8,1,,8,2,8,1,22,2,16MAR202011:01,8,8835010105,,,,,,,,,55442.729481,2020021263wdS:8AM-8PM,,0,1583820200203020,38571,05/04/2021
RED DRUM,COMMON SNOOK,2020021263wdS:8AM-8PM,2020112631583820200203,2020,6,12,69,12,9,75,2,3,5,5,8,0.00,50,8,1,0,2,0,0,,,1583820200203021,6,1,1,,,,,Y,wd,1583820200203,1,,1583820200203021,2,6,S:8AM-8PM,02,2,0,LAKE,1541,167648,169290,8,1,,8,1,1,1,45,2,16MAR202011:01,8,8835010105,8835440901,,,,,,,,55442.729481,2020021263wdS:8AM-8PM,,0,1583820200203021,34711,05/04/2021
,COMMON SNOOK,2020021263wdS:8AM-8PM,2020112631583820200203,2020,0,99,998,12,9,75,2,3,5,5,8,0.00,36,16,1,1,1,0,0,,,1583820200203022,6,1,1,,,,,O,wd,1583820200203,1,,1583820200203022,2,6,S:8AM-8PM,02,1,0,,1547,167648,,8,1,,8,2,1,,,2,16MAR202011:01,8,8835010105,,,,,,,,,55442.729481,2020021263wdS:8AM-8PM,,0,1583820200203022,99997,05/04/2021
RED DRUM,COMMON SNOOK,2020021263wdS:8AM-8PM,2020112631583820200203,2020,6,12,61,12,9,75,2,3,5,5,1,,100,20,1,0,0,0,0,,,1583820200203023,6,1,2,,,,,Y,wd,1583820200203,1,,1583820200203023,,6,S:8AM-8PM,02,,,INDIAN RIVER,1617,167648,169290,8,1,,8,2,8,1,20,2,16MAR202011:01,8,8835010105,8835440901,,,,,,,,55442.729481,2020021263wdS:8AM-8PM,,0,1583820200203023,32960,05/04/2021
RED DRUM,COMMON SNOOK,2020021263wdS:8AM-8PM,2020112631583820200203,2020,6,12,61,12,9,75,2,3,5,5,1,,100,20,1,0,0,0,0,,,1583820200203024,6,1,2,,,,,Y,wd,1583820200203,1,,1583820200203024,,6,S:8AM-8PM,02,,,INDIAN RIVER,1618,167648,169290,8,1,,8,2,8,1,18,2,16MAR202011:01,8,8835010105,8835440901,,,,,,,,55442.729481,2020021263wdS:8AM-8PM,,0,1583820200203024,32960,05/04/2021
,,2020021263wdS:8AM-8PM,2020112631583820200203,2020,6,12,9,12,9,75,2,3,5,5,3,0.00,50,10,1,0,2,0,0,,,1583820200203025,6,1,1,,,,,Y,wd,1583820200203,1,,1583820200203025,2,6,S:8AM-8PM,02,2,0,BREVARD,1649,,,8,1,,8,1,1,1,58,2,16MAR202011:01,8,,,,,,,,,,55442.729481,2020021263wdS:8AM-8PM,,0,1583820200203025,32909,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200216,2020,6,12,61,12,61,1240,1,3,5,5,0.5,,3,0,1,0,0,0,0,,,1583820200216011,6,1,2,,,,,Y,we,1583820200216,5,,1583820200216011,,6,S:8AM-8PM,02,,,INDIAN RIVER,1542,,,8,1,,8,1,8,1,24,2,16MAR202011:01,8,,,,,,,,,,3785.7200235,2020021263weS:8AM-8PM,,0,1583820200216011,32962,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200216,2020,6,12,61,12,61,1240,1,3,5,5,0.5,,1,0,1,0,0,0,0,,,1583820200216012,6,1,2,,,,,Y,we,1583820200216,5,,1583820200216012,,6,S:8AM-8PM,02,,,INDIAN RIVER,1543,,,8,1,,8,2,8,2,17,2,16MAR202011:01,8,,,,,,,,,,3785.7200235,2020021263weS:8AM-8PM,,0,1583820200216012,32962,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200216,2020,6,12,61,12,61,1240,1,3,5,5,1,0.00,0,0,1,1,0,0,0,,,1583820200216013,6,1,2,,,,,Y,we,1583820200216,5,,1583820200216013,2,6,S:8AM-8PM,02,,,INDIAN RIVER,1559,,,8,1,,8,1,8,1,7,2,16MAR202011:01,8,,,,,,,,,,3785.7200235,2020021263weS:8AM-8PM,,0,1583820200216013,99998,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200216,2020,0,18,91,12,61,1240,1,3,5,5,1,0.00,0,0,1,2,0,0,0,,,1583820200216014,6,1,2,,,,,O,we,1583820200216,5,,1583820200216014,2,6,S:8AM-8PM,02,,,,1600,,,8,1,,8,1,8,1,62,2,16MAR202011:01,8,,,,,,,,,,3785.7200235,2020021263weS:8AM-8PM,,0,1583820200216014,46360,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200216,2020,6,12,61,12,61,1240,1,3,5,5,1.5,0.00,0,0,1,1,0,0,0,,,1583820200216015,6,1,2,,,,,Y,we,1583820200216,5,,1583820200216015,2,6,S:8AM-8PM,02,,,INDIAN RIVER,1611,,,8,1,,8,2,8,1,23,2,16MAR202011:01,8,,,,,,,,,,3785.7200235,2020021263weS:8AM-8PM,,0,1583820200216015,32967,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200216,2020,6,12,61,12,61,1240,1,3,5,5,1.5,,0,0,1,0,0,0,0,,,1583820200216016,6,1,2,,,,,Y,we,1583820200216,5,,1583820200216016,,6,S:8AM-8PM,02,,,INDIAN RIVER,1612,,,8,1,,8,2,8,1,27,2,16MAR202011:01,8,,,,,,,,,,3785.7200235,2020021263weS:8AM-8PM,,0,1583820200216016,32967,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200216,2020,6,12,61,12,61,1240,1,3,5,5,2,,1,0,1,0,0,0,0,,,1583820200216017,6,1,2,,,,,Y,we,1583820200216,5,,1583820200216017,,6,S:8AM-8PM,02,,,INDIAN RIVER,1633,,,8,1,,8,2,8,1,999,2,16MAR202011:01,8,,,,,,,,,,3785.7200235,2020021263weS:8AM-8PM,,0,1583820200216017,99998,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200216,2020,6,12,61,12,61,1240,1,3,5,5,2,0.00,3,0,1,1,0,0,0,,,1583820200216018,6,1,2,,,,,Y,we,1583820200216,5,,1583820200216018,2,6,S:8AM-8PM,02,,,INDIAN RIVER,1655,,,8,1,,8,1,8,1,65,2,16MAR202011:01,8,,,,,,,,,,3785.7200235,2020021263weS:8AM-8PM,,0,1583820200216018,32967,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200216,2020,6,12,61,12,61,1240,1,3,5,5,2,,2,0,1,0,0,0,0,,,1583820200216019,6,1,2,,,,,Y,we,1583820200216,5,,1583820200216019,,6,S:8AM-8PM,02,,,INDIAN RIVER,1656,,,8,1,,8,2,8,1,7,2,16MAR202011:01,8,,,,,,,,,,3785.7200235,2020021263weS:8AM-8PM,,0,1583820200216019,32967,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200216,2020,6,12,61,12,61,1240,1,3,5,5,2,0.00,2,0,1,2,0,0,0,,,1583820200216020,6,1,2,,,,,Y,we,1583820200216,5,,1583820200216020,2,6,S:8AM-8PM,02,,,INDIAN RIVER,1657,,,8,1,,8,2,8,1,11,2,16MAR202011:01,8,,,,,,,,,,3785.7200235,2020021263weS:8AM-8PM,,0,1583820200216020,32967,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200216,2020,6,12,61,12,61,1240,1,3,5,5,2,0.00,2,0,1,1,0,0,0,,,1583820200216021,6,1,2,,,,,Y,we,1583820200216,5,,1583820200216021,2,6,S:8AM-8PM,02,,,INDIAN RIVER,1658,,,8,1,,8,2,8,1,8,2,16MAR202011:01,8,,,,,,,,,,3785.7200235,2020021263weS:8AM-8PM,,0,1583820200216021,32967,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200216,2020,6,12,61,12,61,1240,1,3,5,5,2,,1,0,1,0,0,0,0,,,1583820200216022,6,1,2,,,,,Y,we,1583820200216,5,,1583820200216022,,6,S:8AM-8PM,02,,,INDIAN RIVER,1659,,,8,1,,8,2,8,2,999,2,16MAR202011:01,8,,,,,,,,,,3785.7200235,2020021263weS:8AM-8PM,,0,1583820200216022,32967,05/04/2021
,CREVALLE JACK,2020021263weS:8AM-8PM,2020112631583820200229,2020,6,12,61,12,9,75,2,3,5,5,1,0.00,52,8,1,1,6,0,0,,,1583820200229001,6,1,1,,,,,Y,we,1583820200229,1,,1583820200229001,2,6,S:8AM-8PM,02,11,0,INDIAN RIVER,1136,168609,,8,1,,8,2,1,1,16,2,16MAR202011:01,8,8835280303,,,,,,,,,3659.8352785,2020021263weS:8AM-8PM,,0,1583820200229001,32948,05/04/2021
,COMMON SNOOK,2020021263weS:8AM-8PM,2020112631583820200229,2020,6,12,9,12,9,75,2,3,5,5,5,0.00,150,25,1,3,0,0,0,,,1583820200229002,6,1,2,,,,,Y,we,1583820200229,1,,1583820200229002,2,6,S:8AM-8PM,02,,,BREVARD,1147,167648,,8,1,,8,1,8,1,51,2,16MAR202011:01,8,8835010105,,,,,,,,,3659.8352785,2020021263weS:8AM-8PM,,0,1583820200229002,32904,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200229,2020,7,12,1,12,9,75,2,3,5,5,2,,10,2,1,0,0,0,0,,,1583820200229003,6,1,2,,,,,O,we,1583820200229,1,,1583820200229003,,6,S:8AM-8PM,02,,,ALACHUA,1150,,,8,1,,8,2,8,2,42,2,16MAR202011:01,8,,,,,,,,,,3659.8352785,2020021263weS:8AM-8PM,,0,1583820200229003,32605,05/04/2021
,SHEEPSHEAD,2020021263weS:8AM-8PM,2020112631583820200229,2020,4,33,15,12,9,75,2,3,5,5,1,,3,2,1,0,0,0,0,,,1583820200229004,6,1,2,,,,,O,we,1583820200229,1,,1583820200229004,,6,S:8AM-8PM,02,,,ROCKINGHAM,1159,169189,,8,1,,8,2,8,1,66,2,16MAR202011:01,8,8835430301,,,,,,,,,3659.8352785,2020021263weS:8AM-8PM,,0,1583820200229004,03819,05/04/2021
,SPANISH MACKEREL,2020021263weS:8AM-8PM,2020112631583820200229,2020,6,12,9,12,9,75,2,3,5,5,5,0.00,150,24,1,1,5,0,0,,,1583820200229005,6,1,1,,,,,Y,we,1583820200229,1,,1583820200229005,2,6,S:8AM-8PM,02,13,0,BREVARD,1217,172436,,8,1,,8,1,1,1,77,2,16MAR202011:01,8,8850030502,,,,,,,,,3659.8352785,2020021263weS:8AM-8PM,,0,1583820200229005,32905,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200229,2020,6,12,95,12,9,75,2,3,5,5,4,,8,7,1,0,0,0,0,,,1583820200229006,6,1,2,,,,,Y,we,1583820200229,1,,1583820200229006,,6,S:8AM-8PM,02,,,ORANGE,1252,,,8,1,,8,1,8,1,32,2,16MAR202011:01,8,,,,,,,,,,3659.8352785,2020021263weS:8AM-8PM,,0,1583820200229006,32828,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200229,2020,6,12,95,12,9,75,2,3,5,5,4,,3,0,1,0,0,0,0,,,1583820200229007,6,1,2,,,,,Y,we,1583820200229,1,,1583820200229007,,6,S:8AM-8PM,02,,,ORANGE,1253,,,8,1,,8,2,8,1,25,2,16MAR202011:01,8,,,,,,,,,,3659.8352785,2020021263weS:8AM-8PM,,0,1583820200229007,32828,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200229,2020,6,12,61,12,9,75,2,3,5,5,4,0.00,100,20,1,1,0,0,0,,,1583820200229008,6,1,2,,,,,Y,we,1583820200229,1,,1583820200229008,2,6,S:8AM-8PM,02,,,INDIAN RIVER,1313,,,8,1,,8,2,8,1,58,2,16MAR202011:01,8,,,,,,,,,,3659.8352785,2020021263weS:8AM-8PM,,0,1583820200229008,99998,05/04/2021
,SHEEPSHEAD,2020021263weS:8AM-8PM,2020112631583820200229,2020,6,12,9,12,9,75,1,3,5,5,2,0.00,6,2,1,0,1,0,0,,,1583820200229009,6,1,1,,,,,Y,we,1583820200229,1,,1583820200229009,2,6,S:8AM-8PM,02,1,0,BREVARD,1330,169189,,8,1,,8,1,1,1,27,2,16MAR202011:01,8,8835430301,,,,,,,,,3659.8352785,2020021263weS:8AM-8PM,,0,1583820200229009,32901,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200229,2020,7,12,105,12,9,75,2,3,5,5,17,0.00,25,4,1,3,0,0,0,,,1583820200229010,6,1,2,,,,,O,we,1583820200229,1,,1583820200229010,2,6,S:8AM-8PM,02,0,16,POLK,1331,,,8,1,,8,2,8,1,71,2,16MAR202011:01,8,,,,,,,,,,3659.8352785,2020021263weS:8AM-8PM,,0,1583820200229010,99998,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200229,2020,6,12,95,12,9,75,1,3,5,5,3,,5,2,1,0,0,0,0,,,1583820200229011,6,1,2,,,,,Y,we,1583820200229,1,,1583820200229011,,6,S:8AM-8PM,02,,,ORANGE,1338,,,8,1,,8,2,8,1,43,2,16MAR202011:01,8,,,,,,,,,,3659.8352785,2020021263weS:8AM-8PM,,0,1583820200229011,99998,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200229,2020,6,12,117,12,9,75,2,3,5,5,6,0.00,45,12,1,1,0,0,0,,,1583820200229012,6,1,2,,,,,Y,we,1583820200229,1,,1583820200229012,2,6,S:8AM-8PM,02,,,SEMINOLE,1345,,,8,1,,8,1,8,1,36,2,16MAR202011:01,8,,,,,,,,,,3659.8352785,2020021263weS:8AM-8PM,,0,1583820200229012,32765,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200229,2020,6,12,117,12,9,75,2,3,5,5,6,0.00,45,12,1,2,0,0,0,,,1583820200229013,6,1,2,,,,,Y,we,1583820200229,1,,1583820200229013,2,6,S:8AM-8PM,02,,,SEMINOLE,1346,,,8,1,,8,2,8,1,66,2,16MAR202011:01,8,,,,,,,,,,3659.8352785,2020021263weS:8AM-8PM,,0,1583820200229013,32765,05/04/2021
,COMMON SNOOK,2020021263weS:8AM-8PM,2020112631583820200229,2020,7,12,105,12,9,75,2,3,5,5,5,,1,0,1,0,0,0,0,,,1583820200229014,6,1,2,,,,,O,we,1583820200229,1,,1583820200229014,,6,S:8AM-8PM,02,,,POLK,1418,167648,,8,1,,8,2,8,1,25,2,16MAR202011:01,8,8835010105,,,,,,,,,3700.7519537,2020021263weS:8AM-8PM,,0,1583820200229014,33868,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200229,2020,7,12,105,12,9,75,2,3,5,5,5,0.00,1,0,1,2,0,0,0,,,1583820200229015,6,1,2,,,,,O,we,1583820200229,1,,1583820200229015,2,6,S:8AM-8PM,02,0,1,POLK,1419,,,8,1,,8,2,8,2,9,2,16MAR202011:01,8,,,,,,,,,,3700.7519537,2020021263weS:8AM-8PM,,0,1583820200229015,33868,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200229,2020,6,12,95,12,9,75,2,3,5,5,5.5,0.00,150,25,1,1,4,0,0,,,1583820200229016,6,1,1,,,,,Y,we,1583820200229,1,,1583820200229016,2,6,S:8AM-8PM,02,7,0,ORANGE,1449,,,8,1,,8,2,1,2,35,2,16MAR202011:01,8,,,,,,,,,,3700.7519537,2020021263weS:8AM-8PM,,0,1583820200229016,32827,05/04/2021
,LEFTEYE FLOUNDER GENUS,2020021263weS:8AM-8PM,2020112631583820200229,2020,6,12,95,12,9,75,2,3,5,5,5.5,0.00,150,25,1,1,1,0,0,,,1583820200229017,6,1,1,,,,,Y,we,1583820200229,1,,1583820200229017,2,6,S:8AM-8PM,02,2,0,ORANGE,1450,172734,,8,1,,8,1,1,1,26,2,16MAR202011:01,8,8857030300,,,,,,,,,3700.7519537,2020021263weS:8AM-8PM,,0,1583820200229017,32827,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200229,2020,6,12,95,12,9,75,2,3,5,5,5.5,0.00,150,25,1,0,4,0,0,,,1583820200229018,6,1,1,,,,,Y,we,1583820200229,1,,1583820200229018,2,6,S:8AM-8PM,02,10,0,ORANGE,1452,,,8,1,,8,2,1,2,31,2,16MAR202011:01,8,,,,,,,,,,3700.7519537,2020021263weS:8AM-8PM,,0,1583820200229018,32817,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200229,2020,6,12,95,12,9,75,2,3,5,5,5.5,,150,25,1,0,0,0,0,,,1583820200229019,6,1,2,,,,,Y,we,1583820200229,1,,1583820200229019,,6,S:8AM-8PM,02,,,ORANGE,1453,,,8,1,,8,2,8,1,30,2,16MAR202011:01,8,,,,,,,,,,3700.7519537,2020021263weS:8AM-8PM,,0,1583820200229019,32817,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200229,2020,6,12,95,12,9,75,2,3,5,5,5.5,0.00,150,25,1,0,1,0,0,,,1583820200229020,6,1,1,,,,,Y,we,1583820200229,1,,1583820200229020,2,6,S:8AM-8PM,02,1,0,ORANGE,1454,,,8,1,,8,2,1,1,11,2,16MAR202011:01,8,,,,,,,,,,3700.7519537,2020021263weS:8AM-8PM,,0,1583820200229020,32817,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200229,2020,6,12,95,12,9,75,2,3,5,5,5.5,,150,25,1,0,0,0,0,,,1583820200229021,6,1,2,,,,,Y,we,1583820200229,1,,1583820200229021,,6,S:8AM-8PM,02,,,ORANGE,1458,,,8,1,,8,2,8,1,8,2,16MAR202011:01,8,,,,,,,,,,3700.7519537,2020021263weS:8AM-8PM,,0,1583820200229021,32817,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200229,2020,6,12,9,12,9,75,2,3,5,5,1.5,,70,12,1,0,0,0,0,,,1583820200229022,6,1,2,,,,,Y,we,1583820200229,1,,1583820200229022,,6,S:8AM-8PM,02,,,BREVARD,1510,,,8,1,,8,2,8,1,21,2,16MAR202011:01,8,,,,,,,,,,3700.7519537,2020021263weS:8AM-8PM,,0,1583820200229022,32901,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200229,2020,6,12,9,12,9,75,2,3,5,5,1.5,,12,12,1,0,0,0,0,,,1583820200229023,6,1,2,,,,,Y,we,1583820200229,1,,1583820200229023,,6,S:8AM-8PM,02,,,BREVARD,1511,,,8,1,,8,2,8,1,21,2,16MAR202011:01,8,,,,,,,,,,3700.7519537,2020021263weS:8AM-8PM,,0,1583820200229023,32903,05/04/2021
,SHEEPSHEAD,2020021263weS:8AM-8PM,2020112631583820200229,2020,6,13,151,12,9,75,2,3,5,5,3.5,,0,0,1,0,0,0,0,,,1583820200229024,6,1,2,,,,,O,we,1583820200229,1,,1583820200229024,,6,S:8AM-8PM,02,,,,1515,169189,,8,1,,8,1,8,1,59,2,16MAR202011:01,8,8835430301,,,,,,,,,3700.7519537,2020021263weS:8AM-8PM,,0,1583820200229024,99998,05/04/2021
,COMMON SNOOK,2020021263weS:8AM-8PM,2020112631583820200229,2020,6,12,61,12,9,75,2,3,5,5,2,0.00,100,20,1,4,0,0,0,,,1583820200229025,6,1,2,,,,,Y,we,1583820200229,1,,1583820200229025,2,6,S:8AM-8PM,02,,,INDIAN RIVER,1546,167648,,8,1,,8,2,8,1,50,2,16MAR202011:01,8,8835010105,,,,,,,,,3700.7519537,2020021263weS:8AM-8PM,,0,1583820200229025,32960,05/04/2021
,COMMON SNOOK,2020021263weS:8AM-8PM,2020112631583820200229,2020,4,33,11,12,9,75,2,3,5,5,8,0.00,20,20,1,1,0,0,0,,,1583820200229026,6,1,2,,,,,O,we,1583820200229,1,,1583820200229026,2,6,S:8AM-8PM,02,,,HILLSBOROUGH,1557,167648,,8,1,,8,2,8,1,65,2,16MAR202011:01,8,8835010105,,,,,,,,,3700.7519537,2020021263weS:8AM-8PM,,0,1583820200229026,03057,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200229,2020,6,12,9,12,9,75,1,3,5,5,1.5,0.00,2,0,1,1,0,0,0,,,1583820200229027,6,1,2,,,,,Y,we,1583820200229,1,,1583820200229027,2,6,S:8AM-8PM,02,,,BREVARD,1600,,,8,1,,8,2,8,1,37,2,16MAR202011:01,8,,,,,,,,,,3700.7519537,2020021263weS:8AM-8PM,,0,1583820200229027,32955,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200229,2020,6,12,9,12,9,75,1,3,5,5,1.5,,1,0,1,0,0,0,0,,,1583820200229028,6,1,2,,,,,Y,we,1583820200229,1,,1583820200229028,,6,S:8AM-8PM,02,,,BREVARD,1601,,,8,1,,8,2,8,2,5,2,16MAR202011:01,8,,,,,,,,,,3700.7519537,2020021263weS:8AM-8PM,,0,1583820200229028,32955,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200229,2020,6,12,9,12,9,75,1,3,5,5,1.5,,1,0,1,0,0,0,0,,,1583820200229029,6,1,2,,,,,Y,we,1583820200229,1,,1583820200229029,,6,S:8AM-8PM,02,,,BREVARD,1602,,,8,1,,8,2,8,2,4,2,16MAR202011:01,8,,,,,,,,,,3700.7519537,2020021263weS:8AM-8PM,,0,1583820200229029,32955,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200229,2020,7,12,105,12,9,75,2,3,5,5,16,0.00,50,15,1,5,0,0,0,,,1583820200229030,6,1,2,,,,,O,we,1583820200229,1,,1583820200229030,2,6,S:8AM-8PM,02,0,8,POLK,1614,,,8,1,,8,1,8,1,46,2,16MAR202011:01,8,,,,,,,,,,3700.7519537,2020021263weS:8AM-8PM,,0,1583820200229030,33844,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200229,2020,7,12,105,12,9,75,2,3,5,5,16,0.00,50,15,1,3,0,0,0,,,1583820200229031,6,1,2,,,,,O,we,1583820200229,1,,1583820200229031,2,6,S:8AM-8PM,02,0,1,POLK,1615,,,8,1,,8,2,8,1,33,2,16MAR202011:01,8,,,,,,,,,,3700.7519537,2020021263weS:8AM-8PM,,0,1583820200229031,33844,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200229,2020,7,12,105,12,9,75,2,3,5,5,16,0.00,50,15,1,2,0,0,0,,,1583820200229032,6,1,2,,,,,O,we,1583820200229,1,,1583820200229032,2,6,S:8AM-8PM,02,0,2,POLK,1616,,,8,1,,8,2,8,1,28,2,16MAR202011:01,8,,,,,,,,,,3700.7519537,2020021263weS:8AM-8PM,,0,1583820200229032,33844,05/04/2021
,,2020021263weS:8AM-8PM,2020112631583820200229,2020,6,12,61,12,9,75,2,3,5,5,0.5,,350,60,1,0,0,0,0,,,1583820200229033,6,1,2,,,,,Y,we,1583820200229,1,,1583820200229033,,6,S:8AM-8PM,02,,,INDIAN RIVER,1625,,,8,1,,8,2,8,1,30,2,16MAR202011:01,8,,,,,,,,,,3700.7519537,2020021263weS:8AM-8PM,,0,1583820200229033,32967,05/04/2021
