Date file created,Month of intercept,Time of intercept,Data sampling period,Sub region of trip,Kind of day,Fish target species,Mode of fishing,Collapsed area of fishing,Distance from shore,Hours on boat,Hours fished,Catch fish,Number of fish avail for inspection
2018-07-20,5,1537,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,6.5,1,4
2018-07-20,5,1538,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,6.5,1,4
2018-07-20,5,1539,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,6.5,1,5
2018-07-20,5,1541,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,6.5,1,2
2018-07-20,5,1532,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,6.5,1,1
2018-07-20,5,1544,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,6.5,1,2
2018-07-20,5,1516,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,6.5,1,2
2018-07-20,5,1518,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,6.5,1,3
2018-07-20,6,1652,3,4,wd,SUMMER FLOUNDER,6,1,1,4.0,3.0,1,4
2018-07-20,6,1653,3,4,wd,SUMMER FLOUNDER,6,1,1,4.0,3.0,1,1
2018-07-20,6,1657,3,4,wd,BLACK SEA BASS,6,1,1,4.0,3.0,1,2
2018-07-20,6,1658,3,4,wd,SUMMER FLOUNDER,6,1,1,4.0,3.0,1,2
2019-07-26,5,708,3,4,we,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,2
2019-07-26,5,712,3,4,we,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,3
2019-07-26,5,714,3,4,we,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,3
2019-07-26,5,719,3,4,we,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,6
2019-07-26,5,720,3,4,we,SUMMER FLOUNDER,6,1,1,9.0,5.0,1,2
2019-07-26,5,708,3,4,we,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,2
2019-07-26,5,711,3,4,we,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,1
2019-07-26,5,712,3,4,we,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,3
2019-07-26,5,722,3,4,we,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,2
2019-07-26,5,713,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,4.0,1,1
2019-07-26,5,718,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,5.5,1,3
2019-07-26,5,707,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,1
2019-07-26,5,717,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,1
2019-07-26,5,720,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,1
2019-07-26,5,722,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,2
2019-07-26,5,743,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,2.5,1,1
2019-07-26,5,744,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,3.0,1,1
2019-07-26,5,704,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,3
2019-07-26,5,707,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,1
2019-07-26,5,712,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,3
2019-07-26,5,715,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,1
2019-07-26,5,715,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,1
2019-07-26,5,715,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,3
2019-07-26,5,721,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,1
2019-07-26,5,724,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,1
2019-07-26,5,730,3,4,we,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,1
2019-07-26,5,725,3,4,we,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,1
2019-07-26,5,731,3,4,we,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,2
2019-07-26,5,737,3,4,we,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,1
2019-07-26,6,703,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,1
2019-07-26,6,708,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,1
2019-07-26,6,723,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,1
2019-07-26,6,725,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,6.0,2,0
2019-07-26,6,735,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,1
2019-07-26,6,714,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,1
2019-07-26,6,719,3,4,wd,SUMMER FLOUNDER,6,1,1,9.0,6.0,1,1
2019-07-26,6,658,3,4,we,SUMMER FLOUNDER,6,2,2,9.0,6.0,1,1
2019-07-26,6,701,3,4,we,SUMMER FLOUNDER,6,2,2,9.0,6.0,1,1
2019-07-26,6,701,3,4,we,SUMMER FLOUNDER,6,2,2,9.0,6.0,1,1
2019-07-26,6,701,3,4,we,SUMMER FLOUNDER,6,2,2,9.0,6.0,1,1
2019-07-26,6,701,3,4,we,SUMMER FLOUNDER,6,2,2,9.0,6.0,1,2
2019-07-26,6,658,3,4,we,SUMMER FLOUNDER,6,2,2,9.0,6.0,1,1
2019-07-26,6,718,3,4,we,SUMMER FLOUNDER,6,2,2,9.0,6.0,1,2
2019-07-26,6,722,3,4,we,SUMMER FLOUNDER,6,2,2,9.0,6.0,1,1
2018-07-20,6,1027,3,4,we,BLACK SEA BASS,6,5,8,3.0,2.5,1,1
2018-07-20,6,1029,3,4,we,BLACK SEA BASS,6,5,8,3.0,2.5,1,2
2018-07-20,6,1031,3,4,we,BLACK SEA BASS,6,5,8,3.0,2.5,1,5
2020-07-22,6,1156,3,4,we,STRIPED BASS,7,1,1,5.0,3.0,2,0
2020-07-22,6,1157,3,4,we,STRIPED BASS,7,1,1,5.0,3.0,2,0
2020-07-22,6,1157,3,4,we,STRIPED BASS,7,1,1,5.0,3.0,2,0
2020-07-22,6,1157,3,4,we,STRIPED BASS,7,1,1,5.0,3.0,2,0
2020-07-22,6,1200,3,4,we,STRIPED BASS,7,1,1,6.0,4.0,2,0
2020-07-22,6,1201,3,4,we,STRIPED BASS,7,1,1,6.0,4.0,2,0
2020-07-22,6,1324,3,4,we,STRIPED BASS,7,1,1,8.0,6.0,1,12
2020-07-22,6,1459,3,4,we,STRIPED BASS,7,1,1,4.0,2.0,2,0
2020-07-22,6,1459,3,4,we,STRIPED BASS,7,1,1,4.0,2.0,2,0
2020-07-22,6,1239,3,4,wd,STRIPED BASS,7,1,1,8.0,5.5,2,0
2020-07-22,6,1245,3,4,wd,STRIPED BASS,7,1,1,8.0,5.5,2,0
2020-07-22,6,1246,3,4,wd,STRIPED BASS,7,1,1,8.0,5.5,2,0
2020-07-22,6,1246,3,4,wd,STRIPED BASS,7,1,1,8.0,5.5,2,0
2020-07-22,6,1306,3,4,wd,STRIPED BASS,7,1,1,7.0,5.0,2,0
2020-07-22,6,1306,3,4,wd,STRIPED BASS,7,1,1,7.0,5.0,2,0
2020-07-22,6,1318,3,4,wd,STRIPED BASS,7,1,1,7.0,5.0,2,0
2020-07-22,6,1535,3,4,we,SUMMER FLOUNDER,7,1,1,9.0,6.0,2,0
2020-07-22,6,1536,3,4,we,SUMMER FLOUNDER,7,1,1,9.0,6.0,2,0
2020-07-22,6,1536,3,4,we,SUMMER FLOUNDER,7,1,1,9.0,6.0,2,0
2020-07-22,6,1536,3,4,we,SUMMER FLOUNDER,7,1,1,9.0,6.0,2,0
2020-07-22,6,1536,3,4,we,SUMMER FLOUNDER,7,1,1,9.0,6.0,2,0
2020-07-22,6,1329,3,4,we,STRIPED BASS,7,1,1,8.0,6.0,2,0
2020-07-22,6,1330,3,4,we,STRIPED BASS,7,1,1,8.0,6.0,2,0
2020-07-22,6,1330,3,4,we,STRIPED BASS,7,1,1,8.0,6.0,2,0
2020-07-22,6,1330,3,4,we,STRIPED BASS,7,1,1,8.0,6.0,2,0
2020-07-22,6,1139,3,4,we,STRIPED BASS,7,1,1,4.0,3.0,2,0
2020-07-22,6,1140,3,4,we,STRIPED BASS,7,1,1,4.0,3.0,2,0
2020-07-22,6,1141,3,4,we,STRIPED BASS,7,1,1,4.0,3.0,2,0
2020-07-22,6,1141,3,4,we,STRIPED BASS,7,1,1,4.0,3.0,2,0
2020-07-22,6,1257,3,4,we,STRIPED BASS,7,1,1,8.0,6.0,2,0
2020-07-22,6,1302,3,4,we,STRIPED BASS,7,1,1,8.0,6.0,2,0
2020-07-22,6,1302,3,4,we,STRIPED BASS,7,1,1,8.0,6.0,2,0
2020-07-22,6,1306,3,4,we,STRIPED BASS,7,1,1,8.0,3.0,2,0
2020-07-22,6,1329,3,4,we,STRIPED BASS,7,1,1,8.0,6.5,2,0
2020-07-22,6,1329,3,4,we,STRIPED BASS,7,1,1,8.0,6.5,2,0
2020-07-22,6,1329,3,4,we,STRIPED BASS,7,1,1,8.0,6.5,2,0
2020-07-22,6,1329,3,4,we,STRIPED BASS,7,1,1,8.0,6.5,2,0
2020-07-22,6,1329,3,4,we,STRIPED BASS,7,1,1,8.0,6.5,2,0
2020-07-22,6,1244,3,4,we,STRIPED BASS,7,1,1,8.0,6.0,2,0
2020-07-22,6,1245,3,4,we,STRIPED BASS,7,1,1,8.0,6.0,2,0
2020-07-22,6,1245,3,4,we,STRIPED BASS,7,1,1,8.0,6.0,2,0
2020-07-22,6,1158,3,4,we,STRIPED BASS,7,1,1,6.0,4.0,2,0
2020-07-22,6,1158,3,4,we,STRIPED BASS,7,1,1,6.0,4.0,2,0
2020-07-22,6,1158,3,4,we,STRIPED BASS,7,1,1,6.0,4.0,2,0
2020-07-22,6,1158,3,4,we,STRIPED BASS,7,1,1,6.0,4.0,2,0
2020-07-22,6,1400,3,4,we,BLACK SEA BASS,7,1,1,5.0,4.0,2,0
2020-07-22,6,1400,3,4,we,BLACK SEA BASS,7,1,1,5.0,4.0,2,0
2020-07-22,6,1416,3,4,we,BLACK SEA BASS,7,1,1,7.5,4.5,2,0
2020-07-22,6,1416,3,4,we,BLACK SEA BASS,7,1,1,7.5,4.5,2,0
2020-07-22,6,1332,3,4,we,STRIPED BASS,7,1,1,8.0,6.0,2,0
2020-07-22,6,1334,3,4,we,STRIPED BASS,7,1,1,8.0,6.0,2,0
2020-07-22,6,1334,3,4,we,STRIPED BASS,7,1,1,8.0,6.0,2,0
2020-07-22,6,1358,3,4,we,STRIPED BASS,7,1,1,8.0,6.0,2,0
2020-07-22,6,1358,3,4,we,STRIPED BASS,7,1,1,8.0,6.0,2,0
2020-07-22,6,1358,3,4,we,STRIPED BASS,7,1,1,8.0,6.0,2,0
2020-07-22,6,1358,3,4,we,STRIPED BASS,7,1,1,8.0,6.0,2,0
2020-07-22,6,1550,3,4,we,STRIPED BASS,7,1,1,5.0,3.0,2,0
2020-07-22,6,1550,3,4,we,STRIPED BASS,7,1,1,5.0,3.0,2,0
2020-07-22,6,1550,3,4,we,STRIPED BASS,7,1,1,5.0,3.0,2,0
2020-07-22,6,1550,3,4,we,STRIPED BASS,7,1,1,5.0,3.0,2,0
2020-07-22,6,1550,3,4,we,STRIPED BASS,7,1,1,5.0,3.0,2,0
2020-07-22,6,1249,3,4,we,STRIPED BASS,7,1,1,6.0,4.0,2,0
2020-07-22,6,1249,3,4,we,STRIPED BASS,7,1,1,6.0,4.0,2,0
2020-07-22,6,1416,3,4,wd,STRIPED BASS,7,1,1,8.0,6.0,2,0
2020-07-22,6,1416,3,4,wd,STRIPED BASS,7,1,1,8.0,6.0,2,0
2020-07-22,6,1416,3,4,wd,STRIPED BASS,7,1,1,8.0,6.0,2,0
2020-07-22,6,1416,3,4,wd,STRIPED BASS,7,1,1,8.0,6.0,2,0
2020-07-22,6,1337,3,4,we,STRIPED BASS,7,1,1,8.0,6.0,2,0
2020-07-22,6,1431,3,4,we,SUMMER FLOUNDER,7,1,1,9.0,6.0,2,0
2020-07-22,6,1431,3,4,we,SUMMER FLOUNDER,7,1,1,9.0,1.0,2,0
2020-07-22,6,1431,3,4,we,SUMMER FLOUNDER,7,1,1,9.0,6.0,2,0
2020-07-22,6,1431,3,4,we,SUMMER FLOUNDER,7,1,1,9.0,6.0,2,0
2020-07-22,6,1431,3,4,we,SUMMER FLOUNDER,7,1,1,9.0,6.0,2,0
2020-07-22,6,1431,3,4,we,SUMMER FLOUNDER,7,1,1,9.0,6.0,2,0
2020-07-22,6,1348,3,4,we,STRIPED BASS,7,2,2,6.0,4.0,2,0
2020-07-22,6,1350,3,4,we,STRIPED BASS,7,2,2,6.0,4.0,2,0
2020-07-22,6,1350,3,4,we,STRIPED BASS,7,2,2,6.0,4.0,2,0
2020-07-22,6,1350,3,4,we,STRIPED BASS,7,2,2,6.0,4.0,2,0
2020-07-22,6,1304,3,4,we,STRIPED BASS,7,2,2,8.0,5.0,2,0
2020-07-22,6,1342,3,4,we,STRIPED BASS,7,2,2,4.0,2.0,2,0
2020-07-22,6,1342,3,4,we,STRIPED BASS,7,2,2,4.0,2.0,2,0
2020-07-22,6,1342,3,4,we,STRIPED BASS,7,2,2,4.0,2.0,2,0
2020-07-22,6,1342,3,4,we,STRIPED BASS,7,2,2,4.0,2.0,2,0
2020-07-22,6,1342,3,4,we,STRIPED BASS,7,2,2,4.0,2.0,2,0
2020-07-22,6,1259,3,4,we,STRIPED BASS,7,2,2,8.0,6.0,2,0
2020-07-22,6,1259,3,4,we,STRIPED BASS,7,2,2,8.0,6.0,2,0
2020-07-22,6,1259,3,4,we,STRIPED BASS,7,2,2,8.0,6.0,2,0
2020-07-22,6,1259,3,4,we,STRIPED BASS,7,2,2,8.0,6.0,2,0
2020-07-22,6,1259,3,4,we,STRIPED BASS,7,2,2,8.0,6.0,2,0
2020-07-22,6,1611,3,4,we,SUMMER FLOUNDER,8,1,1,8.5,4.0,2,0
2020-07-22,6,1611,3,4,we,SUMMER FLOUNDER,8,1,1,8.5,4.0,2,0
2020-07-22,6,1156,3,4,we,SUMMER FLOUNDER,8,1,1,2.5,2.5,1,1
2020-07-22,6,1339,3,4,we,SUMMER FLOUNDER,8,1,1,5.0,4.0,2,0
2020-07-22,6,1352,3,4,we,SUMMER FLOUNDER,8,1,1,7.0,5.0,2,0
2020-07-22,6,1352,3,4,we,SUMMER FLOUNDER,8,1,1,7.0,5.0,2,0
2020-07-22,6,1348,3,4,we,SUMMER FLOUNDER,8,1,1,8.0,4.0,1,20
2020-07-22,6,1233,3,4,we,SUMMER FLOUNDER,8,1,1,5.0,3.0,2,0
2020-07-22,6,1325,3,4,we,SUMMER FLOUNDER,8,1,1,4.0,3.5,2,0
2020-07-22,6,1401,3,4,we,SUMMER FLOUNDER,8,1,1,8.0,6.5,2,0
2020-07-22,6,1407,3,4,we,SUMMER FLOUNDER,8,1,1,8.0,7.5,2,0
2020-07-22,6,1407,3,4,we,SUMMER FLOUNDER,8,1,1,8.0,7.5,2,0
2020-07-22,5,1545,3,4,we,TAUTOG,8,1,1,3.0,1.5,1,3
2020-07-22,6,1609,3,4,we,SUMMER FLOUNDER,8,2,2,5.0,3.0,2,0
2020-07-22,6,1330,3,4,wd,SUMMER FLOUNDER,8,2,2,6.0,4.0,1,4
2020-07-22,6,1412,3,4,we,SUMMER FLOUNDER,8,2,2,7.0,4.5,1,1
2020-07-22,5,1618,3,4,wd,SUMMER FLOUNDER,8,2,2,7.0,5.0,2,0
2020-07-22,5,1619,3,4,wd,SUMMER FLOUNDER,8,2,2,7.0,5.0,2,0
2020-07-22,6,1635,3,4,we,SUMMER FLOUNDER,8,2,2,7.0,5.0,1,12
2020-07-22,5,1750,3,4,we,TAUTOG,8,2,2,11.0,11.0,1,2
2020-07-22,5,1428,3,4,we,SUMMER FLOUNDER,8,5,8,5.5,3.5,1,3
2020-07-22,5,1429,3,4,we,SUMMER FLOUNDER,8,5,8,5.5,3.5,1,1
2020-07-22,5,1429,3,4,we,SUMMER FLOUNDER,8,5,8,5.5,3.5,1,1
2020-07-22,5,1651,3,4,we,TAUTOG,8,5,8,4.0,1.5,1,5
2020-07-22,6,1122,3,4,wd,STRIPED BASS,8,5,8,5.5,4.0,2,0
2020-07-22,6,1324,3,4,wd,SUMMER FLOUNDER,8,5,8,6.5,5.5,1,2
2020-07-22,6,1614,3,4,wd,SUMMER FLOUNDER,8,5,8,7.0,3.5,2,0
2020-07-22,6,1614,3,4,wd,SUMMER FLOUNDER,8,5,8,7.0,3.5,1,2
2020-07-22,6,1149,3,4,we,STRIPED BASS,8,5,8,6.0,5.0,2,0
2020-07-22,6,1149,3,4,we,STRIPED BASS,8,5,8,6.0,5.0,2,0
2020-07-22,6,1150,3,4,we,STRIPED BASS,8,5,8,6.0,5.0,2,0
2020-07-22,6,1523,3,4,we,STRIPED BASS,8,5,8,3.0,1.5,1,1
2020-07-22,6,1152,3,4,we,SCUP,8,5,8,2.0,2.0,1,1
2020-07-22,5,1207,3,4,we,TAUTOG,8,5,8,6.0,5.0,1,2
2020-07-22,5,1209,3,4,we,TAUTOG,8,5,8,6.0,5.0,1,2
2020-07-22,6,1322,3,4,wd,STRIPED BASS,8,5,8,4.0,2.0,1,1
2020-07-22,5,1208,3,4,wd,STRIPED BASS,8,5,8,3.0,2.5,2,0
2020-07-22,5,1523,3,4,wd,STRIPED BASS,8,5,8,8.0,7.0,2,0
2020-07-22,5,1525,3,4,wd,STRIPED BASS,8,5,8,8.0,7.0,2,0
2020-07-22,5,1544,3,4,wd,STRIPED BASS,8,5,8,4.0,4.0,2,0
2020-07-22,5,1445,3,4,we,SCUP,8,5,8,3.0,3.0,1,4
2020-07-22,5,1455,3,4,we,SCUP,8,5,8,3.0,3.0,1,10
2020-07-22,5,1503,3,4,we,SCUP,8,5,8,3.0,3.0,1,3
2020-07-22,5,1908,3,4,we,BLACK SEA BASS,8,5,8,7.0,5.0,1,4
2020-07-22,5,1131,3,4,wd,TAUTOG,8,5,8,6.0,6.0,1,1
2018-07-20,5,1501,3,5,wd,TAUTOG,6,2,2,9.0,6.0,1,3
2018-07-20,5,1503,3,5,wd,TAUTOG,6,2,2,9.0,6.0,1,3
2018-07-20,5,1504,3,5,wd,TAUTOG,6,2,2,9.0,6.0,1,2
2018-07-20,5,1505,3,5,wd,TAUTOG,6,2,2,9.0,6.0,1,2
2018-07-20,5,1510,3,5,wd,TAUTOG,6,2,2,9.0,6.0,1,1
2018-07-20,5,1531,3,5,wd,BLACK SEA BASS,6,2,2,10.0,4.5,1,1
2018-07-20,5,1532,3,5,wd,BLACK SEA BASS,6,2,2,10.0,4.5,1,6
2018-07-20,5,1533,3,5,wd,BLACK SEA BASS,6,2,2,10.0,4.5,1,2
2018-07-20,5,1534,3,5,wd,BLACK SEA BASS,6,2,2,10.0,4.5,1,1
2018-07-20,5,1535,3,5,wd,BLACK SEA BASS,6,2,2,10.0,4.5,1,7
2018-07-20,5,1536,3,5,wd,BLACK SEA BASS,6,2,2,10.0,4.5,1,2
2018-07-20,5,1537,3,5,wd,BLACK SEA BASS,6,2,2,10.0,4.5,1,1
2018-07-20,5,1538,3,5,wd,BLACK SEA BASS,6,2,2,10.0,4.5,1,2
2018-07-20,5,1539,3,5,wd,BLACK SEA BASS,6,2,2,10.0,4.5,1,5
2018-07-20,5,1540,3,5,wd,BLACK SEA BASS,6,2,2,10.0,4.5,1,10
2018-07-20,5,1541,3,5,wd,BLACK SEA BASS,6,2,2,10.0,4.5,1,5
2018-07-20,5,1542,3,5,wd,BLACK SEA BASS,6,2,2,10.0,4.5,1,1
2018-07-20,5,1543,3,5,wd,BLACK SEA BASS,6,2,2,10.0,4.5,1,9
2018-07-20,5,1544,3,5,wd,BLACK SEA BASS,6,2,2,10.0,4.5,1,3
2018-07-20,5,1545,3,5,wd,BLACK SEA BASS,6,2,2,10.0,4.5,1,4
2018-07-20,5,1547,3,5,wd,BLACK SEA BASS,6,2,2,10.0,4.5,1,1
2018-07-20,5,1548,3,5,wd,BLACK SEA BASS,6,2,2,10.0,4.5,1,3
2018-07-20,5,1549,3,5,wd,BLACK SEA BASS,6,2,2,10.0,4.5,1,6
2018-07-20,5,1550,3,5,wd,BLACK SEA BASS,6,2,2,10.0,4.5,1,1
2018-07-20,5,1552,3,5,wd,BLACK SEA BASS,6,2,2,10.0,4.5,1,2
2018-07-20,5,1553,3,5,wd,BLACK SEA BASS,6,2,2,10.0,4.5,1,2
2018-07-20,5,1554,3,5,wd,BLACK SEA BASS,6,2,2,10.0,4.5,1,5
2018-07-20,5,1555,3,5,wd,BLACK SEA BASS,6,2,2,10.0,4.5,1,6
2018-07-20,5,1556,3,5,wd,BLACK SEA BASS,6,2,2,10.0,4.5,1,5
2018-07-20,5,1557,3,5,wd,BLACK SEA BASS,6,2,2,10.0,4.5,1,4
2018-07-20,5,1558,3,5,wd,BLACK SEA BASS,6,2,2,10.0,4.5,1,3
2018-07-20,5,1559,3,5,wd,BLACK SEA BASS,6,2,2,10.0,4.5,1,3
2018-07-20,5,1600,3,5,wd,BLACK SEA BASS,6,2,2,10.0,4.5,1,4
2018-07-20,6,1509,3,5,we,SUMMER FLOUNDER,6,2,2,9.5,6.0,1,3
2018-07-20,6,1510,3,5,we,SUMMER FLOUNDER,6,2,2,9.5,6.0,1,1
2018-07-20,6,1512,3,5,we,SUMMER FLOUNDER,6,2,2,9.5,6.0,1,1
2018-07-20,6,1514,3,5,we,SUMMER FLOUNDER,6,2,2,9.5,6.0,1,1
2018-07-20,6,1515,3,5,we,SUMMER FLOUNDER,6,2,2,9.5,6.0,1,2
2018-07-20,6,1526,3,5,we,SUMMER FLOUNDER,6,2,2,9.5,6.0,1,2
2018-07-20,6,1535,3,5,we,SUMMER FLOUNDER,6,2,2,9.5,6.0,1,1
2018-07-20,6,1539,3,5,we,SUMMER FLOUNDER,6,2,2,9.5,6.0,1,1
2018-07-20,6,1540,3,5,we,SUMMER FLOUNDER,6,2,2,9.5,6.0,1,2
2018-07-20,6,1543,3,5,we,SUMMER FLOUNDER,6,2,2,9.5,6.0,1,1
2018-07-20,5,1512,3,5,we,TAUTOG,6,2,2,9.5,7.0,1,3
2018-07-20,5,1513,3,5,we,TAUTOG,6,2,2,9.5,7.0,1,5
2018-07-20,5,1514,3,5,we,TAUTOG,6,2,2,9.5,7.0,1,2
2018-07-20,5,1515,3,5,we,TAUTOG,6,2,2,9.5,7.0,1,6
2018-07-20,5,1520,3,5,we,TAUTOG,6,2,2,9.5,7.0,1,2
2018-07-20,5,1521,3,5,we,TAUTOG,6,2,2,9.5,7.0,1,1
2018-07-20,5,1522,3,5,we,TAUTOG,6,2,2,9.5,7.0,1,1
2018-07-20,6,1447,3,5,wd,BLACK SEA BASS,6,2,2,10.0,6.0,1,1
2018-07-20,6,1448,3,5,wd,SUMMER FLOUNDER,6,2,2,10.0,5.0,1,1
2018-07-20,6,1455,3,5,wd,SUMMER FLOUNDER,6,2,2,10.0,6.0,1,1
2018-07-20,6,1458,3,5,wd,SUMMER FLOUNDER,6,2,2,10.0,6.0,1,1
2018-07-20,6,1459,3,5,wd,SUMMER FLOUNDER,6,2,2,10.0,6.0,2,0
2018-07-20,6,1500,3,5,wd,SUMMER FLOUNDER,6,2,2,10.0,6.0,2,0
2018-07-20,6,1501,3,5,wd,SUMMER FLOUNDER,6,2,2,10.0,6.0,2,0
2018-07-20,6,1502,3,5,wd,SUMMER FLOUNDER,6,2,2,10.0,6.0,1,3
2018-07-20,6,1503,3,5,wd,SUMMER FLOUNDER,6,2,2,10.0,6.0,1,3
2018-07-20,6,1506,3,5,wd,SUMMER FLOUNDER,6,2,2,10.0,6.0,1,1
2018-07-20,6,1509,3,5,wd,SUMMER FLOUNDER,6,2,2,10.0,6.0,2,0
2019-07-26,5,646,3,5,we,BLACK SEA BASS,6,2,2,9.5,4.5,1,5
2019-07-26,5,649,3,5,we,BLACK SEA BASS,6,2,2,9.5,4.5,1,8
2019-07-26,5,649,3,5,we,BLACK SEA BASS,6,2,2,9.5,4.5,1,5
2019-07-26,5,654,3,5,we,BLACK SEA BASS,6,2,2,9.5,4.5,1,4
2019-07-26,5,654,3,5,we,BLACK SEA BASS,6,2,2,9.5,4.5,1,4
2019-07-26,5,658,3,5,we,BLACK SEA BASS,6,2,2,9.5,4.5,1,5
2019-07-26,5,945,3,5,we,BLACK SEA BASS,6,2,2,9.5,4.5,1,6
2019-07-26,5,945,3,5,we,BLACK SEA BASS,6,2,2,9.5,4.5,1,4
2019-07-26,5,945,3,5,we,BLACK SEA BASS,6,2,2,9.5,4.5,1,4
2019-07-26,5,946,3,5,we,BLACK SEA BASS,6,2,2,9.5,3.0,1,3
2019-07-26,5,946,3,5,we,BLACK SEA BASS,6,2,2,9.5,3.0,1,3
2019-07-26,5,946,3,5,we,BLACK SEA BASS,6,2,2,9.5,3.0,1,2
2019-07-26,5,946,3,5,we,BLACK SEA BASS,6,2,2,9.5,4.5,1,11
2019-07-26,5,1146,3,5,we,BLACK SEA BASS,6,2,2,9.5,4.5,1,8
2019-07-26,5,1146,3,5,we,BLACK SEA BASS,6,2,2,9.5,4.5,1,7
2018-07-20,5,718,3,5,wd,BLACK SEA BASS,6,2,2,9.5,6.0,1,1
2018-07-20,5,726,3,5,wd,BLACK SEA BASS,6,2,2,9.5,6.0,1,4
2018-07-20,5,728,3,5,wd,BLACK SEA BASS,6,2,2,9.5,6.0,1,2
2018-07-20,5,729,3,5,wd,BLACK SEA BASS,6,2,2,9.5,6.0,1,2
2018-07-20,6,710,3,5,wd,BLACK SEA BASS,6,2,2,9.0,6.0,1,3
2018-07-20,6,714,3,5,wd,SUMMER FLOUNDER,6,2,2,9.0,6.0,1,5
2018-07-20,6,715,3,5,wd,SUMMER FLOUNDER,6,2,2,9.0,6.0,1,1
2018-07-20,6,720,3,5,wd,SUMMER FLOUNDER,6,2,2,9.0,6.0,1,3
2018-07-20,6,721,3,5,wd,SUMMER FLOUNDER,6,2,2,9.0,6.0,1,7
2018-07-20,6,729,3,5,wd,SUMMER FLOUNDER,6,2,2,9.0,6.0,1,8
2018-07-20,6,826,3,5,wd,SUMMER FLOUNDER,6,2,2,9.0,6.0,1,6
2018-07-20,6,723,3,5,we,SUMMER FLOUNDER,6,5,8,8.5,7.0,1,1
2018-07-20,6,1500,3,5,we,SUMMER FLOUNDER,6,5,8,8.5,7.0,1,3
2018-07-20,6,1501,3,5,we,SUMMER FLOUNDER,6,5,8,8.5,7.0,1,2
2019-07-26,5,1513,3,5,we,TAUTOG,7,1,1,8.0,6.0,1,7
2020-07-22,6,1521,3,5,we,SUMMER FLOUNDER,7,2,2,8.0,3.0,1,31
2018-07-20,5,1530,3,5,we,BLACK SEA BASS,7,2,2,11.0,8.0,1,15
2020-07-22,6,1249,3,5,we,SUMMER FLOUNDER,7,2,2,3.0,2.0,1,13
2020-07-22,6,1521,3,5,we,SUMMER FLOUNDER,7,2,2,8.0,6.0,1,6
2020-07-22,6,1517,3,5,we,SUMMER FLOUNDER,7,2,2,8.0,6.0,1,4
2020-07-22,6,1655,3,5,we,BLACK SEA BASS,7,2,2,8.0,6.0,2,0
2020-07-22,6,1655,3,5,we,BLACK SEA BASS,7,2,2,8.0,6.0,2,0
2020-07-22,6,1448,3,5,we,SUMMER FLOUNDER,7,2,2,8.0,6.5,2,0
2020-07-22,6,1457,3,5,we,SUMMER FLOUNDER,7,2,2,8.0,6.5,2,0
2019-07-26,5,1322,3,5,we,SUMMER FLOUNDER,7,5,8,6.0,5.0,1,7
2019-07-26,5,1242,3,5,we,TAUTOG,7,5,8,5.5,5.0,1,5
