Date file created,Month of intercept,Time of intercept,Data sampling period,Sub region of trip,Kind of day,Fish target species,Mode of fishing,Collapsed area of fishing,Distance from shore,Hours on boat,Hours fished,Catch fish,Number of fish avail for inspection
2018-07-20,6,1821,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,BLACK SEA BASS,Head boat,Inland,not applicable,4.0,2.0,Yes,7
2018-07-20,6,1822,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,BLACK SEA BASS,Head boat,Inland,not applicable,4.0,2.0,Yes,4
2018-07-20,6,1200,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekday,BLACK SEA BASS,Head boat,Inland,not applicable,4.0,3.0,Yes,2
2018-07-20,6,1201,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekday,SCUP,Head boat,Inland,not applicable,4.0,3.0,Yes,2
2018-07-20,6,1202,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekday,SCUP,Head boat,Inland,not applicable,4.0,3.0,Yes,1
2018-07-20,6,1130,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekday,BLACK SEA BASS,Head boat,Inland,not applicable,4.0,2.0,Yes,12
2018-07-20,6,1133,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekday,BLACK SEA BASS,Head boat,Inland,not applicable,4.0,2.0,Yes,4
2018-07-20,6,1134,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekday,BLACK SEA BASS,Head boat,Inland,not applicable,4.0,2.0,Yes,1
2018-07-20,6,1138,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekday,BLACK SEA BASS,Head boat,Inland,not applicable,4.0,2.0,Yes,3
2018-07-20,6,1139,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekday,BLACK SEA BASS,Head boat,Inland,not applicable,4.0,2.0,Yes,7
2018-07-20,6,1144,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekday,BLACK SEA BASS,Head boat,Inland,not applicable,4.0,2.0,Yes,4
2018-07-20,6,1147,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekday,BLACK SEA BASS,Head boat,Inland,not applicable,4.0,2.0,Yes,6
2018-07-20,6,1147,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekday,BLACK SEA BASS,Head boat,Inland,not applicable,4.0,2.0,Yes,6
2020-07-22,6,1910,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),7.0,6.0,No,0
2020-07-22,6,1550,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,SUMMER FLOUNDER,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),12.0,7.0,No,0
2020-07-22,6,1149,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),6.0,3.5,No,0
2020-07-22,6,1149,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),6.0,3.5,No,0
2020-07-22,6,1149,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),6.0,3.5,No,0
2020-07-22,6,1149,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),6.0,3.5,No,0
2020-07-22,6,1149,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),6.0,3.5,No,0
2020-07-22,6,1149,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),6.0,3.5,No,0
2020-07-22,6,1210,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,4.0,No,0
2020-07-22,6,1211,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,4.0,No,0
2020-07-22,6,1349,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,3.0,No,0
2020-07-22,6,1349,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,3.0,No,0
2020-07-22,6,1349,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,3.0,No,0
2020-07-22,6,1349,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,3.0,No,0
2020-07-22,6,1622,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),9.0,7.5,Yes,20
2020-07-22,6,1329,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),7.0,6.0,Yes,15
2020-07-22,6,1255,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),6.0,3.0,No,0
2020-07-22,6,1255,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),6.0,3.0,No,0
2020-07-22,6,1255,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),6.0,3.0,No,0
2020-07-22,6,1600,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekday,STRIPED BASS,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),8.0,8.0,No,0
2020-07-22,6,1159,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),6.0,2.0,Yes,1
2020-07-22,6,1302,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),6.0,5.0,No,0
2020-07-22,6,1249,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,2.5,No,0
2019-07-26,5,1502,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,6.0,No,0
2019-07-26,5,1541,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,5.5,No,0
2019-07-26,5,1611,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,6.0,No,0
2019-07-26,5,1239,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),5.5,4.0,No,0
2019-07-26,5,1245,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),5.5,4.0,No,0
2019-07-26,5,1245,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),5.5,4.0,No,0
2019-07-26,5,1245,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),5.5,4.0,No,0
2019-07-26,5,1245,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),5.5,4.0,No,0
2019-07-26,5,1453,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,8.0,No,0
2019-07-26,5,1503,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,7.0,Yes,1
2019-07-26,5,1428,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.0,5.0,No,0
2019-07-26,5,1431,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.0,5.0,No,0
2018-07-20,5,1350,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),7.5,3.0,No,0
2018-07-20,5,1520,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),7.0,4.0,No,0
2018-07-20,5,1521,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),7.0,4.0,No,0
2018-07-20,5,1522,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),7.0,4.0,No,0
2018-07-20,5,1523,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),7.0,4.0,No,0
2018-07-20,5,1600,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,4.0,No,0
2018-07-20,5,1601,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,4.0,No,0
2018-07-20,5,1602,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,4.0,No,0
2018-07-20,5,1649,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,No,0
2018-07-20,5,1650,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,No,0
2018-07-20,5,1651,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,No,0
2018-07-20,5,1652,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),12.0,8.0,No,0
2019-07-26,5,1410,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,8.0,No,0
2019-07-26,5,1644,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,8.0,No,0
2019-07-26,5,1644,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,8.0,No,0
2019-07-26,5,1100,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,8.0,No,0
2019-07-26,5,1404,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,6.0,No,0
2019-07-26,5,1459,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,8.0,No,0
2019-07-26,5,1459,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,8.0,No,0
2019-07-26,5,1459,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,8.0,No,0
2019-07-26,5,1459,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,8.0,No,0
2019-07-26,5,1313,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,6.0,No,0
2019-07-26,5,1406,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,6.0,No,0
2019-07-26,5,1406,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,6.0,No,0
2019-07-26,5,1406,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,6.0,No,0
2019-07-26,5,1406,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,6.0,No,0
2019-07-26,5,1406,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,6.0,No,0
2019-07-26,5,1648,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,6.0,No,0
2019-07-26,5,1436,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.0,4.0,No,0
2019-07-26,5,1457,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,No,0
2019-07-26,5,1457,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,No,0
2019-07-26,5,1457,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,No,0
2019-07-26,5,1458,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,No,0
2019-07-26,5,1517,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.5,6.0,No,0
2019-07-26,5,1555,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,9.0,No,0
2019-07-26,5,1600,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,9.0,No,0
2019-07-26,5,1600,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,9.0,No,0
2019-07-26,5,1600,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,9.0,No,0
2019-07-26,5,1600,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,9.0,No,0
2019-07-26,5,1608,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,9.0,No,0
2019-07-26,5,1619,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.5,5.0,No,0
2019-07-26,5,1619,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.5,5.0,No,0
2019-07-26,5,1619,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.5,5.0,No,0
2019-07-26,5,1629,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,6.0,No,0
2019-07-26,5,1226,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.0,4.0,No,0
2019-07-26,5,1227,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.0,4.0,No,0
2019-07-26,5,1227,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.0,4.0,No,0
2019-07-26,5,1227,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.0,4.0,No,0
2019-07-26,5,1228,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.0,4.0,No,0
2019-07-26,5,1228,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.0,4.0,No,0
2019-07-26,5,1353,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,No,0
2019-07-26,5,1353,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,No,0
2019-07-26,5,1428,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,No,0
2019-07-26,5,1429,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,No,0
2019-07-26,5,1429,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,No,0
2019-07-26,5,1429,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,No,0
2019-07-26,5,1429,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,5.0,No,0
2019-07-26,5,1452,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,4.0,No,0
2019-07-26,5,1456,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,4.0,No,0
2019-07-26,5,1456,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,4.0,No,0
2019-07-26,5,1456,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,4.0,No,0
2019-07-26,5,1456,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),8.0,4.0,No,0
2019-07-26,5,1551,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,7.0,No,0
2019-07-26,5,1551,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,1.0,No,0
2019-07-26,5,1551,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,7.0,No,0
2019-07-26,5,1551,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,7.0,No,0
2019-07-26,5,1551,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,7.0,No,0
2019-07-26,5,1551,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),11.0,7.0,No,0
2018-07-20,5,1445,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,7.0,No,0
2018-07-20,5,1447,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,7.0,No,0
2020-07-22,6,1311,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),7.0,4.5,No,0
2020-07-22,6,1635,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),7.0,5.0,No,0
2020-07-22,6,1637,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),7.0,5.0,No,0
2020-07-22,6,1637,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),7.0,5.0,No,0
2020-07-22,6,1637,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),7.0,5.0,No,0
2020-07-22,6,1317,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,8.0,No,0
2020-07-22,6,1655,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.5,3.5,No,0
2020-07-22,6,1655,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.5,3.5,No,0
2020-07-22,6,1655,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.5,3.5,No,0
2020-07-22,6,1655,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekday,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.5,3.5,No,0
2020-07-22,6,1512,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.0,5.0,No,0
2020-07-22,6,1513,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.0,5.0,No,0
2020-07-22,6,1513,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.0,5.0,No,0
2020-07-22,6,1513,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.0,5.0,No,0
2020-07-22,6,1517,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.0,5.0,No,0
2020-07-22,6,1538,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.0,4.0,No,0
2020-07-22,6,1640,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),6.0,4.0,No,0
2020-07-22,6,1506,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),10.0,7.5,No,0
2020-07-22,6,1336,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,STRIPED BASS,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),7.0,5.0,No,0
2020-07-22,6,1631,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,7.0,No,0
2020-07-22,6,1631,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,7.0,No,0
2020-07-22,6,1604,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,7.0,No,0
2020-07-22,6,1604,May/June,North Atlantic (ME; NH; MA; RI; CT),Weekend,HADDOCK,Charter boat,Ocean > 3 mi (all but WFL),> 3 miles (all but in WFL),9.0,7.0,No,0
