Date file created,Month of intercept,Time of intercept,Data sampling period,Sub region of trip,Kind of day,Fish target species,Mode of fishing,Collapsed area of fishing,Distance from shore,Hours on boat,Hours fished,Catch fish,Number of fish avail for inspection,County of intercept,State of intercept,Area of fishing,Angler age,Angler gender,Number in fishing party,Number of contributing fishermen,See any sea turtles while fishing?
"['19MAY20', '08', '35']",3,1514,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.0,4.0,Yes,4,Brunswick,NC,Other,45,Male,3,3,No
"['18MAY18', '10', '49']",4,1504,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,3.5,3.0,Yes,6,Brunswick,NC,River,40,Female,3,3,No
"['18MAY18', '10', '49']",4,1548,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,7.0,6.0,Yes,40,Brunswick,NC,River,62,Male,3,3,No
"['18MAY18', '10', '49']",4,1722,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,4.0,2.0,No,0,Brunswick,NC,River,41,Male,1,1,No
"['17MAY19', '12', '33']",4,1629,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,8.5,5.5,Yes,1,Carteret,NC,River,70,Male,2,1,No
"['17MAY19', '12', '33']",4,1726,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,3.0,2.0,Yes,1,Carteret,NC,Sound,25,Male,1,1,No
"['17MAY19', '12', '33']",4,1158,March/April,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,4.0,3.5,Yes,4,Onslow,NC,River,62,Male,1,1,No
"['17MAY19', '12', '33']",4,1517,March/April,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.0,5.0,Yes,2,Onslow,NC,River,57,Male,1,1,No
"['17MAY19', '12', '33']",4,1453,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,WEAKFISH,Private/Rental boat,Inland,not applicable,5.0,4.5,No,0,Carteret,NC,Sound,68,Male,4,1,No
"['17MAY19', '12', '33']",4,1454,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,WEAKFISH,Private/Rental boat,Inland,not applicable,5.0,4.5,No,0,Carteret,NC,Sound,46,Male,4,1,No
"['17MAY19', '12', '33']",4,1638,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,BLUEFISH,Private/Rental boat,Inland,not applicable,5.5,2.0,Yes,6,Carteret,NC,River,43,Male,2,2,No
"['17MAY19', '12', '33']",4,1123,March/April,South Atlantic (NC; SC; GA; EFL),Weekday,BLUEFISH,Private/Rental boat,Inland,not applicable,3.5,2.5,Yes,7,Carteret,NC,River,39,Male,4,4,No
"['17MAY19', '12', '33']",4,1131,March/April,South Atlantic (NC; SC; GA; EFL),Weekday,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,3.0,2.0,Yes,3,Carteret,NC,River,81,Female,3,3,No
"['17MAY19', '12', '33']",4,1400,March/April,South Atlantic (NC; SC; GA; EFL),Weekday,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,6.0,5.0,Yes,11,Carteret,NC,River,16,Male,3,3,No
"['17MAY19', '12', '33']",4,1447,March/April,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.0,4.5,Yes,3,Carteret,NC,River,67,Male,2,2,No
"['17MAY19', '12', '33']",4,1623,March/April,South Atlantic (NC; SC; GA; EFL),Weekday,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,5.0,3.0,No,0,Carteret,NC,River,52,Male,1,1,No
"['17MAY19', '12', '33']",4,1647,March/April,South Atlantic (NC; SC; GA; EFL),Weekday,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,6.0,3.5,Yes,3,Carteret,NC,River,62,Male,1,1,No
"['17MAY19', '12', '33']",4,1651,March/April,South Atlantic (NC; SC; GA; EFL),Weekday,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,6.0,4.0,No,0,Carteret,NC,River,74,Male,1,1,No
"['19MAY20', '08', '35']",3,1242,March/April,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,3.0,2.5,Yes,1,Carteret,NC,River,68,Male,1,1,No
"['19MAY20', '08', '35']",3,1159,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,4.0,3.5,No,0,Carteret,NC,River,65,Male,3,1,No
"['19MAY20', '08', '35']",3,1221,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,5.0,4.5,No,0,Carteret,NC,River,57,Male,4,1,No
"['19MAY20', '08', '35']",3,1222,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,5.0,4.5,No,0,Carteret,NC,River,38,Male,4,1,No
"['19MAY20', '08', '35']",3,1348,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,6.0,5.5,No,0,Carteret,NC,River,64,Male,1,1,No
"['19MAY20', '08', '35']",3,1403,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,7.0,5.5,No,0,Carteret,NC,River,30,Male,5,1,No
"['19MAY20', '08', '35']",3,1405,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,7.0,5.5,No,0,Carteret,NC,River,37,Male,5,1,No
"['19MAY20', '08', '35']",3,1405,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,7.0,5.5,No,0,Carteret,NC,River,14,Male,5,1,No
"['19MAY20', '08', '35']",3,1405,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,7.0,5.5,No,0,Carteret,NC,River,31,Male,5,1,No
"['19MAY20', '08', '35']",3,1405,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,7.0,5.5,No,0,Carteret,NC,River,31,Male,5,1,No
"['19MAY20', '08', '35']",3,1417,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,6.0,5.0,Yes,13,Carteret,NC,River,11,Female,4,4,"Yes, alive"
"['19MAY20', '08', '35']",3,1559,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,3.0,2.5,Yes,25,Carteret,NC,River,66,Male,2,2,No
"['19MAY20', '08', '35']",3,1613,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,6.0,5.0,Yes,15,Carteret,NC,River,76,Male,2,2,"Yes, alive"
"['19MAY20', '08', '35']",3,1628,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,8.0,2.0,Yes,1,Carteret,NC,River,22,Male,2,1,No
"['18MAY18', '10', '49']",4,1430,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,5.5,4.5,No,0,Carteret,NC,Sound,65,Male,4,1,No
"['18MAY18', '10', '49']",4,1431,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,5.5,4.5,No,0,Carteret,NC,Sound,64,Male,4,1,No
"['18MAY18', '10', '49']",4,1432,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,5.5,4.5,No,0,Carteret,NC,Sound,61,Male,4,1,No
"['18MAY18', '10', '49']",4,1433,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,5.5,4.5,No,0,Carteret,NC,Sound,73,Male,4,1,No
"['18MAY18', '10', '49']",4,1530,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,7.5,7.5,Yes,3,Carteret,NC,River,32,Male,3,1,No
"['18MAY18', '10', '49']",4,1531,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,7.5,7.5,No,0,Carteret,NC,River,36,Male,3,1,No
"['18MAY18', '10', '49']",4,1532,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,7.5,7.5,No,0,Carteret,NC,River,59,Male,3,1,No
"['18MAY18', '10', '49']",4,1542,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,5.0,3.0,Yes,21,Carteret,NC,River,63,Male,2,2,No
"['18MAY18', '10', '49']",4,1948,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,SHEEPSHEAD,Private/Rental boat,Inland,not applicable,2.5,2.0,Yes,20,Carteret,NC,River,25,Male,2,2,No
"['18MAY18', '10', '49']",4,1313,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,3.0,2.5,Yes,5,Carteret,NC,River,69,Male,2,2,No
"['18MAY18', '10', '49']",4,1453,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,6.0,5.0,No,0,Carteret,NC,River,69,Male,3,1,"Yes, alive"
"['18MAY18', '10', '49']",4,1454,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,6.0,5.0,No,0,Carteret,NC,River,74,Male,3,1,"Yes, alive"
"['18MAY18', '10', '49']",4,1455,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,6.0,5.0,No,0,Carteret,NC,River,63,Male,3,1,"Yes, alive"
"['18MAY18', '10', '49']",4,1633,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,6.0,6.0,Yes,2,Carteret,NC,River,36,Male,2,1,No
"['17MAY19', '12', '33']",4,1419,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,SHEEPSHEAD,Private/Rental boat,Inland,not applicable,6.0,5.5,Yes,8,Brunswick,NC,Other,50,Male,4,4,No
"['17MAY19', '12', '33']",4,1603,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,LEFTEYE FLOUNDER GENUS,Private/Rental boat,Inland,not applicable,9.0,6.0,No,0,Carteret,NC,Sound,26,Female,4,1,No
"['17MAY19', '12', '33']",4,1603,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,LEFTEYE FLOUNDER GENUS,Private/Rental boat,Inland,not applicable,9.0,6.0,No,0,Carteret,NC,Sound,28,Male,4,1,No
"['17MAY19', '12', '33']",4,1603,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,LEFTEYE FLOUNDER GENUS,Private/Rental boat,Inland,not applicable,9.0,6.0,No,0,Carteret,NC,Sound,27,Male,4,1,No
"['17MAY19', '12', '33']",4,1239,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,BLUEFISH,Private/Rental boat,Inland,not applicable,6.0,6.0,No,0,New Hanover,NC,Other,46,Male,2,1,No
"['17MAY19', '12', '33']",4,1256,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,SHEEPSHEAD,Private/Rental boat,Inland,not applicable,4.0,3.5,No,0,New Hanover,NC,Other,21,Male,3,1,No
"['17MAY19', '12', '33']",4,1403,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,BLACK DRUM,Private/Rental boat,Inland,not applicable,7.0,5.5,Yes,6,New Hanover,NC,River,54,Male,3,3,No
"['17MAY19', '12', '33']",4,1553,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,3.5,3.0,No,0,New Hanover,NC,Other,50,Male,2,1,No
"['19MAY20', '08', '35']",3,1521,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,8.0,7.0,No,0,Brunswick,NC,Other,57,Male,2,1,No
"['19MAY20', '08', '35']",3,1521,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,8.0,7.0,No,0,Brunswick,NC,Other,54,Male,2,1,No
"['19MAY20', '08', '35']",3,1533,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.0,3.0,Yes,1,Brunswick,NC,River,44,Male,1,1,No
"['19MAY20', '08', '35']",3,1546,March/April,South Atlantic (NC; SC; GA; EFL),Weekday,SHEEPSHEAD,Private/Rental boat,Inland,not applicable,2.5,2.0,Yes,1,Carteret,NC,River,32,Male,1,1,No
"['19MAY20', '08', '35']",3,1152,March/April,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,4.0,3.5,Yes,4,Carteret,NC,River,71,Male,1,1,No
"['19MAY20', '08', '35']",3,1256,March/April,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,4.0,3.5,Yes,11,Carteret,NC,River,26,Male,3,3,No
"['19MAY20', '08', '35']",3,1642,March/April,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,6.0,5.5,Yes,2,Carteret,NC,River,36,Male,2,2,No
"['19MAY20', '08', '35']",3,1307,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,4.0,3.5,No,0,Carteret,NC,River,63,Male,4,1,No
"['19MAY20', '08', '35']",3,1316,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,5.0,4.0,No,0,Carteret,NC,River,25,Male,4,1,No
"['19MAY20', '08', '35']",3,1339,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,6.0,4.0,No,0,Carteret,NC,River,28,Female,2,1,No
"['19MAY20', '08', '35']",3,1516,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,6.0,5.5,No,0,Carteret,NC,River,64,Male,1,1,No
"['19MAY20', '08', '35']",3,1558,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,8.0,6.0,No,0,Carteret,NC,River,28,Male,3,1,"Yes, dead"
"['19MAY20', '08', '35']",3,1402,March/April,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,4.0,3.5,No,0,Carteret,NC,River,68,Male,1,1,No
"['19MAY20', '08', '35']",3,1425,March/April,South Atlantic (NC; SC; GA; EFL),Weekday,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,4.0,3.5,No,0,Carteret,NC,River,58,Male,3,1,No
"['19MAY20', '08', '35']",3,1455,March/April,South Atlantic (NC; SC; GA; EFL),Weekday,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,4.0,2.5,No,0,Carteret,NC,River,60,Male,3,1,No
"['19MAY20', '08', '35']",3,1502,March/April,South Atlantic (NC; SC; GA; EFL),Weekday,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,3.0,2.5,No,0,Carteret,NC,River,71,Male,3,1,No
"['19MAY20', '08', '35']",3,1505,March/April,South Atlantic (NC; SC; GA; EFL),Weekday,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,3.0,2.5,No,0,Carteret,NC,River,64,Female,3,1,No
"['19MAY20', '08', '35']",3,1621,March/April,South Atlantic (NC; SC; GA; EFL),Weekday,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,5.0,4.0,No,0,Carteret,NC,River,58,Male,1,1,No
"['19MAY20', '08', '35']",3,1514,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,6.5,6.0,Yes,8,Pamlico,NC,River,53,Male,2,2,No
"['19MAY20', '08', '35']",3,1440,March/April,South Atlantic (NC; SC; GA; EFL),Weekday,KINGFISH GENUS,Private/Rental boat,Inland,not applicable,4.0,3.0,Yes,4,Carteret,NC,Other,58,Male,1,1,No
"['19MAY20', '08', '35']",3,1215,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,5.0,4.5,Yes,5,Craven,NC,River,45,Male,2,1,No
"['19MAY20', '08', '35']",3,1401,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,6.0,5.0,Yes,8,Craven,NC,River,54,Male,2,2,No
"['19MAY20', '08', '35']",3,1632,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,8.0,7.5,Yes,8,Craven,NC,River,39,Male,2,1,No
"['19MAY20', '08', '35']",3,1800,March/April,South Atlantic (NC; SC; GA; EFL),Weekend,SPOTTED SEATROUT,Private/Rental boat,Inland,not applicable,6.0,3.0,Yes,2,Carteret,NC,River,30,Male,4,3,No
"['20JUL18', '10', '32']",5,1325,May/June,South Atlantic (NC; SC; GA; EFL),Weekday,SPANISH MACKEREL,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,3.0,Yes,25,Carteret,NC,Open water,35,Male,6,6,No
"['22JUL20', '15', '49']",6,1402,May/June,South Atlantic (NC; SC; GA; EFL),Weekday,BILLFISH FAMILY,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),8.5,5.5,Yes,14,Carteret,NC,Open water,58,Male,5,5,No
"['26JUL19', '15', '25']",5,1135,May/June,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),6.0,5.0,Yes,12,New Hanover,NC,Open water,35,Male,2,2,No
"['20JUL18', '10', '32']",5,1345,May/June,South Atlantic (NC; SC; GA; EFL),Weekday,SPANISH MACKEREL,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),6.0,5.0,No,0,New Hanover,NC,Open water,28,Male,4,1,No
"['20JUL18', '10', '32']",5,1145,May/June,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,4.5,Yes,8,New Hanover,NC,Open water,39,Male,6,6,No
"['20JUL18', '10', '32']",5,1330,May/June,South Atlantic (NC; SC; GA; EFL),Weekend,SPANISH MACKEREL,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),3.0,2.5,Yes,15,New Hanover,NC,Open water,37,Male,2,2,No
"['20JUL18', '10', '32']",5,1118,May/June,South Atlantic (NC; SC; GA; EFL),Weekday,COBIA,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,3.0,Yes,33,Dare,NC,Open water,39,Male,4,4,"Yes, alive"
"['20JUL18', '10', '32']",5,1628,May/June,South Atlantic (NC; SC; GA; EFL),Weekday,COBIA,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,3.0,Yes,1,Dare,NC,Open water,66,Male,2,1,"Yes, alive"
"['20JUL18', '10', '32']",5,1632,May/June,South Atlantic (NC; SC; GA; EFL),Weekday,COBIA,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,3.0,Yes,1,Dare,NC,Open water,64,Female,2,1,"Yes, alive"
"['20JUL18', '10', '32']",5,1645,May/June,South Atlantic (NC; SC; GA; EFL),Weekday,COBIA,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.5,3.5,Yes,3,Dare,NC,Open water,33,Male,3,3,"Yes, alive"
"['20JUL18', '10', '32']",5,1227,May/June,South Atlantic (NC; SC; GA; EFL),Weekend,COBIA,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),6.5,4.5,Yes,17,Dare,NC,Open water,36,Male,3,3,"Yes, alive"
"['26JUL19', '15', '25']",5,1451,May/June,South Atlantic (NC; SC; GA; EFL),Weekend,COBIA,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,3.0,Yes,1,Dare,NC,Open water,42,Male,2,1,"Yes, alive"
"['26JUL19', '15', '25']",5,1459,May/June,South Atlantic (NC; SC; GA; EFL),Weekend,COBIA,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,3.0,Yes,1,Dare,NC,Open water,19,Male,2,1,"Yes, alive"
"['26JUL19', '15', '25']",5,1606,May/June,South Atlantic (NC; SC; GA; EFL),Weekend,COBIA,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),6.0,4.0,Yes,1,Dare,NC,Open water,50,Male,4,1,"Yes, alive"
"['26JUL19', '15', '25']",5,1616,May/June,South Atlantic (NC; SC; GA; EFL),Weekend,COBIA,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),6.0,4.0,Yes,1,Dare,NC,Open water,48,Male,4,1,"Yes, alive"
"['26JUL19', '15', '25']",5,1558,May/June,South Atlantic (NC; SC; GA; EFL),Weekday,COBIA,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),6.0,4.0,Yes,1,Dare,NC,Open water,45,Male,2,1,"Yes, alive"
"['22JUL20', '15', '49']",6,1148,May/June,South Atlantic (NC; SC; GA; EFL),Weekday,SPANISH MACKEREL,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,3.0,Yes,23,Dare,NC,Open water,33,Male,4,4,No
"['22JUL20', '15', '49']",6,1200,May/June,South Atlantic (NC; SC; GA; EFL),Weekday,SPOTTED SEATROUT,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,3.5,Yes,5,Dare,NC,Open water,47,Male,3,3,"Yes, alive"
"['20JUL18', '10', '32']",5,1443,May/June,South Atlantic (NC; SC; GA; EFL),Weekday,RED DRUM,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),7.0,6.0,Yes,6,Dare,NC,Open water,49,Male,2,2,No
"['20JUL18', '10', '32']",5,1620,May/June,South Atlantic (NC; SC; GA; EFL),Weekday,COBIA,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),7.5,6.0,Yes,4,Dare,NC,Open water,54,Male,4,4,"Yes, alive"
"['20JUL18', '10', '32']",5,1800,May/June,South Atlantic (NC; SC; GA; EFL),Weekend,COBIA,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.5,4.0,Yes,1,Dare,NC,Open water,47,Male,2,1,No
"['20JUL18', '10', '32']",5,1420,May/June,South Atlantic (NC; SC; GA; EFL),Weekend,COBIA,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,3.0,Yes,1,Dare,NC,Open water,20,Male,4,1,No
"['20JUL18', '10', '32']",5,1500,May/June,South Atlantic (NC; SC; GA; EFL),Weekend,RED DRUM,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.5,4.0,Yes,3,Dare,NC,Open water,31,Male,2,2,No
"['20JUL18', '10', '32']",5,1645,May/June,South Atlantic (NC; SC; GA; EFL),Weekend,COBIA,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),8.5,7.0,Yes,1,Dare,NC,Open water,58,Male,4,1,"Yes, alive"
"['26JUL19', '15', '25']",5,1128,May/June,South Atlantic (NC; SC; GA; EFL),Weekend,BLUEFISH,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,3.0,Yes,31,Dare,NC,Open water,30,Male,4,4,No
"['26JUL19', '15', '25']",5,1139,May/June,South Atlantic (NC; SC; GA; EFL),Weekend,BLUEFISH,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,3.0,Yes,17,Dare,NC,Open water,67,Female,6,6,No
"['26JUL19', '15', '25']",5,1152,May/June,South Atlantic (NC; SC; GA; EFL),Weekend,BLUEFISH,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.0,3.0,Yes,38,Dare,NC,Open water,72,Male,4,4,No
"['26JUL19', '15', '25']",5,1215,May/June,South Atlantic (NC; SC; GA; EFL),Weekend,COBIA,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),3.0,2.0,Yes,1,Dare,NC,Open water,43,Male,1,1,No
"['26JUL19', '15', '25']",5,1538,May/June,South Atlantic (NC; SC; GA; EFL),Weekend,TUNA GENUS,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),10.0,6.0,Yes,28,Dare,NC,Open water,35,Male,6,6,No
"['20JUL18', '10', '32']",5,1200,May/June,South Atlantic (NC; SC; GA; EFL),Weekend,COBIA,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.5,2.0,Yes,3,Dare,NC,Open water,45,Female,2,2,"Yes, alive"
"['20JUL18', '10', '32']",5,1530,May/June,South Atlantic (NC; SC; GA; EFL),Weekend,COBIA,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.5,3.0,Yes,4,Dare,NC,Open water,61,Male,2,2,"Yes, alive"
"['20JUL18', '10', '32']",5,1555,May/June,South Atlantic (NC; SC; GA; EFL),Weekend,COBIA,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),8.0,3.0,Yes,3,Dare,NC,Open water,30,Male,4,3,"Yes, alive"
"['20JUL18', '10', '32']",5,1115,May/June,South Atlantic (NC; SC; GA; EFL),Weekend,COBIA,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),4.5,0.5,Yes,1,Dare,NC,Open water,35,Male,3,1,No
"['20JUL18', '10', '32']",5,1255,May/June,South Atlantic (NC; SC; GA; EFL),Weekend,COBIA,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,2.0,No,0,Dare,NC,Open water,45,Male,5,1,"Yes, alive"
"['20JUL18', '10', '32']",5,1300,May/June,South Atlantic (NC; SC; GA; EFL),Weekend,COBIA,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,2.0,No,0,Dare,NC,Open water,49,Male,5,1,"Yes, alive"
"['20JUL18', '10', '32']",5,1305,May/June,South Atlantic (NC; SC; GA; EFL),Weekend,COBIA,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,2.0,No,0,Dare,NC,Open water,15,Male,5,1,No
"['20JUL18', '10', '32']",5,1310,May/June,South Atlantic (NC; SC; GA; EFL),Weekend,COBIA,Charter boat,Ocean <= 3 mi (all but WFL),<= 3 miles (all but WFL),5.0,2.0,No,0,Dare,NC,Open water,16,Male,5,1,"Yes, alive"
