Date file created,Month of intercept,Time of intercept,Data sampling period,Sub region of trip,Kind of day,Fish target species,Mode of fishing,Collapsed area of fishing,Distance from shore,Hours on boat,Hours fished,Catch fish,Number of fish avail for inspection,County of intercept,State of intercept,Area of fishing,Angler age,Angler gender,Number in fishing party,Number of contributing fishermen,See any sea turtles while fishing?
2019-07-26,5,1646,3,6,we,YELLOWFIN TUNA,7,2,2,11.0,6.5,1,12,55,37,1,61,1,6,6,3
2019-07-26,5,1704,3,6,we,DOLPHIN,7,2,2,12.0,8.0,1,19,55,37,1,52,1,6,6,1
2019-07-26,5,1740,3,6,we,TUNA GENUS,7,2,2,12.0,7.5,1,41,55,37,1,31,1,6,6,3
2019-07-26,5,1547,3,6,wd,DOLPHIN,7,2,2,8.5,6.0,1,15,55,37,1,42,1,6,6,3
2019-07-26,5,1617,3,6,wd,DOLPHIN,7,2,2,9.5,7.5,1,30,55,37,1,42,1,6,6,3
2019-07-26,5,1457,3,6,wd,DOLPHIN,7,2,2,9.0,4.5,1,16,55,37,1,36,1,5,5,3
2019-07-26,5,1549,3,6,wd,DOLPHIN,7,2,2,8.0,7.0,1,31,55,37,1,69,1,6,6,3
2019-07-26,5,1348,3,6,wd,DOLPHIN,7,2,2,5.5,4.0,1,14,55,37,1,42,1,5,5,3
2019-07-26,5,1519,3,6,wd,DOLPHIN,7,2,2,8.0,6.0,1,8,55,37,1,38,1,5,5,3
2019-07-26,5,1552,3,6,wd,DOLPHIN,7,2,2,10.5,7.5,1,7,55,37,1,49,1,5,5,3
2019-07-26,5,1623,3,6,wd,DOLPHIN,7,2,2,10.0,7.5,1,10,55,37,1,38,1,5,5,3
2019-07-26,6,1337,3,6,we,DOLPHIN,7,2,2,8.0,5.5,1,16,55,37,1,46,1,6,6,3
2019-07-26,6,1551,3,6,we,DOLPHIN,7,2,2,8.0,5.5,1,10,55,37,1,51,1,4,3,3
2019-07-26,6,1559,3,6,we,DOLPHIN,7,2,2,10.5,7.5,1,27,55,37,1,64,2,2,2,3
2019-07-26,6,1639,3,6,we,DOLPHIN,7,2,2,11.0,9.5,1,33,55,37,1,34,1,6,6,3
2019-07-26,6,1642,3,6,we,TUNA GENUS,7,2,2,10.0,7.0,1,41,55,37,1,65,1,5,5,3
2020-07-22,6,1420,3,6,we,YELLOWFIN TUNA,7,2,2,8.0,6.0,1,9,55,37,1,40,1,4,4,1
2020-07-22,6,1504,3,6,we,YELLOWFIN TUNA,7,2,2,10.0,7.0,1,24,55,37,1,29,1,6,6,1
2020-07-22,6,1543,3,6,we,YELLOWFIN TUNA,7,2,2,11.0,7.0,1,18,55,37,1,68,1,5,5,1
2020-07-22,6,1601,3,6,we,YELLOWFIN TUNA,7,2,2,11.0,7.0,1,14,55,37,1,40,1,6,6,3
2020-07-22,6,1645,3,6,we,YELLOWFIN TUNA,7,2,2,12.0,8.5,1,10,55,37,1,56,1,5,5,3
2020-07-22,6,1627,3,6,we,DOLPHIN,7,2,2,11.0,8.0,1,8,55,37,1,49,1,6,6,3
2020-07-22,6,1400,3,6,we,TUNA GENUS,7,2,2,8.0,6.0,1,12,55,37,1,66,1,3,3,3
2020-07-22,6,1534,3,6,we,YELLOWFIN TUNA,7,2,2,10.0,6.5,1,14,55,37,1,45,1,6,6,3
2020-07-22,6,1552,3,6,we,TUNA GENUS,7,2,2,11.0,8.0,1,14,55,37,1,54,1,6,6,3
2020-07-22,6,1611,3,6,we,TUNA GENUS,7,2,2,11.5,7.5,1,14,55,37,1,60,1,6,6,3
2020-07-22,6,1632,3,6,we,TUNA GENUS,7,2,2,12.0,10.0,1,14,55,37,1,48,1,6,6,3
2020-07-22,6,1236,3,6,we,YELLOWFIN TUNA,7,2,2,8.0,4.0,1,15,55,37,1,66,1,6,6,3
2020-07-22,6,1345,3,6,we,YELLOWFIN TUNA,7,2,2,9.0,6.0,1,16,55,37,1,21,1,5,5,3
2020-07-22,6,1358,3,6,we,TUNA GENUS,7,2,2,9.0,6.0,1,28,55,37,1,35,1,6,6,3
2020-07-22,6,1110,3,6,wd,TUNA GENUS,7,2,2,5.5,2.0,1,19,55,37,1,71,1,6,6,3
2020-07-22,6,1212,3,6,wd,TUNA GENUS,7,2,2,5.0,3.0,1,18,55,37,1,65,1,5,5,3
2020-07-22,6,1308,3,6,wd,TUNA GENUS,7,2,2,7.5,4.5,2,0,55,37,1,26,2,4,1,3
2020-07-22,6,1308,3,6,wd,TUNA GENUS,7,2,2,7.5,4.5,2,0,55,37,1,25,1,4,1,3
2020-07-22,6,1308,3,6,wd,TUNA GENUS,7,2,2,7.5,4.5,2,0,55,37,1,55,1,4,1,3
2020-07-22,6,1308,3,6,wd,TUNA GENUS,7,2,2,7.5,4.5,2,0,55,37,1,47,1,4,1,3
2020-07-22,6,1324,3,6,wd,TUNA GENUS,7,2,2,8.5,4.0,1,13,55,37,1,50,1,5,5,3
2020-07-22,6,1406,3,6,wd,YELLOWFIN TUNA,7,2,2,8.0,6.0,1,19,55,37,1,53,1,6,6,3
2020-07-22,6,1535,3,6,wd,BLACK SEA BASS,7,2,2,10.0,6.0,1,27,55,37,1,69,1,4,4,3
2020-07-22,6,1533,3,6,wd,BLACK SEA BASS,7,2,2,5.5,2.5,2,0,55,37,1,48,1,6,1,3
2020-07-22,6,1533,3,6,wd,BLACK SEA BASS,7,2,2,5.5,2.5,2,0,55,37,1,47,2,6,1,3
2020-07-22,6,1533,3,6,wd,BLACK SEA BASS,7,2,2,5.5,2.5,2,0,55,37,1,12,2,6,1,3
2020-07-22,6,1533,3,6,wd,BLACK SEA BASS,7,2,2,5.5,2.5,2,0,55,37,1,11,1,6,1,3
2020-07-22,6,1619,3,6,wd,YELLOWFIN TUNA,7,2,2,11.5,8.5,1,15,55,37,1,37,1,6,6,3
2020-07-22,6,1643,3,6,wd,TUNA GENUS,7,2,2,12.0,8.0,1,9,55,37,1,34,1,5,5,3
2020-07-22,6,1615,3,6,we,SPANISH MACKEREL,7,2,2,6.0,3.5,1,14,31,37,1,51,2,6,6,3
2020-07-22,6,1618,3,6,wd,DOLPHIN,7,2,2,11.0,8.0,1,9,31,37,1,23,1,2,2,3
2020-07-22,6,1620,3,6,we,DOLPHIN,7,2,2,11.0,7.0,1,24,31,37,1,37,1,6,6,3
2020-07-22,6,1636,3,6,we,DOLPHIN,7,2,2,12.0,8.0,1,7,31,37,1,32,1,6,6,3
2020-07-22,6,1707,3,6,we,DOLPHIN,7,2,2,12.0,8.0,1,11,31,37,1,50,1,5,5,3
2020-07-22,6,1713,3,6,we,DOLPHIN,7,2,2,12.0,8.0,1,6,31,37,1,49,1,6,6,3
2020-07-22,6,1724,3,6,we,DOLPHIN,7,2,2,12.0,8.0,1,9,31,37,1,28,1,5,5,3
2020-07-22,6,1118,3,6,wd,KING MACKEREL,7,2,2,5.0,3.5,1,1,129,37,1,60,1,2,1,3
2020-07-22,6,1703,3,6,wd,DOLPHIN,7,2,2,12.0,8.0,1,35,31,37,1,34,1,3,2,3
2020-07-22,6,1712,3,6,wd,DOLPHIN,7,2,2,13.0,7.0,1,38,31,37,1,26,1,5,4,3
2020-07-22,6,1443,3,6,wd,DOLPHIN,7,2,2,8.0,6.0,1,9,31,37,1,66,1,5,4,3
2020-07-22,6,1636,3,6,wd,DOLPHIN,7,2,2,10.0,8.0,1,8,31,37,1,27,1,5,4,3
2020-07-22,6,1233,3,6,wd,YELLOWFIN TUNA,7,2,2,7.0,5.0,1,14,55,37,1,54,1,6,6,3
2020-07-22,6,1309,3,6,wd,YELLOWFIN TUNA,7,2,2,8.0,6.5,1,12,55,37,1,27,1,4,4,1
2020-07-22,6,1439,3,6,wd,YELLOWFIN TUNA,7,2,2,10.0,8.5,1,17,55,37,1,57,1,6,3,3
2020-07-22,6,1519,3,6,wd,YELLOWFIN TUNA,7,2,2,10.0,8.5,1,12,55,37,1,39,1,6,5,1
2020-07-22,6,1650,3,6,wd,YELLOWFIN TUNA,7,2,2,12.0,9.5,1,10,55,37,1,70,1,5,5,3
2020-07-22,6,1303,3,6,we,YELLOWFIN TUNA,7,2,2,7.0,7.0,1,6,55,37,1,45,1,5,5,3
2020-07-22,6,1425,3,6,we,YELLOWFIN TUNA,7,2,2,8.5,6.0,1,13,55,37,1,66,1,6,6,3
2020-07-22,6,1446,3,6,we,YELLOWFIN TUNA,7,2,2,10.5,8.0,1,19,55,37,1,35,1,6,5,3
2020-07-22,6,1529,3,6,we,YELLOWFIN TUNA,7,2,2,12.0,9.0,1,5,55,37,1,26,1,6,6,1
2020-07-22,6,1641,3,6,we,YELLOWFIN TUNA,7,2,2,11.0,9.0,1,8,55,37,1,55,2,3,3,1
2019-07-26,5,1229,3,6,wd,SPOTTED SEATROUT,7,5,8,4.5,4.0,2,0,129,37,5,37,1,2,1,3
2020-07-22,6,1234,3,6,we,RED DRUM,7,5,8,4.0,3.5,1,1,19,37,5,14,1,2,1,1
2018-07-20,5,1330,3,6,wd,RED DRUM,7,5,8,7.0,6.5,1,1,129,37,3,37,1,2,1,3
2018-07-20,5,1332,3,6,wd,RED DRUM,7,5,8,7.0,6.0,2,0,129,37,3,29,2,2,1,3
2018-07-20,5,1440,3,6,wd,SHEEPSHEAD,7,5,8,8.0,7.0,1,1,129,37,3,72,1,3,1,3
2018-07-20,5,1548,3,6,wd,RED DRUM,7,5,8,5.0,4.0,1,25,55,37,G,55,2,2,2,3
2019-07-26,5,1202,3,6,wd,COBIA,7,5,8,4.0,3.0,1,7,55,37,G,33,1,5,5,1
2020-07-22,6,1627,3,6,wd,RED DRUM,7,5,8,4.5,3.5,1,10,55,37,G,42,1,2,2,3
2020-07-22,6,1217,3,6,we,SPANISH MACKEREL,7,5,8,4.5,3.5,1,15,55,37,G,82,1,4,4,3
2018-07-20,5,1205,3,6,we,RED DRUM,7,5,8,4.0,3.0,1,30,55,37,G,23,1,6,6,3
2019-07-26,5,1137,3,6,we,COBIA,7,5,8,4.0,3.0,1,11,55,37,G,63,1,4,4,3
2019-07-26,5,1214,3,6,we,BLUEFISH,7,5,8,4.5,3.5,1,20,55,37,G,19,1,5,5,3
2019-07-26,5,1645,3,6,we,COBIA,7,5,8,4.5,3.5,1,2,55,37,G,80,1,2,1,3
2019-07-26,6,1155,3,6,we,SPOTTED SEATROUT,7,5,8,4.0,3.5,1,3,55,37,G,49,1,1,1,3
2018-07-20,5,1145,3,6,wd,RED DRUM,7,5,8,6.0,5.0,1,2,55,37,G,31,2,2,1,3
2019-07-26,5,1134,3,6,we,COBIA,7,5,8,4.5,3.5,1,14,55,37,G,74,1,2,2,3
2018-07-20,6,1618,3,6,we,LEFTEYE FLOUNDER GENUS,7,5,8,4.0,3.0,1,1,19,37,5,65,1,3,1,1
2018-07-20,6,1619,3,6,we,LEFTEYE FLOUNDER GENUS,7,5,8,4.0,3.0,1,1,19,37,5,34,1,3,1,1
2018-07-20,5,1215,3,6,wd,SHEEPSHEAD,7,5,8,4.5,4.0,1,6,55,37,G,61,1,1,1,3
2018-07-20,5,1632,3,6,wd,BLUEFISH,7,5,8,6.5,5.0,1,32,55,37,G,65,2,5,5,1
2018-07-20,6,1134,3,6,we,SHEEPSHEAD,7,5,8,5.5,4.5,1,2,55,37,G,14,1,4,1,3
2018-07-20,6,1101,3,6,we,SHEEPSHEAD,7,5,8,5.0,4.0,1,10,55,37,G,54,1,4,4,3
2020-07-22,6,1125,3,6,we,RED DRUM,7,5,8,4.0,3.0,1,17,55,37,G,49,1,4,4,3
2020-07-22,6,1241,3,6,we,RED DRUM,7,5,8,6.0,5.0,1,6,55,37,G,43,1,4,4,3
2020-07-22,6,1205,3,6,wd,RED DRUM,7,5,8,5.5,4.0,1,4,55,37,G,52,1,4,4,3
2020-07-22,6,1139,3,6,wd,SPANISH MACKEREL,7,5,8,5.0,4.0,1,18,55,37,G,48,1,4,4,3
2020-07-22,6,1126,3,6,we,RED DRUM,7,5,8,4.5,3.5,1,4,55,37,G,49,1,3,3,3
2020-07-22,6,1446,3,6,we,RED DRUM,7,5,8,6.0,5.0,1,11,55,37,G,63,1,4,4,3
2019-07-26,5,1107,3,6,wd,SEATROUT GENUS,7,5,8,5.0,4.5,1,16,55,37,G,38,1,4,4,3
2019-07-26,5,1130,3,6,wd,SHEEPSHEAD,7,5,8,3.0,2.5,1,3,55,37,G,29,1,3,3,3
2020-07-22,6,1450,3,6,we,RED DRUM,7,5,8,4.0,2.0,1,3,55,37,G,29,1,2,2,3
2019-07-26,5,1234,3,6,wd,RED DRUM,7,5,8,5.5,5.0,2,0,129,37,3,74,1,3,1,1
2020-07-22,6,1242,3,6,wd,RED DRUM,7,5,8,6.5,5.5,1,10,129,37,3,54,1,2,2,3
2018-07-20,5,1243,3,6,wd,BLUEFISH,8,1,1,4.5,4.0,1,9,31,37,1,43,1,1,1,1
2018-07-20,5,1206,3,6,wd,SPANISH MACKEREL,8,1,1,4.0,3.0,1,28,31,37,1,55,1,2,2,3
2018-07-20,6,1532,3,6,we,COBIA,8,1,1,5.0,3.5,1,12,31,37,1,58,1,2,2,1
2018-07-20,6,1606,3,6,we,SPANISH MACKEREL,8,1,1,5.0,3.0,1,4,31,37,1,56,1,2,2,3
2018-07-20,6,1653,3,6,we,SPANISH MACKEREL,8,1,1,7.0,5.0,2,0,31,37,1,72,1,2,1,1
2019-07-26,5,1112,3,6,we,SPANISH MACKEREL,8,1,1,5.0,4.5,2,0,31,37,1,25,1,3,1,1
2019-07-26,5,1112,3,6,we,SPANISH MACKEREL,8,1,1,5.0,4.5,2,0,31,37,1,23,1,3,1,1
2019-07-26,5,1152,3,6,we,ATLANTIC BONITO,8,1,1,6.0,5.0,2,0,31,37,1,34,1,3,1,1
2019-07-26,5,1152,3,6,we,ATLANTIC BONITO,8,1,1,6.0,5.0,2,0,31,37,1,28,1,3,1,1
2019-07-26,5,1152,3,6,we,ATLANTIC BONITO,8,1,1,6.0,2.0,2,0,31,37,1,39,1,3,1,1
2019-07-26,5,1211,3,6,we,SPANISH MACKEREL,8,1,1,5.0,4.5,2,0,31,37,1,33,1,4,1,1
2019-07-26,5,1211,3,6,we,SPANISH MACKEREL,8,1,1,5.0,4.5,2,0,31,37,1,8,1,4,1,1
2019-07-26,5,1211,3,6,we,SPANISH MACKEREL,8,1,1,5.0,4.5,2,0,31,37,1,33,1,4,1,1
2019-07-26,5,1211,3,6,we,SPANISH MACKEREL,8,1,1,5.0,4.5,2,0,31,37,1,11,2,4,1,1
2019-07-26,5,1219,3,6,we,COBIA,8,1,1,6.0,3.0,1,1,31,37,1,29,1,2,1,3
2019-07-26,5,1245,3,6,we,COBIA,8,1,1,6.0,3.0,1,10,31,37,1,35,1,2,2,1
2019-07-26,5,1302,3,6,we,WEAKFISH,8,1,1,6.5,6.0,1,11,31,37,1,35,1,1,1,1
2019-07-26,5,1339,3,6,we,SPANISH MACKEREL,8,1,1,6.5,5.0,1,1,31,37,1,35,1,1,1,3
2019-07-26,5,1347,3,6,we,SPANISH MACKEREL,8,1,1,6.5,6.0,2,0,31,37,1,44,2,4,1,1
2019-07-26,5,1517,3,6,we,SPANISH MACKEREL,8,1,1,6.0,4.0,1,12,31,37,1,29,1,2,2,1
2019-07-26,5,1650,3,6,we,SPANISH MACKEREL,8,1,1,9.0,7.0,2,0,31,37,1,28,1,2,1,1
2019-07-26,5,1650,3,6,we,SPANISH MACKEREL,8,1,1,9.0,7.0,2,0,31,37,1,27,1,2,1,1
2019-07-26,5,1353,3,6,wd,SPANISH MACKEREL,8,1,1,7.5,5.5,2,0,31,37,1,27,1,3,1,3
2019-07-26,5,1540,3,6,wd,KING MACKEREL,8,1,1,5.5,3.0,1,4,31,37,1,47,1,3,2,3
2019-07-26,6,1141,3,6,wd,SPANISH MACKEREL,8,1,1,4.5,4.0,1,4,31,37,1,50,1,3,3,3
2019-07-26,6,1442,3,6,wd,SPANISH MACKEREL,8,1,1,8.5,7.5,2,0,31,37,1,36,1,1,1,3
2019-07-26,6,1456,3,6,wd,SPANISH MACKEREL,8,1,1,3.0,2.5,1,5,31,37,1,29,1,1,1,3
2019-07-26,6,1604,3,6,wd,SPANISH MACKEREL,8,1,1,9.0,7.0,1,12,31,37,1,50,1,4,4,3
2018-07-20,5,1451,3,6,wd,KINGFISH GENUS,8,1,1,6.5,5.5,2,0,31,37,1,54,1,2,1,3
2018-07-20,5,1452,3,6,wd,KINGFISH GENUS,8,1,1,6.5,5.5,2,0,31,37,1,71,1,2,1,3
2018-07-20,5,1525,3,6,we,BLUEFISH,8,1,1,5.5,4.5,2,0,31,37,1,26,1,2,1,1
2018-07-20,5,1526,3,6,we,SPANISH MACKEREL,8,1,1,5.5,4.5,2,0,31,37,1,24,2,2,1,1
2018-07-20,5,1225,3,6,we,COBIA,8,1,1,3.0,2.0,2,0,31,37,1,56,1,2,1,3
2018-07-20,5,1610,3,6,we,SPANISH MACKEREL,8,1,1,1.5,1.5,2,0,31,37,1,58,1,2,1,3
2018-07-20,6,1133,3,6,we,SPANISH MACKEREL,8,1,1,6.5,6.0,2,0,31,37,1,62,2,2,1,3
2018-07-20,6,1134,3,6,we,SPANISH MACKEREL,8,1,1,6.5,6.0,2,0,31,37,1,58,1,2,1,3
2019-07-26,5,1459,3,6,wd,SPANISH MACKEREL,8,1,1,6.0,5.0,2,0,31,37,1,62,1,2,1,3
2019-07-26,5,1459,3,6,wd,SPANISH MACKEREL,8,1,1,6.0,5.0,2,0,31,37,1,61,1,2,1,3
2019-07-26,5,1449,3,6,wd,COBIA,8,1,1,7.0,6.5,2,0,31,37,1,20,1,1,1,3
2019-07-26,5,1617,3,6,wd,SPANISH MACKEREL,8,1,1,9.5,5.0,2,0,31,37,1,57,1,2,1,1
2019-07-26,6,1740,3,6,wd,KING MACKEREL,8,1,1,9.0,7.0,2,0,31,37,1,54,1,2,1,1
2019-07-26,6,1740,3,6,wd,KING MACKEREL,8,1,1,9.0,7.0,2,0,31,37,1,49,1,2,1,1
2020-07-22,6,1437,3,6,we,SPANISH MACKEREL,8,1,1,6.0,4.0,2,0,133,37,1,66,1,1,1,3
2019-07-26,5,1341,3,6,we,KING MACKEREL,8,1,1,6.0,5.0,1,7,19,37,1,36,1,2,2,1
2019-07-26,5,1504,3,6,we,LEFTEYE FLOUNDER GENUS,8,1,1,3.0,1.5,1,2,19,37,1,36,1,1,1,1
2019-07-26,5,1637,3,6,wd,LEFTEYE FLOUNDER FAMILY,8,1,1,8.0,6.0,1,12,19,37,1,47,1,1,1,3
2020-07-22,6,1112,3,6,we,SPANISH MACKEREL,8,1,1,5.0,4.0,1,7,129,37,1,58,1,1,1,3
2020-07-22,6,1335,3,6,we,SPANISH MACKEREL,8,1,1,5.0,3.0,1,12,129,37,1,52,1,2,2,1
2018-07-20,5,1525,3,6,wd,ATLANTIC BONITO,8,1,1,3.0,1.5,1,1,129,37,1,57,1,3,1,3
2018-07-20,5,1420,3,6,wd,RED DRUM,8,1,1,7.0,6.5,1,11,129,37,1,59,1,2,2,3
2018-07-20,5,1250,3,6,we,BLUEFISH,8,1,1,5.0,3.0,1,16,55,37,1,49,1,1,1,3
2018-07-20,5,1429,3,6,wd,LEFTEYE FLOUNDER GENUS,8,1,1,3.0,2.5,1,5,31,37,1,35,1,3,3,3
2019-07-26,5,1850,3,6,wd,SPANISH MACKEREL,8,1,1,6.0,3.0,1,3,31,37,1,36,1,2,2,1
2019-07-26,5,1159,3,6,wd,BLUEFISH,8,1,1,4.0,3.0,1,1,31,37,1,52,1,1,1,3
2019-07-26,5,1242,3,6,wd,SPANISH MACKEREL,8,1,1,4.5,3.0,1,5,31,37,1,67,1,2,2,3
2019-07-26,5,1616,3,6,we,SPANISH MACKEREL,8,1,1,6.0,5.0,1,1,31,37,1,52,1,2,1,3
2019-07-26,5,1306,3,6,wd,COBIA,8,1,1,6.0,5.0,2,0,31,37,1,72,1,2,1,3
2019-07-26,5,1654,3,6,wd,COBIA,8,1,1,10.5,9.0,2,0,31,37,1,30,1,2,1,1
2019-07-26,5,1655,3,6,wd,COBIA,8,1,1,10.5,9.0,2,0,31,37,1,30,1,2,1,1
2018-07-20,5,1515,3,6,wd,COBIA,8,1,1,6.0,4.0,1,1,55,37,1,46,2,3,1,1
2018-07-20,5,1545,3,6,we,COBIA,8,1,1,7.5,7.0,2,0,55,37,1,62,1,2,1,1
2018-07-20,5,1320,3,6,wd,COBIA,8,1,1,6.5,6.0,2,0,55,37,1,35,1,2,1,3
2018-07-20,5,1322,3,6,wd,COBIA,8,1,1,6.5,6.0,2,0,55,37,1,35,1,2,1,3
2019-07-26,5,1654,3,6,wd,BLUEFISH,8,1,1,7.0,4.0,2,0,55,37,1,48,1,1,1,3
2019-07-26,5,1736,3,6,we,COBIA,8,1,1,10.0,3.0,1,3,55,37,1,33,1,2,1,1
2019-07-26,5,1140,3,6,we,COBIA,8,1,1,5.5,4.0,1,1,55,37,1,31,1,4,1,3
2019-07-26,5,1551,3,6,we,COBIA,8,1,1,5.0,4.0,1,1,55,37,1,33,1,3,1,1
2019-07-26,5,1637,3,6,we,COBIA,8,1,1,6.5,5.0,1,1,55,37,1,27,1,3,1,1
2019-07-26,5,1638,3,6,we,COBIA,8,1,1,6.5,5.0,1,1,55,37,1,26,2,3,1,1
2019-07-26,5,1548,3,6,we,COBIA,8,1,1,4.0,2.0,2,0,55,37,1,40,1,3,1,3
2019-07-26,5,1549,3,6,we,COBIA,8,1,1,4.0,2.0,2,0,55,37,1,35,1,3,1,3
2019-07-26,5,1549,3,6,we,COBIA,8,1,1,4.0,2.0,2,0,55,37,1,60,1,3,1,3
2018-07-20,5,1807,3,6,wd,COBIA,8,1,1,4.0,3.0,1,2,31,37,1,25,1,2,2,1
2018-07-20,5,1822,3,6,wd,COBIA,8,1,1,12.0,12.0,1,1,31,37,1,32,1,4,1,1
2018-07-20,5,1823,3,6,wd,COBIA,8,1,1,12.0,12.0,2,0,31,37,1,27,1,4,1,1
2018-07-20,5,1825,3,6,wd,COBIA,8,1,1,12.0,12.0,2,0,31,37,1,35,1,4,1,1
2018-07-20,5,1435,3,6,we,KINGFISH GENUS,8,1,1,5.0,4.0,1,5,55,37,1,67,1,1,1,1
2018-07-20,5,1452,3,6,we,COBIA,8,1,1,8.0,1.5,1,1,55,37,1,50,1,3,1,1
2018-07-20,5,1500,3,6,we,COBIA,8,1,1,5.0,1.0,1,1,55,37,1,24,1,4,1,1
2018-07-20,5,1503,3,6,we,COBIA,8,1,1,5.0,1.0,1,1,55,37,1,26,1,4,1,1
2018-07-20,5,1514,3,6,we,COBIA,8,1,1,6.0,2.0,1,2,55,37,1,26,1,6,1,1
2018-07-20,5,1548,3,6,we,COBIA,8,1,1,6.0,1.0,1,1,55,37,1,51,1,3,1,1
2018-07-20,5,1650,3,6,we,COBIA,8,1,1,6.5,2.0,1,1,55,37,1,44,1,5,1,1
2018-07-20,5,1530,3,6,wd,COBIA,8,1,1,6.5,1.5,1,1,55,37,1,13,1,3,1,1
2018-07-20,5,1535,3,6,wd,COBIA,8,1,1,6.5,1.5,1,1,55,37,1,36,1,3,1,1
2018-07-20,5,1603,3,6,wd,COBIA,8,1,1,7.0,2.0,2,0,55,37,1,29,1,6,1,1
2018-07-20,5,1605,3,6,wd,COBIA,8,1,1,7.0,2.0,2,0,55,37,1,19,1,6,1,1
2018-07-20,6,1320,3,6,we,COBIA,8,1,1,5.5,1.0,1,1,55,37,1,28,1,2,1,3
2018-07-20,6,1410,3,6,we,COBIA,8,1,1,7.0,1.0,2,0,55,37,1,38,1,2,1,1
2018-07-20,6,1425,3,6,we,COBIA,8,1,1,5.5,1.0,1,6,55,37,1,63,1,3,3,1
2018-07-20,6,1630,3,6,we,COBIA,8,1,1,6.0,2.5,1,1,55,37,1,52,1,3,1,1
2019-07-26,5,1559,3,6,we,COBIA,8,1,1,8.0,6.0,1,1,55,37,1,42,1,4,4,1
2020-07-22,6,1704,3,6,we,SPANISH MACKEREL,8,1,1,5.0,4.0,1,4,129,37,1,62,1,2,2,3
2018-07-20,5,1615,3,6,wd,COBIA,8,1,1,6.0,5.0,1,1,55,37,1,54,1,4,1,1
2018-07-20,5,1411,3,6,we,COBIA,8,1,1,9.0,7.5,1,1,55,37,1,49,1,3,1,1
2018-07-20,5,1432,3,6,we,COBIA,8,1,1,5.5,4.0,1,2,55,37,1,35,1,4,2,1
2018-07-20,5,1520,3,6,we,COBIA,8,1,1,6.5,5.5,1,1,55,37,1,23,1,3,1,1
2018-07-20,5,1526,3,6,we,COBIA,8,1,1,6.0,5.0,1,1,55,37,1,40,1,4,1,1
2018-07-20,5,1631,3,6,we,COBIA,8,1,1,9.0,8.0,1,1,55,37,1,33,1,3,1,1
2018-07-20,5,1641,3,6,we,COBIA,8,1,1,6.5,5.5,1,3,55,37,1,26,1,3,3,1
2018-07-20,5,1826,3,6,we,COBIA,8,1,1,9.0,8.0,1,1,55,37,1,58,1,3,1,1
2018-07-20,5,1910,3,6,we,COBIA,8,1,1,12.0,10.5,1,1,55,37,1,25,1,3,1,1
2019-07-26,6,1443,3,6,we,SPANISH MACKEREL,8,1,1,7.0,5.5,1,2,55,37,1,45,1,3,1,3
2019-07-26,6,1443,3,6,we,SPANISH MACKEREL,8,1,1,7.0,5.5,1,1,55,37,1,71,1,3,1,3
2019-07-26,6,1443,3,6,we,SPANISH MACKEREL,8,1,1,7.0,5.5,1,1,55,37,1,15,1,3,1,3
2019-07-26,6,1638,3,6,we,SPANISH MACKEREL,8,1,1,6.0,4.5,1,9,55,37,1,24,1,3,2,3
2020-07-22,6,1359,3,6,wd,BLUEFISH,8,1,1,7.0,3.0,1,10,55,37,1,37,1,2,2,3
2020-07-22,6,1250,3,6,we,SPANISH MACKEREL,8,1,1,7.5,5.0,2,0,55,37,1,46,1,2,1,3
2019-07-26,6,1523,3,6,we,SPANISH MACKEREL,8,1,1,2.5,2.5,1,1,133,37,1,47,2,4,1,3
2019-07-26,6,1322,3,6,we,SPANISH MACKEREL,8,1,1,7.5,5.5,1,6,31,37,1,47,1,2,2,3
2019-07-26,6,1557,3,6,we,SPANISH MACKEREL,8,1,1,7.0,3.5,1,1,31,37,1,8,1,4,1,3
2019-07-26,6,1607,3,6,we,SPANISH MACKEREL,8,1,1,8.0,4.0,1,8,31,37,1,34,1,4,4,3
2019-07-26,5,1427,3,6,wd,SPANISH MACKEREL,8,1,1,6.5,6.0,1,28,55,37,1,45,1,2,2,3
2019-07-26,5,1618,3,6,wd,COBIA,8,1,1,5.0,4.5,1,1,55,37,1,49,1,5,1,1
2019-07-26,5,1225,3,6,wd,SPANISH MACKEREL,8,1,1,3.0,2.5,2,0,55,37,1,48,1,7,1,3
2019-07-26,5,1227,3,6,wd,SPANISH MACKEREL,8,1,1,3.0,2.5,2,0,55,37,1,27,1,7,1,3
2019-07-26,5,1227,3,6,wd,SPANISH MACKEREL,8,1,1,3.0,2.5,2,0,55,37,1,22,2,7,1,3
2020-07-22,6,1354,3,6,we,SPANISH MACKEREL,8,1,1,4.0,3.0,1,14,55,37,1,48,1,5,5,3
2020-07-22,6,1504,3,6,we,SPANISH MACKEREL,8,1,1,9.0,7.0,1,2,55,37,1,52,1,2,2,3
2020-07-22,6,1509,3,6,we,SPANISH MACKEREL,8,1,1,5.0,4.0,2,0,55,37,1,69,1,4,1,3
2020-07-22,6,1509,3,6,we,SPANISH MACKEREL,8,1,1,5.0,4.0,2,0,55,37,1,66,2,4,1,3
2020-07-22,6,1509,3,6,we,SPANISH MACKEREL,8,1,1,5.0,4.0,2,0,55,37,1,45,1,4,1,3
2020-07-22,6,1509,3,6,we,SPANISH MACKEREL,8,1,1,5.0,4.0,2,0,55,37,1,12,1,4,1,3
2020-07-22,6,1601,3,6,we,COBIA,8,1,1,5.0,4.5,1,1,55,37,1,57,1,3,1,1
