index,Date file created_k,Month of intercept_k,Time of intercept_k,Data sampling period_k,Sub region of trip_k,Kind of day_k,Fish target species_k,Mode of fishing_k,Collapsed area of fishing_k,Distance from shore_k,Hours on boat_k,Hours fished_k,Catch fish_k,Number of fish avail for inspection_k,County of intercept_k,State of intercept_k,Area of fishing_k,Angler age_k,Angler gender_k,Number in fishing party_k,Number of contributing fishermen_k,See any sea turtles while fishing?_k
663,22-Jul-20,6,1627,3,6,we,DOLPHIN,7,2,2,11,8,1,8,55,37,1,49,1,6,6,3
664,22-Jul-20,6,1400,3,6,we,TUNA GENUS,7,2,2,8,6,1,12,55,37,1,66,1,3,3,3
665,22-Jul-20,6,1534,3,6,we,YELLOWFIN TUNA,7,2,2,10,6.5,1,14,55,37,1,45,1,6,6,3
666,22-Jul-20,6,1552,3,6,we,TUNA GENUS,7,2,2,11,8,1,14,55,37,1,54,1,6,6,3
667,22-Jul-20,6,1611,3,6,we,TUNA GENUS,7,2,2,11.5,7.5,1,14,55,37,1,60,1,6,6,3
668,22-Jul-20,6,1632,3,6,we,TUNA GENUS,7,2,2,12,10,1,14,55,37,1,48,1,6,6,3
669,22-Jul-20,6,1236,3,6,we,YELLOWFIN TUNA,7,2,2,8,4,1,15,55,37,1,66,1,6,6,3
670,22-Jul-20,6,1345,3,6,we,YELLOWFIN TUNA,7,2,2,9,6,1,16,55,37,1,21,1,5,5,3
671,22-Jul-20,6,1358,3,6,we,TUNA GENUS,7,2,2,9,6,1,28,55,37,1,35,1,6,6,3
672,22-Jul-20,6,1110,3,6,wd,TUNA GENUS,7,2,2,5.5,2,1,19,55,37,1,71,1,6,6,3
673,22-Jul-20,6,1212,3,6,wd,TUNA GENUS,7,2,2,5,3,1,18,55,37,1,65,1,5,5,3
674,22-Jul-20,6,1308,3,6,wd,TUNA GENUS,7,2,2,7.5,4.5,2,0,55,37,1,26,2,4,1,3
675,22-Jul-20,6,1308,3,6,wd,TUNA GENUS,7,2,2,7.5,4.5,2,0,55,37,1,25,1,4,1,3
676,22-Jul-20,6,1308,3,6,wd,TUNA GENUS,7,2,2,7.5,4.5,2,0,55,37,1,55,1,4,1,3
677,22-Jul-20,6,1308,3,6,wd,TUNA GENUS,7,2,2,7.5,4.5,2,0,55,37,1,47,1,4,1,3
678,22-Jul-20,6,1324,3,6,wd,TUNA GENUS,7,2,2,8.5,4,1,13,55,37,1,50,1,5,5,3
679,22-Jul-20,6,1406,3,6,wd,YELLOWFIN TUNA,7,2,2,8,6,1,19,55,37,1,53,1,6,6,3
680,22-Jul-20,6,1535,3,6,wd,BLACK SEA BASS,7,2,2,10,6,1,27,55,37,1,69,1,4,4,3
681,22-Jul-20,6,1533,3,6,wd,BLACK SEA BASS,7,2,2,5.5,2.5,2,0,55,37,1,48,1,6,1,3
682,22-Jul-20,6,1533,3,6,wd,BLACK SEA BASS,7,2,2,5.5,2.5,2,0,55,37,1,47,2,6,1,3
683,22-Jul-20,6,1533,3,6,wd,BLACK SEA BASS,7,2,2,5.5,2.5,2,0,55,37,1,12,2,6,1,3
684,22-Jul-20,6,1533,3,6,wd,BLACK SEA BASS,7,2,2,5.5,2.5,2,0,55,37,1,11,1,6,1,3
685,22-Jul-20,6,1619,3,6,wd,YELLOWFIN TUNA,7,2,2,11.5,8.5,1,15,55,37,1,37,1,6,6,3
686,22-Jul-20,6,1643,3,6,wd,TUNA GENUS,7,2,2,12,8,1,9,55,37,1,34,1,5,5,3
687,22-Jul-20,6,1615,3,6,we,SPANISH MACKEREL,7,2,2,6,3.5,1,14,31,37,1,51,2,6,6,3
688,22-Jul-20,6,1618,3,6,wd,DOLPHIN,7,2,2,11,8,1,9,31,37,1,23,1,2,2,3
689,22-Jul-20,6,1620,3,6,we,DOLPHIN,7,2,2,11,7,1,24,31,37,1,37,1,6,6,3
690,22-Jul-20,6,1636,3,6,we,DOLPHIN,7,2,2,12,8,1,7,31,37,1,32,1,6,6,3
691,22-Jul-20,6,1707,3,6,we,DOLPHIN,7,2,2,12,8,1,11,31,37,1,50,1,5,5,3
692,22-Jul-20,6,1713,3,6,we,DOLPHIN,7,2,2,12,8,1,6,31,37,1,49,1,6,6,3
693,22-Jul-20,6,1724,3,6,we,DOLPHIN,7,2,2,12,8,1,9,31,37,1,28,1,5,5,3
694,22-Jul-20,6,1118,3,6,wd,KING MACKEREL,7,2,2,5,3.5,1,1,129,37,1,60,1,2,1,3
695,22-Jul-20,6,1703,3,6,wd,DOLPHIN,7,2,2,12,8,1,35,31,37,1,34,1,3,2,3
696,22-Jul-20,6,1712,3,6,wd,DOLPHIN,7,2,2,13,7,1,38,31,37,1,26,1,5,4,3
697,22-Jul-20,6,1443,3,6,wd,DOLPHIN,7,2,2,8,6,1,9,31,37,1,66,1,5,4,3
698,22-Jul-20,6,1636,3,6,wd,DOLPHIN,7,2,2,10,8,1,8,31,37,1,27,1,5,4,3
699,22-Jul-20,6,1233,3,6,wd,YELLOWFIN TUNA,7,2,2,7,5,1,14,55,37,1,54,1,6,6,3
700,22-Jul-20,6,1309,3,6,wd,YELLOWFIN TUNA,7,2,2,8,6.5,1,12,55,37,1,27,1,4,4,1
701,22-Jul-20,6,1439,3,6,wd,YELLOWFIN TUNA,7,2,2,10,8.5,1,17,55,37,1,57,1,6,3,3
702,22-Jul-20,6,1519,3,6,wd,YELLOWFIN TUNA,7,2,2,10,8.5,1,12,55,37,1,39,1,6,5,1
703,22-Jul-20,6,1650,3,6,wd,YELLOWFIN TUNA,7,2,2,12,9.5,1,10,55,37,1,70,1,5,5,3
704,22-Jul-20,6,1303,3,6,we,YELLOWFIN TUNA,7,2,2,7,7,1,6,55,37,1,45,1,5,5,3
705,22-Jul-20,6,1425,3,6,we,YELLOWFIN TUNA,7,2,2,8.5,6,1,13,55,37,1,66,1,6,6,3
706,22-Jul-20,6,1446,3,6,we,YELLOWFIN TUNA,7,2,2,10.5,8,1,19,55,37,1,35,1,6,5,3
707,22-Jul-20,6,1529,3,6,we,YELLOWFIN TUNA,7,2,2,12,9,1,5,55,37,1,26,1,6,6,1
708,22-Jul-20,6,1641,3,6,we,YELLOWFIN TUNA,7,2,2,11,9,1,8,55,37,1,55,2,3,3,1
709,26-Jul-19,5,1229,3,6,wd,SPOTTED SEATROUT,7,5,8,4.5,4,2,0,129,37,5,37,1,2,1,3
710,22-Jul-20,6,1234,3,6,we,RED DRUM,7,5,8,4,3.5,1,1,19,37,5,14,1,2,1,1
711,20-Jul-18,5,1330,3,6,wd,RED DRUM,7,5,8,7,6.5,1,1,129,37,3,37,1,2,1,3
712,20-Jul-18,5,1332,3,6,wd,RED DRUM,7,5,8,7,6,2,0,129,37,3,29,2,2,1,3
713,20-Jul-18,5,1440,3,6,wd,SHEEPSHEAD,7,5,8,8,7,1,1,129,37,3,72,1,3,1,3
714,20-Jul-18,5,1548,3,6,wd,RED DRUM,7,5,8,5,4,1,25,55,37,G,55,2,2,2,3
715,26-Jul-19,5,1202,3,6,wd,COBIA,7,5,8,4,3,1,7,55,37,G,33,1,5,5,1
716,22-Jul-20,6,1627,3,6,wd,RED DRUM,7,5,8,4.5,3.5,1,10,55,37,G,42,1,2,2,3
717,22-Jul-20,6,1217,3,6,we,SPANISH MACKEREL,7,5,8,4.5,3.5,1,15,55,37,G,82,1,4,4,3
718,20-Jul-18,5,1205,3,6,we,RED DRUM,7,5,8,4,3,1,30,55,37,G,23,1,6,6,3
719,26-Jul-19,5,1137,3,6,we,COBIA,7,5,8,4,3,1,11,55,37,G,63,1,4,4,3
720,26-Jul-19,5,1214,3,6,we,BLUEFISH,7,5,8,4.5,3.5,1,20,55,37,G,19,1,5,5,3
721,26-Jul-19,5,1645,3,6,we,COBIA,7,5,8,4.5,3.5,1,2,55,37,G,80,1,2,1,3
722,26-Jul-19,6,1155,3,6,we,SPOTTED SEATROUT,7,5,8,4,3.5,1,3,55,37,G,49,1,1,1,3
723,20-Jul-18,5,1145,3,6,wd,RED DRUM,7,5,8,6,5,1,2,55,37,G,31,2,2,1,3
724,26-Jul-19,5,1134,3,6,we,COBIA,7,5,8,4.5,3.5,1,14,55,37,G,74,1,2,2,3
725,20-Jul-18,6,1618,3,6,we,LEFTEYE FLOUNDER GENUS,7,5,8,4,3,1,1,19,37,5,65,1,3,1,1
726,20-Jul-18,6,1619,3,6,we,LEFTEYE FLOUNDER GENUS,7,5,8,4,3,1,1,19,37,5,34,1,3,1,1
727,20-Jul-18,5,1215,3,6,wd,SHEEPSHEAD,7,5,8,4.5,4,1,6,55,37,G,61,1,1,1,3
728,20-Jul-18,5,1632,3,6,wd,BLUEFISH,7,5,8,6.5,5,1,32,55,37,G,65,2,5,5,1
729,20-Jul-18,6,1134,3,6,we,SHEEPSHEAD,7,5,8,5.5,4.5,1,2,55,37,G,14,1,4,1,3
730,20-Jul-18,6,1101,3,6,we,SHEEPSHEAD,7,5,8,5,4,1,10,55,37,G,54,1,4,4,3
731,22-Jul-20,6,1125,3,6,we,RED DRUM,7,5,8,4,3,1,17,55,37,G,49,1,4,4,3
732,22-Jul-20,6,1241,3,6,we,RED DRUM,7,5,8,6,5,1,6,55,37,G,43,1,4,4,3
733,22-Jul-20,6,1205,3,6,wd,RED DRUM,7,5,8,5.5,4,1,4,55,37,G,52,1,4,4,3
734,22-Jul-20,6,1139,3,6,wd,SPANISH MACKEREL,7,5,8,5,4,1,18,55,37,G,48,1,4,4,3
735,22-Jul-20,6,1126,3,6,we,RED DRUM,7,5,8,4.5,3.5,1,4,55,37,G,49,1,3,3,3
736,22-Jul-20,6,1446,3,6,we,RED DRUM,7,5,8,6,5,1,11,55,37,G,63,1,4,4,3
737,26-Jul-19,5,1107,3,6,wd,SEATROUT GENUS,7,5,8,5,4.5,1,16,55,37,G,38,1,4,4,3
738,26-Jul-19,5,1130,3,6,wd,SHEEPSHEAD,7,5,8,3,2.5,1,3,55,37,G,29,1,3,3,3
739,22-Jul-20,6,1450,3,6,we,RED DRUM,7,5,8,4,2,1,3,55,37,G,29,1,2,2,3
740,26-Jul-19,5,1234,3,6,wd,RED DRUM,7,5,8,5.5,5,2,0,129,37,3,74,1,3,1,1
741,22-Jul-20,6,1242,3,6,wd,RED DRUM,7,5,8,6.5,5.5,1,10,129,37,3,54,1,2,2,3
742,20-Jul-18,5,1243,3,6,wd,BLUEFISH,8,1,1,4.5,4,1,9,31,37,1,43,1,1,1,1
743,20-Jul-18,5,1206,3,6,wd,SPANISH MACKEREL,8,1,1,4,3,1,28,31,37,1,55,1,2,2,3
744,20-Jul-18,6,1532,3,6,we,COBIA,8,1,1,5,3.5,1,12,31,37,1,58,1,2,2,1
745,20-Jul-18,6,1606,3,6,we,SPANISH MACKEREL,8,1,1,5,3,1,4,31,37,1,56,1,2,2,3
746,20-Jul-18,6,1653,3,6,we,SPANISH MACKEREL,8,1,1,7,5,2,0,31,37,1,72,1,2,1,1
747,26-Jul-19,5,1112,3,6,we,SPANISH MACKEREL,8,1,1,5,4.5,2,0,31,37,1,25,1,3,1,1
748,26-Jul-19,5,1112,3,6,we,SPANISH MACKEREL,8,1,1,5,4.5,2,0,31,37,1,23,1,3,1,1
749,26-Jul-19,5,1152,3,6,we,ATLANTIC BONITO,8,1,1,6,5,2,0,31,37,1,34,1,3,1,1
750,26-Jul-19,5,1152,3,6,we,ATLANTIC BONITO,8,1,1,6,5,2,0,31,37,1,28,1,3,1,1
751,26-Jul-19,5,1152,3,6,we,ATLANTIC BONITO,8,1,1,6,2,2,0,31,37,1,39,1,3,1,1
752,26-Jul-19,5,1211,3,6,we,SPANISH MACKEREL,8,1,1,5,4.5,2,0,31,37,1,33,1,4,1,1
753,26-Jul-19,5,1211,3,6,we,SPANISH MACKEREL,8,1,1,5,4.5,2,0,31,37,1,8,1,4,1,1
754,26-Jul-19,5,1211,3,6,we,SPANISH MACKEREL,8,1,1,5,4.5,2,0,31,37,1,33,1,4,1,1
755,26-Jul-19,5,1211,3,6,we,SPANISH MACKEREL,8,1,1,5,4.5,2,0,31,37,1,11,2,4,1,1
756,26-Jul-19,5,1219,3,6,we,COBIA,8,1,1,6,3,1,1,31,37,1,29,1,2,1,3
757,26-Jul-19,5,1245,3,6,we,COBIA,8,1,1,6,3,1,10,31,37,1,35,1,2,2,1
758,26-Jul-19,5,1302,3,6,we,WEAKFISH,8,1,1,6.5,6,1,11,31,37,1,35,1,1,1,1
759,26-Jul-19,5,1339,3,6,we,SPANISH MACKEREL,8,1,1,6.5,5,1,1,31,37,1,35,1,1,1,3
760,26-Jul-19,5,1347,3,6,we,SPANISH MACKEREL,8,1,1,6.5,6,2,0,31,37,1,44,2,4,1,1
761,26-Jul-19,5,1517,3,6,we,SPANISH MACKEREL,8,1,1,6,4,1,12,31,37,1,29,1,2,2,1
762,26-Jul-19,5,1650,3,6,we,SPANISH MACKEREL,8,1,1,9,7,2,0,31,37,1,28,1,2,1,1
763,26-Jul-19,5,1650,3,6,we,SPANISH MACKEREL,8,1,1,9,7,2,0,31,37,1,27,1,2,1,1
764,26-Jul-19,5,1353,3,6,wd,SPANISH MACKEREL,8,1,1,7.5,5.5,2,0,31,37,1,27,1,3,1,3
765,26-Jul-19,5,1540,3,6,wd,KING MACKEREL,8,1,1,5.5,3,1,4,31,37,1,47,1,3,2,3
766,26-Jul-19,6,1141,3,6,wd,SPANISH MACKEREL,8,1,1,4.5,4,1,4,31,37,1,50,1,3,3,3
767,26-Jul-19,6,1442,3,6,wd,SPANISH MACKEREL,8,1,1,8.5,7.5,2,0,31,37,1,36,1,1,1,3
768,26-Jul-19,6,1456,3,6,wd,SPANISH MACKEREL,8,1,1,3,2.5,1,5,31,37,1,29,1,1,1,3
769,26-Jul-19,6,1604,3,6,wd,SPANISH MACKEREL,8,1,1,9,7,1,12,31,37,1,50,1,4,4,3
770,20-Jul-18,5,1451,3,6,wd,KINGFISH GENUS,8,1,1,6.5,5.5,2,0,31,37,1,54,1,2,1,3
771,20-Jul-18,5,1452,3,6,wd,KINGFISH GENUS,8,1,1,6.5,5.5,2,0,31,37,1,71,1,2,1,3
772,20-Jul-18,5,1525,3,6,we,BLUEFISH,8,1,1,5.5,4.5,2,0,31,37,1,26,1,2,1,1
773,20-Jul-18,5,1526,3,6,we,SPANISH MACKEREL,8,1,1,5.5,4.5,2,0,31,37,1,24,2,2,1,1
774,20-Jul-18,5,1225,3,6,we,COBIA,8,1,1,3,2,2,0,31,37,1,56,1,2,1,3
775,20-Jul-18,5,1610,3,6,we,SPANISH MACKEREL,8,1,1,1.5,1.5,2,0,31,37,1,58,1,2,1,3
776,20-Jul-18,6,1133,3,6,we,SPANISH MACKEREL,8,1,1,6.5,6,2,0,31,37,1,62,2,2,1,3
777,20-Jul-18,6,1134,3,6,we,SPANISH MACKEREL,8,1,1,6.5,6,2,0,31,37,1,58,1,2,1,3
778,26-Jul-19,5,1459,3,6,wd,SPANISH MACKEREL,8,1,1,6,5,2,0,31,37,1,62,1,2,1,3
779,26-Jul-19,5,1459,3,6,wd,SPANISH MACKEREL,8,1,1,6,5,2,0,31,37,1,61,1,2,1,3
780,26-Jul-19,5,1449,3,6,wd,COBIA,8,1,1,7,6.5,2,0,31,37,1,20,1,1,1,3
781,26-Jul-19,5,1617,3,6,wd,SPANISH MACKEREL,8,1,1,9.5,5,2,0,31,37,1,57,1,2,1,1
782,26-Jul-19,6,1740,3,6,wd,KING MACKEREL,8,1,1,9,7,2,0,31,37,1,54,1,2,1,1
783,26-Jul-19,6,1740,3,6,wd,KING MACKEREL,8,1,1,9,7,2,0,31,37,1,49,1,2,1,1
784,22-Jul-20,6,1437,3,6,we,SPANISH MACKEREL,8,1,1,6,4,2,0,133,37,1,66,1,1,1,3
785,26-Jul-19,5,1341,3,6,we,KING MACKEREL,8,1,1,6,5,1,7,19,37,1,36,1,2,2,1
786,26-Jul-19,5,1504,3,6,we,LEFTEYE FLOUNDER GENUS,8,1,1,3,1.5,1,2,19,37,1,36,1,1,1,1
787,26-Jul-19,5,1637,3,6,wd,LEFTEYE FLOUNDER FAMILY,8,1,1,8,6,1,12,19,37,1,47,1,1,1,3
788,22-Jul-20,6,1112,3,6,we,SPANISH MACKEREL,8,1,1,5,4,1,7,129,37,1,58,1,1,1,3
789,22-Jul-20,6,1335,3,6,we,SPANISH MACKEREL,8,1,1,5,3,1,12,129,37,1,52,1,2,2,1
790,20-Jul-18,5,1525,3,6,wd,ATLANTIC BONITO,8,1,1,3,1.5,1,1,129,37,1,57,1,3,1,3
791,20-Jul-18,5,1420,3,6,wd,RED DRUM,8,1,1,7,6.5,1,11,129,37,1,59,1,2,2,3
792,20-Jul-18,5,1250,3,6,we,BLUEFISH,8,1,1,5,3,1,16,55,37,1,49,1,1,1,3
793,20-Jul-18,5,1429,3,6,wd,LEFTEYE FLOUNDER GENUS,8,1,1,3,2.5,1,5,31,37,1,35,1,3,3,3
794,26-Jul-19,5,1850,3,6,wd,SPANISH MACKEREL,8,1,1,6,3,1,3,31,37,1,36,1,2,2,1
795,26-Jul-19,5,1159,3,6,wd,BLUEFISH,8,1,1,4,3,1,1,31,37,1,52,1,1,1,3
796,26-Jul-19,5,1242,3,6,wd,SPANISH MACKEREL,8,1,1,4.5,3,1,5,31,37,1,67,1,2,2,3
797,26-Jul-19,5,1616,3,6,we,SPANISH MACKEREL,8,1,1,6,5,1,1,31,37,1,52,1,2,1,3
798,26-Jul-19,5,1306,3,6,wd,COBIA,8,1,1,6,5,2,0,31,37,1,72,1,2,1,3
799,26-Jul-19,5,1654,3,6,wd,COBIA,8,1,1,10.5,9,2,0,31,37,1,30,1,2,1,1
800,26-Jul-19,5,1655,3,6,wd,COBIA,8,1,1,10.5,9,2,0,31,37,1,30,1,2,1,1
801,20-Jul-18,5,1515,3,6,wd,COBIA,8,1,1,6,4,1,1,55,37,1,46,2,3,1,1
802,20-Jul-18,5,1545,3,6,we,COBIA,8,1,1,7.5,7,2,0,55,37,1,62,1,2,1,1
803,20-Jul-18,5,1320,3,6,wd,COBIA,8,1,1,6.5,6,2,0,55,37,1,35,1,2,1,3
804,20-Jul-18,5,1322,3,6,wd,COBIA,8,1,1,6.5,6,2,0,55,37,1,35,1,2,1,3
805,26-Jul-19,5,1654,3,6,wd,BLUEFISH,8,1,1,7,4,2,0,55,37,1,48,1,1,1,3
806,26-Jul-19,5,1736,3,6,we,COBIA,8,1,1,10,3,1,3,55,37,1,33,1,2,1,1
807,26-Jul-19,5,1140,3,6,we,COBIA,8,1,1,5.5,4,1,1,55,37,1,31,1,4,1,3
808,26-Jul-19,5,1551,3,6,we,COBIA,8,1,1,5,4,1,1,55,37,1,33,1,3,1,1
809,26-Jul-19,5,1637,3,6,we,COBIA,8,1,1,6.5,5,1,1,55,37,1,27,1,3,1,1
810,26-Jul-19,5,1638,3,6,we,COBIA,8,1,1,6.5,5,1,1,55,37,1,26,2,3,1,1
811,26-Jul-19,5,1548,3,6,we,COBIA,8,1,1,4,2,2,0,55,37,1,40,1,3,1,3
812,26-Jul-19,5,1549,3,6,we,COBIA,8,1,1,4,2,2,0,55,37,1,35,1,3,1,3
813,26-Jul-19,5,1549,3,6,we,COBIA,8,1,1,4,2,2,0,55,37,1,60,1,3,1,3
814,20-Jul-18,5,1807,3,6,wd,COBIA,8,1,1,4,3,1,2,31,37,1,25,1,2,2,1
815,20-Jul-18,5,1822,3,6,wd,COBIA,8,1,1,12,12,1,1,31,37,1,32,1,4,1,1
816,20-Jul-18,5,1823,3,6,wd,COBIA,8,1,1,12,12,2,0,31,37,1,27,1,4,1,1
817,20-Jul-18,5,1825,3,6,wd,COBIA,8,1,1,12,12,2,0,31,37,1,35,1,4,1,1
818,20-Jul-18,5,1435,3,6,we,KINGFISH GENUS,8,1,1,5,4,1,5,55,37,1,67,1,1,1,1
819,20-Jul-18,5,1452,3,6,we,COBIA,8,1,1,8,1.5,1,1,55,37,1,50,1,3,1,1
820,20-Jul-18,5,1500,3,6,we,COBIA,8,1,1,5,1,1,1,55,37,1,24,1,4,1,1
821,20-Jul-18,5,1503,3,6,we,COBIA,8,1,1,5,1,1,1,55,37,1,26,1,4,1,1
822,20-Jul-18,5,1514,3,6,we,COBIA,8,1,1,6,2,1,2,55,37,1,26,1,6,1,1
823,20-Jul-18,5,1548,3,6,we,COBIA,8,1,1,6,1,1,1,55,37,1,51,1,3,1,1
824,20-Jul-18,5,1650,3,6,we,COBIA,8,1,1,6.5,2,1,1,55,37,1,44,1,5,1,1
825,20-Jul-18,5,1530,3,6,wd,COBIA,8,1,1,6.5,1.5,1,1,55,37,1,13,1,3,1,1
826,20-Jul-18,5,1535,3,6,wd,COBIA,8,1,1,6.5,1.5,1,1,55,37,1,36,1,3,1,1
827,20-Jul-18,5,1603,3,6,wd,COBIA,8,1,1,7,2,2,0,55,37,1,29,1,6,1,1
828,20-Jul-18,5,1605,3,6,wd,COBIA,8,1,1,7,2,2,0,55,37,1,19,1,6,1,1
829,20-Jul-18,6,1320,3,6,we,COBIA,8,1,1,5.5,1,1,1,55,37,1,28,1,2,1,3
830,20-Jul-18,6,1410,3,6,we,COBIA,8,1,1,7,1,2,0,55,37,1,38,1,2,1,1
831,20-Jul-18,6,1425,3,6,we,COBIA,8,1,1,5.5,1,1,6,55,37,1,63,1,3,3,1
832,20-Jul-18,6,1630,3,6,we,COBIA,8,1,1,6,2.5,1,1,55,37,1,52,1,3,1,1
833,26-Jul-19,5,1559,3,6,we,COBIA,8,1,1,8,6,1,1,55,37,1,42,1,4,4,1
834,22-Jul-20,6,1704,3,6,we,SPANISH MACKEREL,8,1,1,5,4,1,4,129,37,1,62,1,2,2,3
835,20-Jul-18,5,1615,3,6,wd,COBIA,8,1,1,6,5,1,1,55,37,1,54,1,4,1,1
836,20-Jul-18,5,1411,3,6,we,COBIA,8,1,1,9,7.5,1,1,55,37,1,49,1,3,1,1
837,20-Jul-18,5,1432,3,6,we,COBIA,8,1,1,5.5,4,1,2,55,37,1,35,1,4,2,1
838,20-Jul-18,5,1520,3,6,we,COBIA,8,1,1,6.5,5.5,1,1,55,37,1,23,1,3,1,1
839,20-Jul-18,5,1526,3,6,we,COBIA,8,1,1,6,5,1,1,55,37,1,40,1,4,1,1
840,20-Jul-18,5,1631,3,6,we,COBIA,8,1,1,9,8,1,1,55,37,1,33,1,3,1,1
841,20-Jul-18,5,1641,3,6,we,COBIA,8,1,1,6.5,5.5,1,3,55,37,1,26,1,3,3,1
842,20-Jul-18,5,1826,3,6,we,COBIA,8,1,1,9,8,1,1,55,37,1,58,1,3,1,1
843,20-Jul-18,5,1910,3,6,we,COBIA,8,1,1,12,10.5,1,1,55,37,1,25,1,3,1,1
844,26-Jul-19,6,1443,3,6,we,SPANISH MACKEREL,8,1,1,7,5.5,1,2,55,37,1,45,1,3,1,3
845,26-Jul-19,6,1443,3,6,we,SPANISH MACKEREL,8,1,1,7,5.5,1,1,55,37,1,71,1,3,1,3
846,26-Jul-19,6,1443,3,6,we,SPANISH MACKEREL,8,1,1,7,5.5,1,1,55,37,1,15,1,3,1,3
847,26-Jul-19,6,1638,3,6,we,SPANISH MACKEREL,8,1,1,6,4.5,1,9,55,37,1,24,1,3,2,3
848,22-Jul-20,6,1359,3,6,wd,BLUEFISH,8,1,1,7,3,1,10,55,37,1,37,1,2,2,3
849,22-Jul-20,6,1250,3,6,we,SPANISH MACKEREL,8,1,1,7.5,5,2,0,55,37,1,46,1,2,1,3
850,26-Jul-19,6,1523,3,6,we,SPANISH MACKEREL,8,1,1,2.5,2.5,1,1,133,37,1,47,2,4,1,3
851,26-Jul-19,6,1322,3,6,we,SPANISH MACKEREL,8,1,1,7.5,5.5,1,6,31,37,1,47,1,2,2,3
852,26-Jul-19,6,1557,3,6,we,SPANISH MACKEREL,8,1,1,7,3.5,1,1,31,37,1,8,1,4,1,3
853,26-Jul-19,6,1607,3,6,we,SPANISH MACKEREL,8,1,1,8,4,1,8,31,37,1,34,1,4,4,3
854,26-Jul-19,5,1427,3,6,wd,SPANISH MACKEREL,8,1,1,6.5,6,1,28,55,37,1,45,1,2,2,3
855,26-Jul-19,5,1618,3,6,wd,COBIA,8,1,1,5,4.5,1,1,55,37,1,49,1,5,1,1
856,26-Jul-19,5,1225,3,6,wd,SPANISH MACKEREL,8,1,1,3,2.5,2,0,55,37,1,48,1,7,1,3
857,26-Jul-19,5,1227,3,6,wd,SPANISH MACKEREL,8,1,1,3,2.5,2,0,55,37,1,27,1,7,1,3
858,26-Jul-19,5,1227,3,6,wd,SPANISH MACKEREL,8,1,1,3,2.5,2,0,55,37,1,22,2,7,1,3
859,22-Jul-20,6,1354,3,6,we,SPANISH MACKEREL,8,1,1,4,3,1,14,55,37,1,48,1,5,5,3
860,22-Jul-20,6,1504,3,6,we,SPANISH MACKEREL,8,1,1,9,7,1,2,55,37,1,52,1,2,2,3
861,22-Jul-20,6,1509,3,6,we,SPANISH MACKEREL,8,1,1,5,4,2,0,55,37,1,69,1,4,1,3
862,22-Jul-20,6,1509,3,6,we,SPANISH MACKEREL,8,1,1,5,4,2,0,55,37,1,66,2,4,1,3
863,22-Jul-20,6,1509,3,6,we,SPANISH MACKEREL,8,1,1,5,4,2,0,55,37,1,45,1,4,1,3
864,22-Jul-20,6,1509,3,6,we,SPANISH MACKEREL,8,1,1,5,4,2,0,55,37,1,12,1,4,1,3
865,22-Jul-20,6,1601,3,6,we,COBIA,8,1,1,5,4.5,1,1,55,37,1,57,1,3,1,1
866,22-Jul-20,6,1244,3,6,we,SPANISH MACKEREL,8,1,1,4,3,1,14,55,37,1,66,1,2,2,3
867,22-Jul-20,6,1355,3,6,we,SHEEPSHEAD,8,1,1,5,3.5,1,8,55,37,1,76,1,2,2,3
868,26-Jul-19,5,1248,3,6,we,KING MACKEREL,8,1,1,3,2,2,0,19,37,1,19,1,1,1,3
869,26-Jul-19,5,1441,3,6,we,SPANISH MACKEREL,8,1,1,5,4,1,25,19,37,1,50,1,5,5,3
870,26-Jul-19,5,1302,3,6,we,SPANISH MACKEREL,8,1,1,6,5.5,1,9,19,37,1,55,1,2,2,1
871,22-Jul-20,6,1433,3,6,wd,SPANISH MACKEREL,8,1,1,3,2,2,0,133,37,1,45,2,3,1,3
872,22-Jul-20,6,1441,3,6,wd,SPOTTED SEATROUT,8,1,1,3,2,2,0,133,37,1,40,1,3,1,3
873,22-Jul-20,6,1842,3,6,wd,RED DRUM,8,1,1,6.5,6,2,0,133,37,1,33,1,2,1,3
874,22-Jul-20,6,1308,3,6,wd,KING MACKEREL,8,1,1,5,5,1,1,133,37,1,21,1,2,1,3
875,20-Jul-18,5,1659,3,6,wd,DOLPHIN,8,2,2,11,8,2,0,31,37,1,31,1,3,1,3
876,20-Jul-18,5,1308,3,6,wd,DOLPHIN,8,2,2,7,4,1,8,31,37,1,52,1,2,2,3
877,20-Jul-18,6,1621,3,6,we,DOLPHIN,8,2,2,8,4.5,1,1,31,37,1,53,1,3,1,3
878,20-Jul-18,6,1622,3,6,we,DOLPHIN,8,2,2,8,4.5,1,1,31,37,1,54,1,3,1,3
879,26-Jul-19,5,1524,3,6,we,LEFTEYE FLOUNDER GENUS,8,2,2,7,5.5,2,0,31,37,1,46,1,2,1,1
880,26-Jul-19,6,1527,3,6,wd,LEFTEYE FLOUNDER GENUS,8,2,2,8.5,7,1,1,31,37,1,46,1,2,1,3
881,22-Jul-20,6,1553,3,6,we,BLUE MARLIN,8,2,2,10,3,1,1,31,37,1,51,1,9,1,3
882,22-Jul-20,6,1319,3,6,we,KING MACKEREL,8,2,2,6,4,1,2,133,37,1,52,1,1,1,3
883,22-Jul-20,6,1341,3,6,we,KING MACKEREL,8,2,2,7,5,1,3,133,37,1,56,1,2,2,3
884,22-Jul-20,6,1416,3,6,we,DOLPHIN,8,2,2,7,5,1,1,133,37,1,38,1,2,1,3
